"PersonId","TaskType","credits"
"PID0520","Write or debug code",2.5
"PID0520","Meeting workflow",0.5
"PID0520","Email workflow",0.7
"PID0520","Communication workflow",0.7
"PID0520","Document and comment",0.5
"PID0520","Analysis and research",0.6
"PID0520","General assistance",0.5
"PID0520","Specialised workflow",0.5
"PID0521","Write or debug code",17.8
"PID0521","Meeting workflow",44.4
"PID0521","Email workflow",58.1
"PID0521","Communication workflow",30
"PID0521","Document and comment",34.5
"PID0521","Analysis and research",35.1
"PID0521","General assistance",22.8
"PID0521","Specialised workflow",10.4
"PID0522","Write or debug code",4.3
"PID0522","Meeting workflow",24.4
"PID0522","Email workflow",19.4
"PID0522","Communication workflow",12.7
"PID0522","Document and comment",8.6
"PID0522","Analysis and research",11.1
"PID0522","General assistance",5.8
"PID0522","Specialised workflow",3.6
"PID0523","Write or debug code",15.5
"PID0523","Meeting workflow",84.7
"PID0523","Email workflow",93
"PID0523","Communication workflow",88.3
"PID0523","Document and comment",108.8
"PID0523","Analysis and research",62.6
"PID0523","General assistance",34.9
"PID0523","Specialised workflow",12.8
"PID0524","Write or debug code",24.6
"PID0524","Meeting workflow",135.7
"PID0524","Email workflow",145.6
"PID0524","Communication workflow",120.2
"PID0524","Document and comment",62.8
"PID0524","Analysis and research",70.9
"PID0524","General assistance",43.8
"PID0524","Specialised workflow",30.9
"PID0525","Write or debug code",0
"PID0525","Meeting workflow",0
"PID0525","Email workflow",0
"PID0525","Communication workflow",0
"PID0525","Document and comment",0
"PID0525","Analysis and research",0
"PID0525","General assistance",0
"PID0525","Specialised workflow",0
"PID0526","Write or debug code",119.7
"PID0526","Meeting workflow",42.1
"PID0526","Email workflow",33.7
"PID0526","Communication workflow",41.1
"PID0526","Document and comment",34.7
"PID0526","Analysis and research",48.3
"PID0526","General assistance",27.9
"PID0526","Specialised workflow",29.2
"PID0527","Write or debug code",65.1
"PID0527","Meeting workflow",454.9
"PID0527","Email workflow",466.7
"PID0527","Communication workflow",337.3
"PID0527","Document and comment",331
"PID0527","Analysis and research",195.3
"PID0527","General assistance",225.4
"PID0527","Specialised workflow",85.5
"PID0528","Write or debug code",513.9
"PID0528","Meeting workflow",126.8
"PID0528","Email workflow",123.2
"PID0528","Communication workflow",67.6
"PID0528","Document and comment",140.1
"PID0528","Analysis and research",160.5
"PID0528","General assistance",64.3
"PID0528","Specialised workflow",67.7
"PID0529","Write or debug code",51.9
"PID0529","Meeting workflow",152.4
"PID0529","Email workflow",259
"PID0529","Communication workflow",126.7
"PID0529","Document and comment",291.3
"PID0529","Analysis and research",334.6
"PID0529","General assistance",86.4
"PID0529","Specialised workflow",70.8
"PID0530","Write or debug code",0
"PID0530","Meeting workflow",0
"PID0530","Email workflow",0
"PID0530","Communication workflow",0
"PID0530","Document and comment",0
"PID0530","Analysis and research",0
"PID0530","General assistance",0
"PID0530","Specialised workflow",0
"PID0531","Write or debug code",0.7
"PID0531","Meeting workflow",3.3
"PID0531","Email workflow",3.1
"PID0531","Communication workflow",2.8
"PID0531","Document and comment",3.6
"PID0531","Analysis and research",1.5
"PID0531","General assistance",1.6
"PID0531","Specialised workflow",0.4
"PID0532","Write or debug code",55.8
"PID0532","Meeting workflow",151.5
"PID0532","Email workflow",291
"PID0532","Communication workflow",423.7
"PID0532","Document and comment",489.9
"PID0532","Analysis and research",219.5
"PID0532","General assistance",102.4
"PID0532","Specialised workflow",43.3
"PID0533","Write or debug code",0
"PID0533","Meeting workflow",0
"PID0533","Email workflow",0
"PID0533","Communication workflow",0
"PID0533","Document and comment",0
"PID0533","Analysis and research",0
"PID0533","General assistance",0
"PID0533","Specialised workflow",0
"PID0534","Write or debug code",19.4
"PID0534","Meeting workflow",67.1
"PID0534","Email workflow",67.4
"PID0534","Communication workflow",53.9
"PID0534","Document and comment",65.6
"PID0534","Analysis and research",50.7
"PID0534","General assistance",45.1
"PID0534","Specialised workflow",20.8
"PID0535","Write or debug code",0.2
"PID0535","Meeting workflow",0.8
"PID0535","Email workflow",0.7
"PID0535","Communication workflow",0.3
"PID0535","Document and comment",1.7
"PID0535","Analysis and research",0.8
"PID0535","General assistance",0.3
"PID0535","Specialised workflow",0.3
"PID0536","Write or debug code",21.7
"PID0536","Meeting workflow",126.9
"PID0536","Email workflow",151.5
"PID0536","Communication workflow",81
"PID0536","Document and comment",56.9
"PID0536","Analysis and research",70.7
"PID0536","General assistance",45.8
"PID0536","Specialised workflow",19.7
"PID0537","Write or debug code",7.1
"PID0537","Meeting workflow",37.2
"PID0537","Email workflow",39.3
"PID0537","Communication workflow",36.5
"PID0537","Document and comment",22.9
"PID0537","Analysis and research",23.3
"PID0537","General assistance",12.9
"PID0537","Specialised workflow",7.5
"PID0538","Write or debug code",0
"PID0538","Meeting workflow",0
"PID0538","Email workflow",0
"PID0538","Communication workflow",0
"PID0538","Document and comment",0
"PID0538","Analysis and research",0
"PID0538","General assistance",0
"PID0538","Specialised workflow",0
"PID0539","Write or debug code",17.7
"PID0539","Meeting workflow",70.5
"PID0539","Email workflow",98.9
"PID0539","Communication workflow",52.7
"PID0539","Document and comment",114.5
"PID0539","Analysis and research",137.2
"PID0539","General assistance",54.9
"PID0539","Specialised workflow",34.7
"PID0540","Write or debug code",27.8
"PID0540","Meeting workflow",72.8
"PID0540","Email workflow",98.4
"PID0540","Communication workflow",64.4
"PID0540","Document and comment",59.2
"PID0540","Analysis and research",54.9
"PID0540","General assistance",39
"PID0540","Specialised workflow",11.8
"PID0541","Write or debug code",13.1
"PID0541","Meeting workflow",83.9
"PID0541","Email workflow",74.9
"PID0541","Communication workflow",75.2
"PID0541","Document and comment",67.6
"PID0541","Analysis and research",38.3
"PID0541","General assistance",32.4
"PID0541","Specialised workflow",15.7
"PID0542","Write or debug code",0
"PID0542","Meeting workflow",0
"PID0542","Email workflow",0
"PID0542","Communication workflow",0
"PID0542","Document and comment",0
"PID0542","Analysis and research",0
"PID0542","General assistance",0
"PID0542","Specialised workflow",0
"PID0543","Write or debug code",10.2
"PID0543","Meeting workflow",29.8
"PID0543","Email workflow",46.3
"PID0543","Communication workflow",19.4
"PID0543","Document and comment",53.7
"PID0543","Analysis and research",67.2
"PID0543","General assistance",18
"PID0543","Specialised workflow",12.6
"PID0544","Write or debug code",14.1
"PID0544","Meeting workflow",41.9
"PID0544","Email workflow",46.6
"PID0544","Communication workflow",40.2
"PID0544","Document and comment",38.1
"PID0544","Analysis and research",33.1
"PID0544","General assistance",22.3
"PID0544","Specialised workflow",9.7
"PID0545","Write or debug code",6.8
"PID0545","Meeting workflow",42.8
"PID0545","Email workflow",35.9
"PID0545","Communication workflow",34.1
"PID0545","Document and comment",17.3
"PID0545","Analysis and research",22.4
"PID0545","General assistance",13.4
"PID0545","Specialised workflow",5
"PID0546","Write or debug code",22
"PID0546","Meeting workflow",125
"PID0546","Email workflow",184.9
"PID0546","Communication workflow",78.4
"PID0546","Document and comment",61.6
"PID0546","Analysis and research",52
"PID0546","General assistance",39
"PID0546","Specialised workflow",19.5
"PID0547","Write or debug code",416.4
"PID0547","Meeting workflow",80.9
"PID0547","Email workflow",74.4
"PID0547","Communication workflow",34.6
"PID0547","Document and comment",63.5
"PID0547","Analysis and research",71
"PID0547","General assistance",52.2
"PID0547","Specialised workflow",77.8
"PID0548","Write or debug code",4.7
"PID0548","Meeting workflow",11.3
"PID0548","Email workflow",18.1
"PID0548","Communication workflow",6.9
"PID0548","Document and comment",19.9
"PID0548","Analysis and research",29.9
"PID0548","General assistance",7.6
"PID0548","Specialised workflow",6
"PID0549","Write or debug code",4.6
"PID0549","Meeting workflow",31.3
"PID0549","Email workflow",34.5
"PID0549","Communication workflow",29.5
"PID0549","Document and comment",17.1
"PID0549","Analysis and research",17.5
"PID0549","General assistance",9.1
"PID0549","Specialised workflow",4.8
"PID0550","Write or debug code",0.6
"PID0550","Meeting workflow",5.1
"PID0550","Email workflow",3.6
"PID0550","Communication workflow",3.1
"PID0550","Document and comment",3.3
"PID0550","Analysis and research",1.6
"PID0550","General assistance",1.6
"PID0550","Specialised workflow",0.5
"PID0551","Write or debug code",852.2
"PID0551","Meeting workflow",252.4
"PID0551","Email workflow",208.5
"PID0551","Communication workflow",174.7
"PID0551","Document and comment",182.9
"PID0551","Analysis and research",227
"PID0551","General assistance",141.3
"PID0551","Specialised workflow",152.4
"PID0552","Write or debug code",56.3
"PID0552","Meeting workflow",125.9
"PID0552","Email workflow",104.5
"PID0552","Communication workflow",87.8
"PID0552","Document and comment",91.4
"PID0552","Analysis and research",116.9
"PID0552","General assistance",34.7
"PID0552","Specialised workflow",16.7
"PID0553","Write or debug code",9.8
"PID0553","Meeting workflow",61.6
"PID0553","Email workflow",84.5
"PID0553","Communication workflow",30.2
"PID0553","Document and comment",19
"PID0553","Analysis and research",30.8
"PID0553","General assistance",13.2
"PID0553","Specialised workflow",9.9
"PID0554","Write or debug code",0.3
"PID0554","Meeting workflow",2.7
"PID0554","Email workflow",4.9
"PID0554","Communication workflow",2.6
"PID0554","Document and comment",2.2
"PID0554","Analysis and research",1.8
"PID0554","General assistance",1.6
"PID0554","Specialised workflow",0.5
"PID0555","Write or debug code",306.2
"PID0555","Meeting workflow",86.4
"PID0555","Email workflow",59
"PID0555","Communication workflow",55.9
"PID0555","Document and comment",78.9
"PID0555","Analysis and research",61.1
"PID0555","General assistance",35.5
"PID0555","Specialised workflow",48.8
"PID0556","Write or debug code",6.7
"PID0556","Meeting workflow",24.6
"PID0556","Email workflow",53.9
"PID0556","Communication workflow",17.3
"PID0556","Document and comment",72
"PID0556","Analysis and research",34.5
"PID0556","General assistance",12.5
"PID0556","Specialised workflow",11.8
"PID0557","Write or debug code",10.6
"PID0557","Meeting workflow",69.3
"PID0557","Email workflow",65.7
"PID0557","Communication workflow",50
"PID0557","Document and comment",44.1
"PID0557","Analysis and research",29.4
"PID0557","General assistance",23.6
"PID0557","Specialised workflow",9.3
"PID0558","Write or debug code",43.6
"PID0558","Meeting workflow",225.5
"PID0558","Email workflow",342.4
"PID0558","Communication workflow",163.3
"PID0558","Document and comment",167.2
"PID0558","Analysis and research",140.2
"PID0558","General assistance",65.3
"PID0558","Specialised workflow",34.7
"PID0559","Write or debug code",6.6
"PID0559","Meeting workflow",2
"PID0559","Email workflow",1.5
"PID0559","Communication workflow",1
"PID0559","Document and comment",1.5
"PID0559","Analysis and research",1.6
"PID0559","General assistance",0.9
"PID0559","Specialised workflow",1.3
"PID0560","Write or debug code",12.9
"PID0560","Meeting workflow",45.5
"PID0560","Email workflow",38.2
"PID0560","Communication workflow",46.4
"PID0560","Document and comment",28.1
"PID0560","Analysis and research",37.6
"PID0560","General assistance",19.5
"PID0560","Specialised workflow",10.7
"PID0561","Write or debug code",45.5
"PID0561","Meeting workflow",109.9
"PID0561","Email workflow",157.7
"PID0561","Communication workflow",87.8
"PID0561","Document and comment",147.2
"PID0561","Analysis and research",301.9
"PID0561","General assistance",61.1
"PID0561","Specialised workflow",45.4
"PID0562","Write or debug code",0
"PID0562","Meeting workflow",0
"PID0562","Email workflow",0
"PID0562","Communication workflow",0
"PID0562","Document and comment",0
"PID0562","Analysis and research",0
"PID0562","General assistance",0
"PID0562","Specialised workflow",0
"PID0563","Write or debug code",5.1
"PID0563","Meeting workflow",14.8
"PID0563","Email workflow",33.1
"PID0563","Communication workflow",9.6
"PID0563","Document and comment",51
"PID0563","Analysis and research",21.5
"PID0563","General assistance",9.4
"PID0563","Specialised workflow",5.8
"PID0564","Write or debug code",0.1
"PID0564","Meeting workflow",0.5
"PID0564","Email workflow",0.4
"PID0564","Communication workflow",0.2
"PID0564","Document and comment",0.2
"PID0564","Analysis and research",0.3
"PID0564","General assistance",0.2
"PID0564","Specialised workflow",0.1
"PID0565","Write or debug code",92.1
"PID0565","Meeting workflow",154.9
"PID0565","Email workflow",137.3
"PID0565","Communication workflow",180.8
"PID0565","Document and comment",213.4
"PID0565","Analysis and research",142.2
"PID0565","General assistance",112.8
"PID0565","Specialised workflow",49.5
"PID0566","Write or debug code",8.8
"PID0566","Meeting workflow",22.2
"PID0566","Email workflow",46.8
"PID0566","Communication workflow",14.4
"PID0566","Document and comment",42
"PID0566","Analysis and research",44.3
"PID0566","General assistance",16
"PID0566","Specialised workflow",9.1
"PID0567","Write or debug code",9
"PID0567","Meeting workflow",37.3
"PID0567","Email workflow",29.7
"PID0567","Communication workflow",19.9
"PID0567","Document and comment",22.3
"PID0567","Analysis and research",23
"PID0567","General assistance",18.8
"PID0567","Specialised workflow",8
"PID0568","Write or debug code",4.6
"PID0568","Meeting workflow",21.8
"PID0568","Email workflow",18.4
"PID0568","Communication workflow",17.6
"PID0568","Document and comment",16
"PID0568","Analysis and research",10.3
"PID0568","General assistance",10.7
"PID0568","Specialised workflow",3.9
"PID0569","Write or debug code",649.1
"PID0569","Meeting workflow",138.5
"PID0569","Email workflow",153.9
"PID0569","Communication workflow",145.4
"PID0569","Document and comment",223.8
"PID0569","Analysis and research",228.1
"PID0569","General assistance",116.7
"PID0569","Specialised workflow",101.7
"PID0570","Write or debug code",36.8
"PID0570","Meeting workflow",180
"PID0570","Email workflow",293.3
"PID0570","Communication workflow",128.4
"PID0570","Document and comment",102.1
"PID0570","Analysis and research",71.9
"PID0570","General assistance",97.2
"PID0570","Specialised workflow",30.5
"PID0571","Write or debug code",0.5
"PID0571","Meeting workflow",2.1
"PID0571","Email workflow",3
"PID0571","Communication workflow",4.3
"PID0571","Document and comment",1.7
"PID0571","Analysis and research",1.2
"PID0571","General assistance",2.7
"PID0571","Specialised workflow",0.8
"PID0572","Write or debug code",0
"PID0572","Meeting workflow",0.2
"PID0572","Email workflow",0.1
"PID0572","Communication workflow",0.1
"PID0572","Document and comment",0.1
"PID0572","Analysis and research",0.1
"PID0572","General assistance",0.1
"PID0572","Specialised workflow",0
"PID0573","Write or debug code",0.4
"PID0573","Meeting workflow",3.1
"PID0573","Email workflow",3.6
"PID0573","Communication workflow",1.7
"PID0573","Document and comment",1.1
"PID0573","Analysis and research",1.1
"PID0573","General assistance",0.9
"PID0573","Specialised workflow",0.5
"PID0574","Write or debug code",2.8
"PID0574","Meeting workflow",13.1
"PID0574","Email workflow",12.5
"PID0574","Communication workflow",7.7
"PID0574","Document and comment",6.8
"PID0574","Analysis and research",10.3
"PID0574","General assistance",6.1
"PID0574","Specialised workflow",2.6
"PID0575","Write or debug code",67.5
"PID0575","Meeting workflow",181.7
"PID0575","Email workflow",395.6
"PID0575","Communication workflow",466.9
"PID0575","Document and comment",271
"PID0575","Analysis and research",181.4
"PID0575","General assistance",262.4
"PID0575","Specialised workflow",86.7
"PID0576","Write or debug code",66.9
"PID0576","Meeting workflow",569.2
"PID0576","Email workflow",422.9
"PID0576","Communication workflow",384.7
"PID0576","Document and comment",403.7
"PID0576","Analysis and research",179.4
"PID0576","General assistance",181.7
"PID0576","Specialised workflow",79
"PID0577","Write or debug code",8.1
"PID0577","Meeting workflow",51.8
"PID0577","Email workflow",44
"PID0577","Communication workflow",35.3
"PID0577","Document and comment",20.4
"PID0577","Analysis and research",24.6
"PID0577","General assistance",15.8
"PID0577","Specialised workflow",7.4
"PID0578","Write or debug code",114.8
"PID0578","Meeting workflow",46.9
"PID0578","Email workflow",35.8
"PID0578","Communication workflow",33.6
"PID0578","Document and comment",37
"PID0578","Analysis and research",59.7
"PID0578","General assistance",24.2
"PID0578","Specialised workflow",25.3
"PID0579","Write or debug code",585.2
"PID0579","Meeting workflow",139.7
"PID0579","Email workflow",102.3
"PID0579","Communication workflow",101.5
"PID0579","Document and comment",81.4
"PID0579","Analysis and research",156.6
"PID0579","General assistance",57.9
"PID0579","Specialised workflow",71.6
"PID0580","Write or debug code",17
"PID0580","Meeting workflow",124.4
"PID0580","Email workflow",131.5
"PID0580","Communication workflow",59.2
"PID0580","Document and comment",67.1
"PID0580","Analysis and research",47.1
"PID0580","General assistance",35.5
"PID0580","Specialised workflow",22.2
"PID0581","Write or debug code",38.5
"PID0581","Meeting workflow",151.5
"PID0581","Email workflow",449.3
"PID0581","Communication workflow",300.5
"PID0581","Document and comment",199.2
"PID0581","Analysis and research",116.2
"PID0581","General assistance",114.5
"PID0581","Specialised workflow",40.7
"PID0582","Write or debug code",17.8
"PID0582","Meeting workflow",44.4
"PID0582","Email workflow",56.6
"PID0582","Communication workflow",39
"PID0582","Document and comment",29
"PID0582","Analysis and research",35.2
"PID0582","General assistance",20.2
"PID0582","Specialised workflow",11.5
"PID0583","Write or debug code",4.2
"PID0583","Meeting workflow",15.4
"PID0583","Email workflow",18.9
"PID0583","Communication workflow",10.4
"PID0583","Document and comment",17.5
"PID0583","Analysis and research",38.5
"PID0583","General assistance",9.7
"PID0583","Specialised workflow",8.2
"PID0584","Write or debug code",13.8
"PID0584","Meeting workflow",36.3
"PID0584","Email workflow",35.3
"PID0584","Communication workflow",57.8
"PID0584","Document and comment",75.2
"PID0584","Analysis and research",45.3
"PID0584","General assistance",21.6
"PID0584","Specialised workflow",8.5
"PID0585","Write or debug code",0
"PID0585","Meeting workflow",0
"PID0585","Email workflow",0
"PID0585","Communication workflow",0
"PID0585","Document and comment",0
"PID0585","Analysis and research",0
"PID0585","General assistance",0
"PID0585","Specialised workflow",0
"PID0586","Write or debug code",4.5
"PID0586","Meeting workflow",11.6
"PID0586","Email workflow",18.4
"PID0586","Communication workflow",8.4
"PID0586","Document and comment",20.9
"PID0586","Analysis and research",33.4
"PID0586","General assistance",9.2
"PID0586","Specialised workflow",7.3
"PID0587","Write or debug code",0
"PID0587","Meeting workflow",0
"PID0587","Email workflow",0
"PID0587","Communication workflow",0
"PID0587","Document and comment",0
"PID0587","Analysis and research",0
"PID0587","General assistance",0
"PID0587","Specialised workflow",0
"PID0588","Write or debug code",0.1
"PID0588","Meeting workflow",0.5
"PID0588","Email workflow",0.9
"PID0588","Communication workflow",1.1
"PID0588","Document and comment",0.5
"PID0588","Analysis and research",0.5
"PID0588","General assistance",0.7
"PID0588","Specialised workflow",0.2
"PID0589","Write or debug code",114.9
"PID0589","Meeting workflow",323.5
"PID0589","Email workflow",538.6
"PID0589","Communication workflow",417.7
"PID0589","Document and comment",686.5
"PID0589","Analysis and research",292.1
"PID0589","General assistance",175.3
"PID0589","Specialised workflow",99.4
"PID0590","Write or debug code",257
"PID0590","Meeting workflow",63.6
"PID0590","Email workflow",58.4
"PID0590","Communication workflow",41.3
"PID0590","Document and comment",60
"PID0590","Analysis and research",69.3
"PID0590","General assistance",28.9
"PID0590","Specialised workflow",42.3
"PID0591","Write or debug code",19.4
"PID0591","Meeting workflow",41.4
"PID0591","Email workflow",43.3
"PID0591","Communication workflow",22.8
"PID0591","Document and comment",40
"PID0591","Analysis and research",40.1
"PID0591","General assistance",24
"PID0591","Specialised workflow",12.2
"PID0592","Write or debug code",11.3
"PID0592","Meeting workflow",87.2
"PID0592","Email workflow",66
"PID0592","Communication workflow",60.7
"PID0592","Document and comment",57.6
"PID0592","Analysis and research",34.8
"PID0592","General assistance",33.8
"PID0592","Specialised workflow",13.8
"PID0593","Write or debug code",12.1
"PID0593","Meeting workflow",29.9
"PID0593","Email workflow",38.6
"PID0593","Communication workflow",13.2
"PID0593","Document and comment",64.6
"PID0593","Analysis and research",32.7
"PID0593","General assistance",11.2
"PID0593","Specialised workflow",10.4
"PID0594","Write or debug code",2.4
"PID0594","Meeting workflow",0.5
"PID0594","Email workflow",0.7
"PID0594","Communication workflow",0.5
"PID0594","Document and comment",0.7
"PID0594","Analysis and research",0.5
"PID0594","General assistance",0.3
"PID0594","Specialised workflow",0.4
"PID0595","Write or debug code",48.9
"PID0595","Meeting workflow",147.2
"PID0595","Email workflow",344.7
"PID0595","Communication workflow",478.6
"PID0595","Document and comment",128
"PID0595","Analysis and research",136.8
"PID0595","General assistance",296.3
"PID0595","Specialised workflow",118.7
"PID0596","Write or debug code",16.3
"PID0596","Meeting workflow",77
"PID0596","Email workflow",58.7
"PID0596","Communication workflow",51
"PID0596","Document and comment",38.7
"PID0596","Analysis and research",59.2
"PID0596","General assistance",30
"PID0596","Specialised workflow",14.3
"PID0597","Write or debug code",391.7
"PID0597","Meeting workflow",94.9
"PID0597","Email workflow",72.4
"PID0597","Communication workflow",66.3
"PID0597","Document and comment",77.4
"PID0597","Analysis and research",106.1
"PID0597","General assistance",59
"PID0597","Specialised workflow",68.1
"PID0598","Write or debug code",2.8
"PID0598","Meeting workflow",16.9
"PID0598","Email workflow",22.2
"PID0598","Communication workflow",10.3
"PID0598","Document and comment",15.1
"PID0598","Analysis and research",9.3
"PID0598","General assistance",8.4
"PID0598","Specialised workflow",3.1
"PID0599","Write or debug code",4.5
"PID0599","Meeting workflow",13.7
"PID0599","Email workflow",27.1
"PID0599","Communication workflow",12.5
"PID0599","Document and comment",34.3
"PID0599","Analysis and research",18.3
"PID0599","General assistance",5.9
"PID0599","Specialised workflow",5.4
"PID0600","Write or debug code",2.5
"PID0600","Meeting workflow",9.2
"PID0600","Email workflow",14.9
"PID0600","Communication workflow",5.4
"PID0600","Document and comment",19.3
"PID0600","Analysis and research",16
"PID0600","General assistance",4.1
"PID0600","Specialised workflow",5.2
"PID0601","Write or debug code",7.1
"PID0601","Meeting workflow",14.4
"PID0601","Email workflow",17.9
"PID0601","Communication workflow",25.9
"PID0601","Document and comment",53.2
"PID0601","Analysis and research",25.3
"PID0601","General assistance",10.1
"PID0601","Specialised workflow",6.8
"PID0602","Write or debug code",52.3
"PID0602","Meeting workflow",274.7
"PID0602","Email workflow",264.1
"PID0602","Communication workflow",266.7
"PID0602","Document and comment",201.8
"PID0602","Analysis and research",183.4
"PID0602","General assistance",149
"PID0602","Specialised workflow",52.4
"PID0603","Write or debug code",0
"PID0603","Meeting workflow",0
"PID0603","Email workflow",0
"PID0603","Communication workflow",0
"PID0603","Document and comment",0
"PID0603","Analysis and research",0
"PID0603","General assistance",0
"PID0603","Specialised workflow",0
"PID0604","Write or debug code",28.7
"PID0604","Meeting workflow",254.7
"PID0604","Email workflow",190.6
"PID0604","Communication workflow",108.5
"PID0604","Document and comment",103.8
"PID0604","Analysis and research",65.9
"PID0604","General assistance",48
"PID0604","Specialised workflow",31.7
"PID0605","Write or debug code",37.4
"PID0605","Meeting workflow",172
"PID0605","Email workflow",190.9
"PID0605","Communication workflow",185.3
"PID0605","Document and comment",145.9
"PID0605","Analysis and research",139.6
"PID0605","General assistance",110
"PID0605","Specialised workflow",42.8
"PID0606","Write or debug code",46.3
"PID0606","Meeting workflow",109
"PID0606","Email workflow",128.6
"PID0606","Communication workflow",98
"PID0606","Document and comment",101.6
"PID0606","Analysis and research",94
"PID0606","General assistance",61.3
"PID0606","Specialised workflow",27.7
"PID0607","Write or debug code",22.8
"PID0607","Meeting workflow",95.8
"PID0607","Email workflow",232.9
"PID0607","Communication workflow",211.4
"PID0607","Document and comment",96.7
"PID0607","Analysis and research",80.1
"PID0607","General assistance",140.7
"PID0607","Specialised workflow",49.7
"PID0608","Write or debug code",18.7
"PID0608","Meeting workflow",36.2
"PID0608","Email workflow",55.3
"PID0608","Communication workflow",26.5
"PID0608","Document and comment",73.2
"PID0608","Analysis and research",98.5
"PID0608","General assistance",31.4
"PID0608","Specialised workflow",17.8
"PID0609","Write or debug code",1.4
"PID0609","Meeting workflow",7
"PID0609","Email workflow",7.3
"PID0609","Communication workflow",4.5
"PID0609","Document and comment",4.7
"PID0609","Analysis and research",3.3
"PID0609","General assistance",2.4
"PID0609","Specialised workflow",1
"PID0610","Write or debug code",0
"PID0610","Meeting workflow",0
"PID0610","Email workflow",0
"PID0610","Communication workflow",0
"PID0610","Document and comment",0
"PID0610","Analysis and research",0
"PID0610","General assistance",0
"PID0610","Specialised workflow",0
"PID0611","Write or debug code",7.3
"PID0611","Meeting workflow",19.7
"PID0611","Email workflow",26.1
"PID0611","Communication workflow",40.4
"PID0611","Document and comment",23.3
"PID0611","Analysis and research",11.5
"PID0611","General assistance",27.9
"PID0611","Specialised workflow",10.5
"PID0612","Write or debug code",8.3
"PID0612","Meeting workflow",19.2
"PID0612","Email workflow",22.4
"PID0612","Communication workflow",19.4
"PID0612","Document and comment",31.9
"PID0612","Analysis and research",18.9
"PID0612","General assistance",11.3
"PID0612","Specialised workflow",5.9
"PID0613","Write or debug code",1.8
"PID0613","Meeting workflow",4.1
"PID0613","Email workflow",5
"PID0613","Communication workflow",2.6
"PID0613","Document and comment",10.6
"PID0613","Analysis and research",12.5
"PID0613","General assistance",2.2
"PID0613","Specialised workflow",2.2
"PID0614","Write or debug code",0
"PID0614","Meeting workflow",0
"PID0614","Email workflow",0
"PID0614","Communication workflow",0
"PID0614","Document and comment",0
"PID0614","Analysis and research",0
"PID0614","General assistance",0
"PID0614","Specialised workflow",0
"PID0615","Write or debug code",1.2
"PID0615","Meeting workflow",6.9
"PID0615","Email workflow",9.7
"PID0615","Communication workflow",4
"PID0615","Document and comment",4
"PID0615","Analysis and research",2.7
"PID0615","General assistance",2.3
"PID0615","Specialised workflow",0.9
"PID0616","Write or debug code",562.5
"PID0616","Meeting workflow",132.1
"PID0616","Email workflow",118
"PID0616","Communication workflow",99.4
"PID0616","Document and comment",122.5
"PID0616","Analysis and research",125.4
"PID0616","General assistance",57
"PID0616","Specialised workflow",84.4
"PID0617","Write or debug code",22
"PID0617","Meeting workflow",192.1
"PID0617","Email workflow",174
"PID0617","Communication workflow",120
"PID0617","Document and comment",61.5
"PID0617","Analysis and research",85.3
"PID0617","General assistance",35.3
"PID0617","Specialised workflow",21.9
"PID0618","Write or debug code",1.9
"PID0618","Meeting workflow",5.4
"PID0618","Email workflow",4.8
"PID0618","Communication workflow",3.1
"PID0618","Document and comment",3.4
"PID0618","Analysis and research",3
"PID0618","General assistance",2.6
"PID0618","Specialised workflow",1
"PID0619","Write or debug code",437
"PID0619","Meeting workflow",120.1
"PID0619","Email workflow",121.6
"PID0619","Communication workflow",101.2
"PID0619","Document and comment",118.4
"PID0619","Analysis and research",127.9
"PID0619","General assistance",78.8
"PID0619","Specialised workflow",68.3
"PID0620","Write or debug code",9.6
"PID0620","Meeting workflow",33
"PID0620","Email workflow",43.8
"PID0620","Communication workflow",20.2
"PID0620","Document and comment",53.2
"PID0620","Analysis and research",66.8
"PID0620","General assistance",18.4
"PID0620","Specialised workflow",16.6
"PID0621","Write or debug code",1.8
"PID0621","Meeting workflow",18.3
"PID0621","Email workflow",18.8
"PID0621","Communication workflow",14.3
"PID0621","Document and comment",7.3
"PID0621","Analysis and research",6.8
"PID0621","General assistance",4.7
"PID0621","Specialised workflow",2.4
"PID0622","Write or debug code",235.3
"PID0622","Meeting workflow",52.7
"PID0622","Email workflow",58.3
"PID0622","Communication workflow",41.7
"PID0622","Document and comment",53.2
"PID0622","Analysis and research",80.6
"PID0622","General assistance",39.1
"PID0622","Specialised workflow",26.8
"PID0623","Write or debug code",0.2
"PID0623","Meeting workflow",0.9
"PID0623","Email workflow",1.8
"PID0623","Communication workflow",1.3
"PID0623","Document and comment",1
"PID0623","Analysis and research",0.6
"PID0623","General assistance",1
"PID0623","Specialised workflow",0.4
"PID0624","Write or debug code",2
"PID0624","Meeting workflow",8.8
"PID0624","Email workflow",8.4
"PID0624","Communication workflow",14.7
"PID0624","Document and comment",17.2
"PID0624","Analysis and research",9
"PID0624","General assistance",5.6
"PID0624","Specialised workflow",2.8
"PID0625","Write or debug code",100.5
"PID0625","Meeting workflow",248.4
"PID0625","Email workflow",350.1
"PID0625","Communication workflow",460.2
"PID0625","Document and comment",637.2
"PID0625","Analysis and research",198
"PID0625","General assistance",186.3
"PID0625","Specialised workflow",67.9
"PID0626","Write or debug code",127.1
"PID0626","Meeting workflow",38.7
"PID0626","Email workflow",34.5
"PID0626","Communication workflow",41.1
"PID0626","Document and comment",45.6
"PID0626","Analysis and research",40.1
