"PersonId","MetricDate","Total_Copilot_actions_taken","Input_tokens","Output_tokens","Reasoning_tokens","Copilot_credits_consumed"
"PID0592",2026-04-19,15,24181,10184,11000,40.5
"PID0592",2026-04-26,17,27670,13709,8425,37.6
"PID0592",2026-05-03,5,4419,1581,1516,5.9
"PID0592",2026-05-10,9,7822,3097,3030,11.6
"PID0592",2026-05-17,9,10593,5396,3378,14.9
"PID0592",2026-05-24,0,0,0,0,0
"PID0592",2026-05-31,10,10977,4089,4730,17.3
"PID0592",2026-06-07,6,3336,1416,1319,5.1
"PID0592",2026-06-14,8,10441,4829,4387,16.9
"PID0592",2026-06-21,13,11408,6843,4786,19.7
"PID0592",2026-06-28,11,8876,5725,4029,16.4
"PID0593",2026-01-04,9,12553,9040,421,10.8
"PID0593",2026-01-11,11,11700,3973,331,6.3
"PID0593",2026-01-18,0,0,0,0,0
"PID0593",2026-01-25,5,7306,3841,354,5.4
"PID0593",2026-02-01,8,9401,5710,333,7.3
"PID0593",2026-02-08,11,15208,8564,622,11.4
"PID0593",2026-02-15,7,5890,2866,158,3.9
"PID0593",2026-02-22,10,16028,7717,500,10.6
"PID0593",2026-03-01,7,16938,5880,619,9.6
"PID0593",2026-03-08,8,12400,4502,483,7.3
"PID0593",2026-03-15,7,8803,3109,353,5.1
"PID0593",2026-03-22,15,16784,9040,736,12.4
"PID0593",2026-03-29,12,23271,10889,630,14.9
"PID0593",2026-04-05,0,0,0,0,0
"PID0593",2026-04-12,8,12347,5590,401,7.9
"PID0593",2026-04-19,0,0,0,0,0
"PID0593",2026-04-26,16,23227,12672,631,16.4
"PID0593",2026-05-03,11,10438,3890,467,6.4
"PID0593",2026-05-10,17,35450,12743,985,19.7
"PID0593",2026-05-17,9,16107,7628,545,10.7
"PID0593",2026-05-24,12,20845,9473,883,14
"PID0593",2026-05-31,0,0,0,0,0
"PID0593",2026-06-07,13,17003,11246,500,13.6
"PID0593",2026-06-14,15,27149,12924,780,17.7
"PID0593",2026-06-21,0,0,0,0,0
"PID0593",2026-06-28,10,15119,5507,484,8.6
"PID0594",2026-01-04,0,0,0,0,0
"PID0594",2026-01-11,0,0,0,0,0
"PID0594",2026-01-18,0,0,0,0,0
"PID0594",2026-01-25,0,0,0,0,0
"PID0594",2026-02-01,0,0,0,0,0
"PID0594",2026-02-08,0,0,0,0,0
"PID0594",2026-02-15,0,0,0,0,0
"PID0594",2026-02-22,0,0,0,0,0
"PID0594",2026-03-01,0,0,0,0,0
"PID0594",2026-03-08,0,0,0,0,0
"PID0594",2026-03-15,0,0,0,0,0
"PID0594",2026-03-22,0,0,0,0,0
"PID0594",2026-03-29,0,0,0,0,0
"PID0594",2026-04-05,0,0,0,0,0
"PID0594",2026-04-12,0,0,0,0,0
"PID0594",2026-04-19,0,0,0,0,0
"PID0594",2026-04-26,0,0,0,0,0
"PID0594",2026-05-03,0,0,0,0,0
"PID0594",2026-05-10,0,0,0,0,0
"PID0594",2026-05-17,8,9892,4189,265,6
"PID0594",2026-05-24,0,0,0,0,0
"PID0594",2026-05-31,0,0,0,0,0
"PID0594",2026-06-07,0,0,0,0,0
"PID0594",2026-06-14,0,0,0,0,0
"PID0594",2026-06-21,0,0,0,0,0
"PID0594",2026-06-28,0,0,0,0,0
"PID0595",2026-01-04,15,30452,18423,6088,36
"PID0595",2026-01-11,19,61945,29021,12384,66.6
"PID0595",2026-01-18,18,66319,20897,11850,59.6
"PID0595",2026-01-25,11,23460,11057,4161,23.9
"PID0595",2026-02-01,17,63028,35620,15322,79.4
"PID0595",2026-02-08,20,64979,29337,7006,54
"PID0595",2026-02-15,27,116103,56468,18261,114
"PID0595",2026-02-22,19,64565,31116,8714,59.6
"PID0595",2026-03-01,12,35679,23005,3570,34.5
"PID0595",2026-03-08,24,95067,31677,9008,66.9
"PID0595",2026-03-15,18,37040,18749,5056,35
"PID0595",2026-03-22,22,50672,23499,4275,39.6
"PID0595",2026-03-29,19,50457,25837,9593,54.7
"PID0595",2026-04-05,23,68739,26565,11625,64.1
"PID0595",2026-04-12,23,49943,29965,4035,44
"PID0595",2026-04-19,30,71984,33812,8339,62.3
"PID0595",2026-04-26,23,65072,19828,5958,43.8
"PID0595",2026-05-03,0,0,0,0,0
"PID0595",2026-05-10,21,67755,21031,9244,53.5
"PID0595",2026-05-17,30,92724,58212,14048,100.2
"PID0595",2026-05-24,26,96792,59427,33129,149.7
"PID0595",2026-05-31,24,65733,22637,14519,67.6
"PID0595",2026-06-07,38,146491,69161,23490,143.4
"PID0595",2026-06-14,30,106824,66187,10232,99.9
"PID0595",2026-06-21,24,58387,31068,11420,65.1
"PID0595",2026-06-28,32,60552,26105,10319,58.8
"PID0596",2026-01-04,7,9741,3736,5427,18.5
"PID0596",2026-01-11,0,0,0,0,0
"PID0596",2026-01-18,8,8926,4359,5591,19.2
"PID0596",2026-01-25,0,0,0,0,0
"PID0596",2026-02-01,5,10424,3815,4367,16.1
"PID0596",2026-02-08,0,0,0,0,0
"PID0596",2026-02-15,4,5059,1986,2330,8.4
"PID0596",2026-02-22,9,11957,4869,5639,20.4
"PID0596",2026-03-01,5,9285,3555,3294,12.9
"PID0596",2026-03-08,8,12172,4950,4749,18.3
"PID0596",2026-03-15,0,0,0,0,0
"PID0596",2026-03-22,3,10030,3375,3716,14
"PID0596",2026-03-29,5,3917,1650,1170,5
"PID0596",2026-04-05,5,5066,1603,1915,7.1
"PID0596",2026-04-12,8,6985,3534,3781,13.7
"PID0596",2026-04-19,0,0,0,0,0
"PID0596",2026-04-26,5,4516,2868,1883,7.9
"PID0596",2026-05-03,6,5177,2740,1511,7
"PID0596",2026-05-10,9,11665,3112,5803,19.3
"PID0596",2026-05-17,12,16097,6369,7377,26.8
"PID0596",2026-05-24,8,7102,4709,4056,15.3
"PID0596",2026-05-31,14,26509,14889,10015,42.3
"PID0596",2026-06-07,15,20421,7514,8895,32.3
"PID0596",2026-06-14,7,9114,2996,3008,11.7
"PID0596",2026-06-21,10,12727,7224,5094,21.1
"PID0596",2026-06-28,7,9297,4485,3574,14.4
"PID0597",2026-01-04,8,17330,9812,5652,25.4
"PID0597",2026-01-11,6,12598,7301,5521,22.2
"PID0597",2026-01-18,12,34908,14947,9369,42.4
"PID0597",2026-01-25,0,0,0,0,0
"PID0597",2026-02-01,0,0,0,0,0
"PID0597",2026-02-08,6,21058,10749,7121,30.6
"PID0597",2026-02-15,8,17261,9581,3359,19.5
"PID0597",2026-02-22,14,48971,24470,11425,57.9
"PID0597",2026-03-01,8,28025,13414,5735,30.7
"PID0597",2026-03-08,10,36109,16337,7387,38.8
"PID0597",2026-03-15,10,29439,17714,12425,51.1
"PID0597",2026-03-22,12,21269,12992,6565,31.1
"PID0597",2026-03-29,10,12425,7306,4518,19.6
"PID0597",2026-04-05,14,23441,11605,10103,39.2
"PID0597",2026-04-12,19,55590,29110,17807,78.9
"PID0597",2026-04-19,13,32883,19244,10622,48.5
"PID0597",2026-04-26,9,22072,14779,9380,39.7
"PID0597",2026-05-03,16,18505,8717,4213,21.2
"PID0597",2026-05-10,13,25993,16130,11377,46.5
"PID0597",2026-05-17,9,19048,9529,5838,26
"PID0597",2026-05-24,0,0,0,0,0
"PID0597",2026-05-31,0,0,0,0,0
"PID0597",2026-06-07,23,51400,17948,12295,55.4
"PID0597",2026-06-14,16,37071,21709,10870,52
"PID0597",2026-06-21,9,17846,9213,5314,24.2
"PID0597",2026-06-28,24,58144,37562,25687,105.9
"PID0598",2026-01-04,2,2198,828,245,1.7
"PID0598",2026-01-11,0,0,0,0,0
"PID0598",2026-01-18,0,0,0,0,0
"PID0598",2026-01-25,2,3045,828,209,1.8
"PID0598",2026-02-01,6,5094,3076,622,5
"PID0598",2026-02-08,0,0,0,0,0
"PID0598",2026-02-15,3,5121,2595,577,4.5
"PID0598",2026-02-22,0,0,0,0,0
"PID0598",2026-03-01,3,2216,847,172,1.6
"PID0598",2026-03-08,0,0,0,0,0
"PID0598",2026-03-15,4,5028,2580,382,4
"PID0598",2026-03-22,9,12794,5285,1421,10.3
"PID0598",2026-03-29,0,0,0,0,0
"PID0598",2026-04-05,6,8427,2835,820,6
"PID0598",2026-04-12,7,5296,2795,623,4.9
"PID0598",2026-04-19,0,0,0,0,0
"PID0598",2026-04-26,9,10198,3471,794,6.8
"PID0598",2026-05-03,8,9411,4709,871,7.8
"PID0598",2026-05-10,6,5113,1634,458,3.5
"PID0598",2026-05-17,0,0,0,0,0
"PID0598",2026-05-24,9,12796,6875,1327,11.4
"PID0598",2026-05-31,6,6464,2294,631,4.7
"PID0598",2026-06-07,0,0,0,0,0
"PID0598",2026-06-14,0,0,0,0,0
"PID0598",2026-06-21,0,0,0,0,0
"PID0598",2026-06-28,7,9521,3864,1083,7.7
"PID0599",2026-01-04,0,0,0,0,0
"PID0599",2026-01-11,0,0,0,0,0
"PID0599",2026-01-18,2,2260,939,489,2.4
"PID0599",2026-01-25,8,8921,2854,2071,9.2
"PID0599",2026-02-01,0,0,0,0,0
"PID0599",2026-02-08,0,0,0,0,0
"PID0599",2026-02-15,4,4027,2259,1196,5.6
"PID0599",2026-02-22,5,7403,2267,1209,6.3
"PID0599",2026-03-01,4,4480,2284,1205,5.7
"PID0599",2026-03-08,7,9452,5268,1957,11
"PID0599",2026-03-15,9,6906,3604,1570,8.2
"PID0599",2026-03-22,0,0,0,0,0
"PID0599",2026-03-29,8,7405,3017,2644,10.5
"PID0599",2026-04-05,7,10359,3695,2093,10.3
"PID0599",2026-04-12,4,3811,2060,1231,5.5
"PID0599",2026-04-19,10,5713,3543,1493,7.7
"PID0599",2026-04-26,4,3921,1495,1604,6
"PID0599",2026-05-03,13,8133,3019,1876,8.7
"PID0599",2026-05-10,3,4516,1736,1152,5.2
"PID0599",2026-05-17,4,3241,1883,987,4.6
"PID0599",2026-05-24,4,4066,1948,851,4.5
"PID0599",2026-05-31,10,8738,3375,1445,8.1
"PID0599",2026-06-07,0,0,0,0,0
"PID0599",2026-06-14,0,0,0,0,0
"PID0599",2026-06-21,4,8006,5018,1904,10.4
"PID0599",2026-06-28,0,0,0,0,0
"PID0600",2026-01-04,6,7004,4323,310,5.6
"PID0600",2026-01-11,2,2426,787,84,1.3
"PID0600",2026-01-18,4,1683,622,97,1.1
"PID0600",2026-01-25,0,0,0,0,0
"PID0600",2026-02-01,4,6820,2100,209,3.6
"PID0600",2026-02-08,7,4434,1718,129,2.6
"PID0600",2026-02-15,0,0,0,0,0
"PID0600",2026-02-22,5,5767,3257,227,4.3
"PID0600",2026-03-01,5,5080,3176,265,4.2
"PID0600",2026-03-08,5,5327,2830,225,3.9
"PID0600",2026-03-15,0,0,0,0,0
"PID0600",2026-03-22,10,8484,5191,333,6.7
"PID0600",2026-03-29,0,0,0,0,0
"PID0600",2026-04-05,0,0,0,0,0
"PID0600",2026-04-12,8,10291,5720,368,7.6
"PID0600",2026-04-19,7,11918,5677,474,8.1
"PID0600",2026-04-26,0,0,0,0,0
"PID0600",2026-05-03,0,0,0,0,0
"PID0600",2026-05-10,0,0,0,0,0
"PID0600",2026-05-17,11,11812,5657,504,8.1
"PID0600",2026-05-24,12,16566,6150,619,9.8
"PID0600",2026-05-31,0,0,0,0,0
"PID0600",2026-06-07,8,8258,4461,277,5.9
"PID0600",2026-06-14,0,0,0,0,0
"PID0600",2026-06-21,14,15628,4627,502,8.1
"PID0600",2026-06-28,7,4620,1875,104,2.7
"PID0601",2026-01-04,14,7685,4547,293,5.9
"PID0601",2026-01-11,12,15890,6475,527,9.7
"PID0601",2026-01-18,10,4768,1859,148,2.8
"PID0601",2026-01-25,11,6830,3215,129,4.3
"PID0601",2026-02-01,8,8552,2359,362,4.5
"PID0601",2026-02-08,11,9780,2937,248,4.9
"PID0601",2026-02-15,0,0,0,0,0
"PID0601",2026-02-22,0,0,0,0,0
"PID0601",2026-03-01,12,5598,2395,164,3.4
"PID0601",2026-03-08,10,10821,5639,298,7.4
"PID0601",2026-03-15,8,9049,5973,517,7.9
"PID0601",2026-03-22,0,0,0,0,0
"PID0601",2026-03-29,12,9102,3986,310,5.8
"PID0601",2026-04-05,12,8017,3296,296,5
"PID0601",2026-04-12,0,0,0,0,0
"PID0601",2026-04-19,16,13330,4727,421,7.5
"PID0601",2026-04-26,16,27026,13142,793,17.9
"PID0601",2026-05-03,6,4322,2514,85,3.1
"PID0601",2026-05-10,19,22569,11128,944,15.8
"PID0601",2026-05-17,18,14650,5554,731,9.2
"PID0601",2026-05-24,14,7253,3587,251,4.9
"PID0601",2026-05-31,23,34297,17838,1009,23.7
"PID0601",2026-06-07,20,9975,4668,398,6.7
"PID0601",2026-06-14,21,11322,5680,315,7.6
"PID0601",2026-06-21,23,7207,2346,286,4
"PID0601",2026-06-28,11,6899,2240,202,3.7
"PID0602",2026-01-04,21,61174,37429,4745,54
"PID0602",2026-01-11,49,53623,14289,5371,35.6
"PID0602",2026-01-18,32,77669,28972,8298,59.5
"PID0602",2026-01-25,39,96787,49631,5837,73.7
"PID0602",2026-02-01,36,61354,29120,5277,48.8
"PID0602",2026-02-08,36,45398,19283,2536,30.8
"PID0602",2026-02-15,40,74165,25335,4717,46.9
"PID0602",2026-02-22,42,74668,42366,9843,73.4
"PID0602",2026-03-01,55,76633,42520,6128,64.7
"PID0602",2026-03-08,39,48692,33142,5848,50.9
"PID0602",2026-03-15,49,105468,39793,9308,76.2
"PID0602",2026-03-22,62,63322,31431,6576,54.2
"PID0602",2026-03-29,47,95974,29303,10875,69.8
"PID0602",2026-04-05,50,50397,15488,5922,37.3
"PID0602",2026-04-12,40,50536,18311,6690,41.5
"PID0602",2026-04-19,59,158550,83486,13910,133.3
"PID0602",2026-04-26,49,41566,16130,5437,34.8
"PID0602",2026-05-03,59,95280,25919,7829,59.4
"PID0602",2026-05-10,57,64193,37334,8305,63.5
"PID0602",2026-05-17,60,58606,25528,7508,50.9
"PID0602",2026-05-24,52,160438,54937,12548,107.4
"PID0602",2026-05-31,74,83919,37768,6650,63.6
"PID0602",2026-06-07,67,114941,75586,15664,122.6
"PID0602",2026-06-14,77,113442,36127,15739,90.9
"PID0602",2026-06-21,67,76060,38715,11083,73.9
"PID0602",2026-06-28,68,84286,34712,9971,69.6
"PID0603",2026-01-04,0,0,0,0,0
"PID0603",2026-01-11,0,0,0,0,0
"PID0603",2026-01-18,0,0,0,0,0
"PID0603",2026-01-25,0,0,0,0,0
"PID0603",2026-02-01,0,0,0,0,0
"PID0603",2026-02-08,0,0,0,0,0
"PID0603",2026-02-15,0,0,0,0,0
"PID0603",2026-02-22,0,0,0,0,0
"PID0603",2026-03-01,0,0,0,0,0
"PID0603",2026-03-08,0,0,0,0,0
"PID0603",2026-03-15,0,0,0,0,0
"PID0603",2026-03-22,0,0,0,0,0
"PID0603",2026-03-29,0,0,0,0,0
"PID0603",2026-04-05,0,0,0,0,0
"PID0603",2026-04-12,0,0,0,0,0
"PID0603",2026-04-19,0,0,0,0,0
"PID0603",2026-04-26,0,0,0,0,0
"PID0603",2026-05-03,0,0,0,0,0
"PID0603",2026-05-10,0,0,0,0,0
"PID0603",2026-05-17,0,0,0,0,0
"PID0603",2026-05-24,0,0,0,0,0
"PID0603",2026-05-31,0,0,0,0,0
"PID0603",2026-06-07,0,0,0,0,0
"PID0603",2026-06-14,0,0,0,0,0
"PID0603",2026-06-21,0,0,0,0,0
"PID0603",2026-06-28,0,0,0,0,0
"PID0604",2026-01-04,10,9329,3111,3009,11.9
"PID0604",2026-01-11,17,31938,17745,7509,39.4
"PID0604",2026-01-18,0,0,0,0,0
"PID0604",2026-01-25,14,17025,10041,3749,20.8
"PID0604",2026-02-01,17,30753,18911,5821,35.8
"PID0604",2026-02-08,18,50581,29066,10576,59.8
"PID0604",2026-02-15,0,0,0,0,0
"PID0604",2026-02-22,7,6689,2387,2493,9.5
"PID0604",2026-03-01,7,14799,5477,2738,14.2
"PID0604",2026-03-08,24,48852,21518,7287,45.2
"PID0604",2026-03-15,15,20554,9174,4445,22.6
"PID0604",2026-03-22,17,31800,12641,7303,34.7
"PID0604",2026-03-29,21,31396,17596,4363,31.3
"PID0604",2026-04-05,18,14610,5215,3600,16.1
"PID0604",2026-04-12,15,27144,14923,4382,28.3
"PID0604",2026-04-19,17,20962,10254,4206,22.9
"PID0604",2026-04-26,24,46090,20470,8250,46.2
"PID0604",2026-05-03,32,74475,29731,19486,87.4
"PID0604",2026-05-10,26,43819,27070,8498,51.7
"PID0604",2026-05-17,28,27915,17280,7137,37.2
"PID0604",2026-05-24,15,29779,17228,7324,38
"PID0604",2026-05-31,14,26802,13987,5654,30.7
"PID0604",2026-06-07,21,35697,17110,5063,33.5
"PID0604",2026-06-14,0,0,0,0,0
"PID0604",2026-06-21,30,27652,11113,6939,31.8
"PID0604",2026-06-28,16,19637,9504,4289,22.3
"PID0605",2026-01-04,14,19231,12413,10455,39.9
"PID0605",2026-01-11,9,16265,9567,8763,32.8
"PID0605",2026-01-18,14,22137,10688,11081,40.7
"PID0605",2026-01-25,18,29467,9110,13533,47
"PID0605",2026-02-01,17,34558,10545,15997,55.3
"PID0605",2026-02-08,15,32585,16240,9740,43.9
"PID0605",2026-02-15,16,10309,4962,5448,19.7
"PID0605",2026-02-22,12,17879,8297,12004,40.2
"PID0605",2026-03-01,14,15892,5656,6336,23.5
"PID0605",2026-03-08,14,20442,7516,6618,26.6
"PID0605",2026-03-15,19,30809,9460,15172,51.7
"PID0605",2026-03-22,12,10476,6949,2437,13.7
"PID0605",2026-03-29,17,25626,10011,7972,33.1
"PID0605",2026-04-05,14,14308,8565,4873,21.9
"PID0605",2026-04-12,20,21341,10479,6776,29.6
"PID0605",2026-04-19,21,25520,12745,11113,43.1
"PID0605",2026-04-26,23,24478,13074,10478,41.5
"PID0605",2026-05-03,21,46315,25259,31417,108
"PID0605",2026-05-10,23,20437,11868,6703,30.3
"PID0605",2026-05-17,22,25964,13879,9655,40.4
"PID0605",2026-05-24,24,35182,14155,19005,65.9
"PID0605",2026-05-31,32,60964,38169,30597,119.2
"PID0605",2026-06-07,29,43534,19656,10529,50.8
"PID0605",2026-06-14,30,35551,17185,18658,67.5
"PID0605",2026-06-21,25,23893,9143,8175,32.5
"PID0605",2026-06-28,28,40886,22475,23020,83.7
"PID0606",2026-01-04,13,24202,13843,4769,27.8
"PID0606",2026-01-11,9,19471,10241,2768,19
"PID0606",2026-01-18,10,21118,12216,2405,20
"PID0606",2026-01-25,19,34914,18632,4266,32.6
"PID0606",2026-02-01,16,23339,11492,3751,23.2
"PID0606",2026-02-08,15,20862,6648,3070,17.2
"PID0606",2026-02-15,8,9908,5323,1523,10
"PID0606",2026-02-22,19,51798,24668,9212,53.1
"PID0606",2026-03-01,26,46440,21752,5592,40.7
"PID0606",2026-03-08,12,32719,12877,5695,31.1
"PID0606",2026-03-15,22,20944,7614,3926,20.1
"PID0606",2026-03-22,23,25615,6869,3203,18.6
"PID0606",2026-03-29,11,9905,4633,1358,9.1
"PID0606",2026-04-05,19,42351,20326,9151,47.6
"PID0606",2026-04-12,18,26179,9739,2841,20.1
"PID0606",2026-04-19,31,32219,14441,6003,33
"PID0606",2026-04-26,21,33371,20338,2980,30.4
"PID0606",2026-05-03,24,33284,16213,4241,30.2
"PID0606",2026-05-10,23,25285,12209,2998,22.3
"PID0606",2026-05-17,0,0,0,0,0
"PID0606",2026-05-24,30,60307,27950,10914,61.7
"PID0606",2026-05-31,18,33065,10605,3320,23.4
"PID0606",2026-06-07,17,27559,10652,3841,23.6
"PID0606",2026-06-14,16,18794,7186,2364,15.4
"PID0606",2026-06-21,0,0,0,0,0
"PID0606",2026-06-28,25,41466,17274,5436,35.7
"PID0607",2026-01-04,16,47096,20094,2636,32.1
"PID0607",2026-01-11,12,23012,12489,985,17.1
"PID0607",2026-01-18,19,31440,10881,1313,18.3
"PID0607",2026-01-25,18,46383,23434,3656,37.2
"PID0607",2026-02-01,0,0,0,0,0
"PID0607",2026-02-08,22,47665,25694,3156,38
"PID0607",2026-02-15,25,50110,15218,2065,27.4
"PID0607",2026-02-22,17,45993,18890,2622,30.9
"PID0607",2026-03-01,28,37254,19320,1493,26.6
"PID0607",2026-03-08,14,19045,11737,828,15.3
"PID0607",2026-03-15,26,49190,18651,2641,31.4
"PID0607",2026-03-22,26,59741,24463,2133,36.9
"PID0607",2026-03-29,21,43565,17870,1598,27
"PID0607",2026-04-05,17,36770,12757,1876,22.2
"PID0607",2026-04-12,30,45040,21133,1777,30.4
"PID0607",2026-04-19,27,63392,24647,3825,42
"PID0607",2026-04-26,25,76593,32582,2903,48.6
"PID0607",2026-05-03,35,80718,26483,4339,48.2
"PID0607",2026-05-10,34,98593,44334,3904,64.9
"PID0607",2026-05-17,32,47318,19111,1606,28.8
"PID0607",2026-05-24,32,54879,20537,2228,33
"PID0607",2026-05-31,0,0,0,0,0
"PID0607",2026-06-07,25,65934,21665,3236,38.6
"PID0607",2026-06-14,37,77139,46011,3576,61.2
"PID0607",2026-06-21,28,58373,23653,3052,38.2
"PID0607",2026-06-28,43,75379,46799,4501,63.8
"PID0608",2026-01-04,4,3950,2343,764,4.6
"PID0608",2026-01-11,0,0,0,0,0
"PID0608",2026-01-18,5,7392,2664,1451,7.2
"PID0608",2026-01-25,10,7814,3314,2264,9.9
"PID0608",2026-02-01,5,3582,1918,817,4.3
"PID0608",2026-02-08,13,20436,10783,3856,22.4
"PID0608",2026-02-15,8,11441,5818,3050,14.6
"PID0608",2026-02-22,10,12379,7612,2975,16
"PID0608",2026-03-01,10,12732,8142,2787,16
"PID0608",2026-03-08,17,20472,6146,2522,15.3
"PID0608",2026-03-15,10,11987,4090,3284,13.9
"PID0608",2026-03-22,0,0,0,0,0
"PID0608",2026-03-29,0,0,0,0,0
"PID0608",2026-04-05,0,0,0,0,0
"PID0608",2026-04-12,7,5499,2521,944,5.5
"PID0608",2026-04-19,9,14281,3758,2992,13.3
"PID0608",2026-04-26,15,18351,8622,3095,18.3
"PID0608",2026-05-03,18,13028,6032,2810,14.5
"PID0608",2026-05-10,17,13225,4457,3243,14.3
"PID0608",2026-05-17,20,19344,10578,4354,23.2
"PID0608",2026-05-24,0,0,0,0,0
"PID0608",2026-05-31,16,19146,5489,3481,16.9
"PID0608",2026-06-07,22,17209,6793,3233,17
"PID0608",2026-06-14,21,25229,9145,6142,27.7
"PID0608",2026-06-21,22,22970,11720,4544,25.3
"PID0608",2026-06-28,21,21752,13176,4119,25.2
"PID0609",2026-01-04,0,0,0,0,0
"PID0609",2026-01-11,2,2258,1191,99,1.7
"PID0609",2026-01-18,0,0,0,0,0
"PID0609",2026-01-25,1,1672,1029,140,1.5
"PID0609",2026-02-01,4,5211,1729,383,3.4
"PID0609",2026-02-08,0,0,0,0,0
"PID0609",2026-02-15,0,0,0,0,0
"PID0609",2026-02-22,0,0,0,0,0
"PID0609",2026-03-01,0,0,0,0,0
"PID0609",2026-03-08,0,0,0,0,0
"PID0609",2026-03-15,0,0,0,0,0
"PID0609",2026-03-22,1,1787,937,101,1.4
"PID0609",2026-03-29,0,0,0,0,0
"PID0609",2026-04-05,0,0,0,0,0
"PID0609",2026-04-12,1,1034,482,39,0.7
"PID0609",2026-04-19,3,2854,1769,102,2.2
"PID0609",2026-04-26,0,0,0,0,0
"PID0609",2026-05-03,5,7137,2206,394,4.2
"PID0609",2026-05-10,3,6323,3469,259,4.7
"PID0609",2026-05-17,2,2379,876,183,1.6
"PID0609",2026-05-24,4,5042,1609,267,3
"PID0609",2026-05-31,0,0,0,0,0
"PID0609",2026-06-07,4,3554,1587,113,2.3
"PID0609",2026-06-14,3,5295,2557,248,3.7
"PID0609",2026-06-21,0,0,0,0,0
"PID0609",2026-06-28,0,0,0,0,0
"PID0610",2026-01-04,0,0,0,0,0
"PID0610",2026-01-11,0,0,0,0,0
"PID0610",2026-01-18,0,0,0,0,0
"PID0610",2026-01-25,0,0,0,0,0
"PID0610",2026-02-01,0,0,0,0,0
"PID0610",2026-02-08,0,0,0,0,0
"PID0610",2026-02-15,0,0,0,0,0
"PID0610",2026-02-22,0,0,0,0,0
"PID0610",2026-03-01,0,0,0,0,0
"PID0610",2026-03-08,0,0,0,0,0
"PID0610",2026-03-15,0,0,0,0,0
"PID0610",2026-03-22,0,0,0,0,0
"PID0610",2026-03-29,0,0,0,0,0
"PID0610",2026-04-05,0,0,0,0,0
"PID0610",2026-04-12,0,0,0,0,0
"PID0610",2026-04-19,0,0,0,0,0
"PID0610",2026-04-26,0,0,0,0,0
"PID0610",2026-05-03,0,0,0,0,0
"PID0610",2026-05-10,0,0,0,0,0
"PID0610",2026-05-17,0,0,0,0,0
"PID0610",2026-05-24,0,0,0,0,0
"PID0610",2026-05-31,0,0,0,0,0
"PID0610",2026-06-07,0,0,0,0,0
"PID0610",2026-06-14,0,0,0,0,0
"PID0610",2026-06-21,0,0,0,0,0
"PID0610",2026-06-28,0,0,0,0,0
"PID0611",2026-01-04,0,0,0,0,0
"PID0611",2026-01-11,4,5116,1498,627,3.8
"PID0611",2026-01-18,4,9593,5383,1302,9.5
"PID0611",2026-01-25,0,0,0,0,0
"PID0611",2026-02-01,0,0,0,0,0
"PID0611",2026-02-08,0,0,0,0,0
"PID0611",2026-02-15,8,17324,6342,2776,15.5
"PID0611",2026-02-22,6,3974,2112,550,3.9
"PID0611",2026-03-01,9,12529,7755,1229,11.8
"PID0611",2026-03-08,0,0,0,0,0
"PID0611",2026-03-15,5,5020,1791,875,4.6
"PID0611",2026-03-22,0,0,0,0,0
"PID0611",2026-03-29,5,9042,4168,1201,8.1
"PID0611",2026-04-05,11,12201,4494,2648,12.7
"PID0611",2026-04-12,5,5824,2237,937,5.3
"PID0611",2026-04-19,12,23650,10827,3701,22.6
"PID0611",2026-04-26,0,0,0,0,0
"PID0611",2026-05-03,8,5671,3444,1099,6.6
"PID0611",2026-05-10,9,10192,5579,1742,10.9
"PID0611",2026-05-17,0,0,0,0,0
"PID0611",2026-05-24,0,0,0,0,0
"PID0611",2026-05-31,15,7958,5306,1987,10.8
"PID0611",2026-06-07,11,13334,7429,2053,13.7
"PID0611",2026-06-14,14,18524,6181,3021,16.2
"PID0611",2026-06-21,10,11213,6333,1627,11.4
"PID0611",2026-06-28,0,0,0,0,0
"PID0612",2026-01-04,3,13261,4056,1219,8.9
"PID0612",2026-01-11,0,0,0,0,0
"PID0612",2026-01-18,0,0,0,0,0
"PID0612",2026-01-25,5,20477,9584,1207,14.8
"PID0612",2026-02-01,2,7419,2770,511,5
"PID0612",2026-02-08,0,0,0,0,0
"PID0612",2026-02-15,5,19109,13157,1548,18.2
"PID0612",2026-02-22,1,2919,1151,209,2
"PID0612",2026-03-01,0,0,0,0,0
"PID0612",2026-03-08,0,0,0,0,0
"PID0612",2026-03-15,3,13853,6729,975,10.6
"PID0612",2026-03-22,0,0,0,0,0
"PID0612",2026-03-29,0,0,0,0,0
"PID0612",2026-04-05,4,15011,6930,1145,11.4
"PID0612",2026-04-12,3,15006,6848,969,10.9
"PID0612",2026-04-19,1,4194,1464,482,3.2
"PID0612",2026-04-26,0,0,0,0,0
"PID0612",2026-05-03,6,30036,11092,1763,19.3
"PID0612",2026-05-10,0,0,0,0,0
"PID0612",2026-05-17,0,0,0,0,0
"PID0612",2026-05-24,5,24282,8447,1434,15.2
"PID0612",2026-05-31,0,0,0,0,0
"PID0612",2026-06-07,2,9070,3898,535,6.3
"PID0612",2026-06-14,7,26870,9065,1837,17.2
"PID0612",2026-06-21,0,0,0,0,0
"PID0612",2026-06-28,8,27457,9380,1724,17.3
"PID0613",2026-01-04,0,0,0,0,0
"PID0613",2026-01-11,3,5266,2395,380,3.9
"PID0613",2026-01-18,0,0,0,0,0
"PID0613",2026-01-25,0,0,0,0,0
"PID0613",2026-02-01,3,8144,3457,471,5.6
