AgentId,AgentName,CreatorType,PublishingSource
S_334e29d37849a356d7ac58c15fcf44af,Customer Assistant South 1455,User,Other
S_e94f6fa5e7b937fdcc6f387e36d13aed,Finance Assistant South 1456,User,Other
S_bbdfab03b8bf00e44e440c5b9145753c,People Assistant South 1457,User,Other
S_96bcb971a3debed6f316dc0d54b32672,Data Assistant South 1458,User,Other
S_42d8b9a63b394ed34a542ee64255e5dd,Process Assistant South 1459,User,Other
S_e8234fa4d72488c9c8444d3c5cf4d4d7,Quality Assistant South 1460,User,Other
S_d03e8ef51cd7ce220acf2e91275ad1a2,Comms Assistant South 1461,User,Other
S_ce871e86dcc5b91b54863be55311b1f8,Review Assistant South 1462,User,SharePoint
S_2bf8032e047dc3517fc4af9b0472030c,Onboarding Assistant South 1463,User,Agent Builder
S_41cf5759be76fdd50916b9c087e34bc6,Reporting Assistant South 1464,User,Agent Builder
S_9620da42902287f598b6ed9ee8bb289f,Workspace Guide South 1465,User,Other
S_4cd9bbf794d460a9d964264007b0c085,Knowledge Guide South 1466,User,Agent Builder
S_ccbe56549d09bd6a591916d87ebfcd7f,Support Guide South 1467,User,Microsoft other
S_825bd3f2930ae45b2e1c8b92de957717,Planning Guide South 1468,User,Microsoft other
S_5d05e559493b3d045be6359d28a0b2f4,Insight Guide South 1469,User,Other
S_3f3cea769231e1156c3096c48f5a0d41,Briefing Guide South 1470,User,Agent Builder
S_fbf99de7b852da49378116a2211dd081,Research Guide South 1471,User,Other
S_fe39e43b4767bcd66548b40e3de152d3,Drafting Guide South 1472,User,Other
S_f90e49249fe3ca54a94d20b275fd066f,Operations Guide South 1473,User,Agent Builder
S_ebfc6b158983e6c72d306de234ec2a8f,Service Guide South 1474,User,Other
S_fd3b46e70d47ec86a6c8beede2f7cca4,Learning Guide South 1475,User,Other
S_92d72ffac3da1bb5cc850ed736c01447,Feedback Guide South 1476,User,Other
S_9d9f46cdf9c7f2130de98e3a6ebce601,Project Guide South 1477,Your org,Agent Builder
S_f57cc0d55c29f09edbf2f533f7d7b77c,Policy Guide South 1478,User,Other
S_faf889b5e94d6e1319f7eed7554eed06,Customer Guide South 1479,User,Other
S_bce39b91fbd359096d73d1bc599b7a06,Finance Guide South 1480,User,Agent Builder
S_e15d1fbc7999e4471e4cac3230905101,People Guide South 1481,User,Other
S_469543dfcdb18a43129c1079d6955b41,Data Guide South 1482,Your org,Other
S_59dbe7c0032a4af453eab469024f59e5,Process Guide South 1483,User,Other
S_ae79855280b6b5e899dcc5b602117813,Quality Guide South 1484,User,Other
S_e5c0e32df47fffe92e2a664f20cb4ddd,Comms Guide South 1485,User,Other
S_3f5acb5e59205f0c06b506f2f7415426,Review Guide South 1486,User,Other
S_410844a875a669f302a7559345fa328d,Onboarding Guide South 1487,User,Other
S_f48b87f9f608314a95c2eefabec16a5e,Reporting Guide South 1488,User,Agent Builder
S_ffc431c7d0d7e2bcad6fc31a09131859,Workspace Coach South 1489,User,Other
S_e458cefcd9cbbf3852fb50979ee5f84f,Knowledge Coach South 1490,User,Agent Builder
S_81d9367b84eb82e8ea00c18fcc291d22,Support Coach South 1491,User,Other
S_ff2cb0bf3d68d0c2cfb4785077a6f765,Planning Coach South 1492,User,Agent Builder
S_ba45e8e24f0a10401d3f37f936b6e02c,Insight Coach South 1493,User,Agent Builder
S_4e49121914932cdd40c6c0a71ca18eed,Briefing Coach South 1494,Microsoft,Agent Builder
S_4209b4cadb3ae3eb45ab7d69fab979f8,Research Coach South 1495,User,Other
S_37bb522df99c1e8f3107bd4a83e50165,Drafting Coach South 1496,User,Agent Builder
S_1accd1725418d3cc9d1a9c0b2279321e,Operations Coach South 1497,User,Other
S_24ac5f893826e15d0ac11bfb48747494,Service Coach South 1498,User,Other
S_baa8f72dfe4362fe73967808ee7abd84,Learning Coach South 1499,User,Other
S_7bc569a74a0b73c55d0a8a2d11bbd528,Feedback Coach South 1500,User,Other
S_1c1a6b0f3e9dbffe90f47f6cd0b5c897,Project Coach South 1501,User,Other
S_c43fd5d4e7468c470330e2d07524c91d,Policy Coach South 1502,Your org,Other
S_7e54b6e480a6577436c29a8db9fd15dd,Customer Coach South 1503,User,Other
S_313dd37b92c29ac3967a1eea6431df1d,Finance Coach South 1504,User,Agent Builder
S_19d8534b28c53aaa6ef117147c46b4fd,People Coach South 1505,User,Other
S_97c9251fda1e64492836bcb496c175bb,Data Coach South 1506,User,Other
S_3eacb8b381ca24664bd427add77bd2b5,Process Coach South 1507,User,Agent Builder
S_7100c951a59ca78f4148867a571b78ee,Quality Coach South 1508,User,Other
S_7ed470f86bc0297037e17d5bd2e63515,Comms Coach South 1509,User,Agent Builder
S_ba00c2070bf73693c328b0fc10a2be03,Review Coach South 1510,User,Other
S_d8d5cddc1fc364e042fb1ab09cbf138d,Onboarding Coach South 1511,Microsoft,Microsoft other
S_f442c2c8c4ce98bd8ed9fa84d8ab54db,Reporting Coach South 1512,User,Other
S_2b3fc54198be97017e78f9f3da024f8b,Workspace Helper South 1513,User,Other
S_2c8e4573de77e92de8c0786912550825,Knowledge Helper South 1514,User,Agent Builder
S_b9c91ed08e55adb55552050b83af8000,Support Helper South 1515,User,Other
S_c3a245bbaa6000bcecc84b204fae685d,Planning Helper South 1516,User,Other
S_eb528d30076a74503afb50e0b58df958,Insight Helper South 1517,User,Other
S_238afaa390a4cac379006c4676198053,Briefing Helper South 1518,User,Agent Builder
S_03b1b59ce54cacfbf7bb219d76315cec,Research Helper South 1519,User,Other
S_a5477f83e09eaea569990007a4eeb670,Drafting Helper South 1520,User,Agent Builder
S_687985ccd7d972eb4f7da12ce5bdd04d,Operations Helper South 1521,User,Other
S_f1c02861e24c65b3a15f1f9b21241f39,Service Helper South 1522,User,Other
S_2e5372564e2a6845f6c0257ff7052459,Learning Helper South 1523,Your org,Other
S_d947c32267ea3e6148d73c5369463052,Feedback Helper South 1524,User,Agent Builder
S_b9c973389f0d614306bd939e35c75c21,Project Helper South 1525,User,Other
S_acef45c4443e630c87c30f8756358a48,Policy Helper South 1526,User,Other
S_7d92f1f955838a685f34fc5d356cd828,Customer Helper South 1527,User,Other
S_bb63c92b5a3da32e5bdc36e6d328514f,Finance Helper South 1528,User,Other
S_d2362f48e32b69f92d6132c3510091be,People Helper South 1529,User,Other
S_941882a322a09593c1721a31dfb4abef,Data Helper South 1530,User,Other
S_8f6e4222a3a6fd39c6aef63fdee760aa,Process Helper South 1531,User,Other
S_f0eb27a7090b6511875a1833d6b89f70,Quality Helper South 1532,User,Other
S_ee124bfd3f6717f80eaa179d68b9769c,Comms Helper South 1533,User,Other
S_c05b171af19b7865e0e23f1957874513,Review Helper South 1534,User,Microsoft Copilot Studio
S_81bc1c57ac9a0d4b5b6612fcc6b98f3d,Onboarding Helper South 1535,Microsoft,Other
S_3295b248ae41dbe4bc5a70685e300ba1,Reporting Helper South 1536,User,Other
S_2efbfda02d647df3062fb7c9839c85dd,Workspace Advisor South 1537,User,Other
S_93c0b56372f01961a33b2c8c0085f487,Knowledge Advisor South 1538,User,Other
S_9d7ef833105c4e4375f7dee292ad21c3,Support Advisor South 1539,User,Other
S_2579cea0ed7d3d6885b3fc4df01b2419,Planning Advisor South 1540,User,Agent Builder
S_889345fe059cfb5f1813b131d28088d3,Insight Advisor South 1541,User,Other
S_a0f9453de429df82fd9f97c3791fcc6f,Briefing Advisor South 1542,User,Other
S_4484b1929435aa588e1026672c76c411,Research Advisor South 1543,User,Other
S_3ad24de6c09a64386581aeffbe911996,Drafting Advisor South 1544,User,Other
S_6b669035ab159d25bf50a44ba5b66159,Operations Advisor South 1545,User,Agent Builder
S_fa8e4818a1ee9b8751c1505f5d43d30f,Service Advisor South 1546,User,Other
S_8d0905d2c83a6b86b7e0adac5643c031,Learning Advisor South 1547,User,Other
S_85c9cb642c26821be7043acddf26a346,Feedback Advisor South 1548,User,Other
S_3b595276ad2e4424d9364f4a0c2e72c9,Project Advisor South 1549,User,Other
S_cc7143647a168126c58df9f253750864,Policy Advisor South 1550,User,Other
S_81b08d399f1687a0da14cbdf383d2175,Customer Advisor South 1551,User,Agent Builder
S_e28616e575624f25828480144692b4c5,Finance Advisor South 1552,User,Other
S_59258c6c37c4ef1d596bed1de0318621,People Advisor South 1553,User,Other
S_a83ee73e4eb4da8512b53bd333509a77,Data Advisor South 1554,Microsoft,Other
S_27914ce34d9a5969fc5f12d7ae3e15ae,Process Advisor South 1555,User,Other
S_d13c2ab7cb0e39fa14b5e931b7750a1d,Quality Advisor South 1556,Your org,Other
S_1a6a465215ed21f3efd8f7860e224a93,Comms Advisor South 1557,User,Other
S_7b17038a9af168413e2f502a6259adb2,Review Advisor South 1558,User,Agent Builder
S_0b197f0b6f0be69ed93d2403e3e33411,Onboarding Advisor South 1559,User,Other
S_f702146953adac6dcfd0f72b064b598e,Reporting Advisor South 1560,User,Other
S_c0f394c1d069fba20d569bfd4c1a10c2,Workspace Companion South 1561,User,Other
S_0d2393eefd4cc7fffbb484df368aead3,Knowledge Companion South 1562,User,Other
S_e01c18468fd97be62dc61a024df25fb2,Support Companion South 1563,User,Other
S_16980a3850473905e122e2de566db0f6,Planning Companion South 1564,User,Other
S_99ba82ba6835d88ed7565f4044bd687c,Insight Companion South 1565,User,Other
S_df8a7b854e16624def40f8125d4840a5,Briefing Companion South 1566,User,Agent Builder
S_0808e77217606134f9dc10d1e3c2ff08,Research Companion South 1567,User,Other
S_12fda8e26cfa8b7887ef895d0f677797,Drafting Companion South 1568,User,Agent Builder
S_b8ea96b90ed66fae563f9012f870bb8b,Operations Companion South 1569,User,Other
S_e24d8f2a4ce8b601462cc9a308639987,Service Companion South 1570,User,Other
S_662e64a578d3e8f21e22c626091859b6,Learning Companion South 1571,User,Other
S_ac116a99eb312f2bd9bbd2bbb57a9721,Feedback Companion South 1572,User,Other
S_296188c32d16148f0edaf273c16b6f54,Project Companion South 1573,User,Other
S_ab40f4e068e0920ada2af1d5ad951f9c,Policy Companion South 1574,User,Agent Builder
S_f1b9795fa6cc0fcd54b78a9ae39178cb,Customer Companion South 1575,User,Other
S_3f4526a84b95170ad10e8ec6d26abc62,Finance Companion South 1576,User,Agent Builder
S_080a56a61223053521ccae5ffc928784,People Companion South 1577,User,Agent Builder
S_1cf1eae78eb12abb1012e479b73cfd06,Data Companion South 1578,Microsoft,Other
S_5e9b0ceedff4531ae8921355e5d16ed4,Process Companion South 1579,User,Other
S_f4dce60320eef6620d4fa8a47d3c0d94,Quality Companion South 1580,User,Other
S_a15c4c33dc0ec0ae58028fbfbc8db589,Comms Companion South 1581,User,Other
S_14d2db9f167c3162c4b6ba208a029d7c,Review Companion South 1582,User,Microsoft other
S_5cb1d0087d53f75648cc1f9e53ba1b98,Onboarding Companion South 1583,User,Agent Builder
S_1460d21325a171d4811b229ac93e9b65,Reporting Companion South 1584,User,Other
S_5b05551809d8b14c43635a653b67c7b7,Workspace Navigator South 1585,User,Other
S_f0d6384ed56a02af7857c7543e736213,Knowledge Navigator South 1586,User,Other
S_60941335b75395106138a9d6f38acb91,Support Navigator South 1587,User,Other
S_121fed948495ed6391c66a95102259f2,Planning Navigator South 1588,User,Other
S_fb26028f707d5a0c9724b12741208bea,Insight Navigator South 1589,User,Other
S_1ae5f50c06587ccc66f01d6c585b7cb0,Briefing Navigator South 1590,User,Agent Builder
S_171bb3039e45d4357f386311dce96e46,Research Navigator South 1591,User,Other
S_8d61418f99174118192f20b14e4334f7,Drafting Navigator South 1592,User,Other
S_bcba5907e72a97abaa411b2a8c0ba6ea,Operations Navigator South 1593,User,Agent Builder
S_6dd2eaddf690061d5a13ef30718346af,Service Navigator South 1594,User,Agent Builder
S_099be72fe8dc26c76e8344b80d7ba61e,Learning Navigator South 1595,User,Other
S_8ffdaa65eb7569daad42602de8c787fd,Feedback Navigator South 1596,User,Other
S_ad2d79ee7e9b88e7573c332c730854dd,Project Navigator South 1597,User,Other
S_b118172206cae489401efb19856f2358,Policy Navigator South 1598,User,Other
S_b86541ba5439581c05cc3dffadfaec7e,Customer Navigator South 1599,User,Agent Builder
S_a9a375751679388c1c619712ccdaa55c,Finance Navigator South 1600,User,Agent Builder
S_ca7c92e93a412a5f5b153ae75fe2ac43,People Navigator South 1601,User,Other
S_0f5da48d6431b0cf54a9a5b4959a42aa,Data Navigator South 1602,User,Agent Builder
S_2fa24f92d8bab01094ffba43149c99a8,Process Navigator South 1603,User,Other
S_e1612c73cef957fc7380078c51592620,Quality Navigator South 1604,User,Other
S_7d0b5237b61111011b1dedcd62002399,Comms Navigator South 1605,User,Other
S_e4cf08d5ce74484e6eb76122d64d1ec1,Review Navigator South 1606,Your org,Other
S_632143f2f0bc3792b3258da2bb1766b6,Onboarding Navigator South 1607,User,Other
S_4003cb0516222d86540a7999c17777cc,Reporting Navigator South 1608,User,Other
S_2252445fabbc3147c2ee0e4c9baf83af,Workspace Planner South 1609,User,Agent Builder
S_9d30e7b3976ec2f749e77e15b88e9a90,Knowledge Planner South 1610,User,Other
S_43be496c31a20705f36d0ff2de5e66c5,Support Planner South 1611,User,Agent Builder
S_6b27a61bf06116b7c02fe8fb2b96d64c,Planning Planner South 1612,User,Agent Builder
S_b202c718921980d50bd0e645fea00600,Insight Planner South 1613,Your org,Microsoft other
S_555858cff48a6138243954c5c769e99f,Briefing Planner South 1614,User,Other
S_95e744dbc6017a667d1cea56fdec8195,Research Planner South 1615,User,Other
S_4777c0abc9f4be0e6565d28d3f2978a0,Drafting Planner South 1616,User,Agent Builder
S_7a06b4b2580d3a2ce3ef2d4a8d78aa19,Operations Planner South 1617,User,Agent Builder
S_90efcd0e317c13f1c1ba5317665b5de0,Service Planner South 1618,User,Microsoft other
S_b7eff265a635bad85d2053b61938e3be,Learning Planner South 1619,User,Microsoft other
S_2842364ccaf2ec526e41314b8b4804e9,Feedback Planner South 1620,User,Other
S_3d67267cd696c4293e2e5509a92fae26,Project Planner South 1621,User,Other
S_0ede76e8cfc933fcd8264be22bfea5c8,Policy Planner South 1622,User,Other
S_49abf13926ac2cc1375b1ad1bd79bd25,Customer Planner South 1623,User,Other
S_44ac34e801e30eddc605c201b03d61e4,Finance Planner South 1624,User,Other
S_ba75d3a8b19483cdef105f481e034954,People Planner South 1625,User,Other
S_29e2d3fe28fdafaaa9f82be5f7226b02,Data Planner South 1626,User,Microsoft Copilot Studio
S_f8e3054dbfeb42b00adc3284679f5070,Process Planner South 1627,User,Agent Builder
S_aae3e62b1f3876f997bdb0bd87f97d27,Quality Planner South 1628,User,Other
S_727a8cc6d478c0cafc259515da2a3aec,Comms Planner South 1629,User,Other
S_67953330e9c660bb7d1c51c064e0e093,Review Planner South 1630,User,Other
S_59ada82afbee82387f322b6801f13d88,Onboarding Planner South 1631,User,Other
S_18fcc4b9fdda9b819f2c784fb3f51382,Reporting Planner South 1632,User,Other
S_ae082b6b201006d1b9466a94f4bd4c08,Workspace Analyst South 1633,Your org,Microsoft other
S_7c23c967cfebe8f90811112325c75689,Knowledge Analyst South 1634,Your org,Microsoft Copilot Studio
S_84156e752eeca7eaccb2d58ff140cd75,Support Analyst South 1635,User,Other
S_4f9e1736c107ef2309dfc29ae5e65935,Planning Analyst South 1636,User,Other
S_d033c57ebcd95a81a3a36b311fea67d3,Insight Analyst South 1637,User,Other
S_271a94c8c524df040ca251ea59b7ad5c,Briefing Analyst South 1638,User,Other
S_1079a5f3c1fd98454816d58be2f1d971,Research Analyst South 1639,User,Other
S_5aab4c34340d5aec1123d77a7c587bfc,Drafting Analyst South 1640,Microsoft,Other
S_ad7462b793e277626cba434bf79a1f16,Operations Analyst South 1641,User,Other
S_c89d99d5c1a3d007c68d461b18160d91,Service Analyst South 1642,User,Other
S_679954cc436eeb60df4786d63f04d873,Learning Analyst South 1643,User,Other
S_85518c24925d0730f7a9f86d401aac58,Feedback Analyst South 1644,User,Other
S_3a2003151322b792dd41f2afac7ff8e3,Project Analyst South 1645,User,Agent Builder
S_43643dd053d2a476a3265178bb27fffc,Policy Analyst South 1646,User,Other
S_01e616bc2d76f4746042ed4b21dfc78d,Customer Analyst South 1647,Microsoft,Microsoft Copilot Studio
S_20ab7c63d4a0f33e72f374c7606e0b7e,Finance Analyst South 1648,User,Agent Builder
S_9b2fad8f3e3f292f7c6f6506006bbf8f,People Analyst South 1649,User,Other
S_1b636c78dfa8e2afa61e52abef943bdf,Data Analyst South 1650,User,Other
S_b7721dbd733392ed158871cfda8ecdb1,Process Analyst South 1651,User,Other
S_3cc20be5b9ddf7766c65e5198d251a98,Quality Analyst South 1652,User,Other
S_62d32136371924f2dbfab173433a1d26,Comms Analyst South 1653,User,Other
S_335b0be52de7190227ba0f8477466a5d,Review Analyst South 1654,User,Agent Builder
S_2aeedfa19a7a666f0f1f5f41ff4ff837,Onboarding Analyst South 1655,User,Other
S_56628ede65f7a864163b34a4552333bc,Reporting Analyst South 1656,User,Other
S_22dc8184cd02cb93f9bfdf736bac2be6,Workspace Coordinator South 1657,User,Other
S_7282930ed83e8bb4d7ab9a917798b79e,Knowledge Coordinator South 1658,User,Other
S_e01de21dd1859cb826bbdef9af63c0d0,Support Coordinator South 1659,User,Other
S_3d6c755914ff260c2a1d4a9e02e68233,Planning Coordinator South 1660,User,Agent Builder
S_fd18ddc54a87c648e333c5d6255b7c6e,Insight Coordinator South 1661,User,Other
S_9c7b76727fb4bdeb7d0e85014163b288,Briefing Coordinator South 1662,User,Other
S_500a14b9b22b7c346039228b0f33cbe6,Research Coordinator South 1663,User,Other
S_b22f0d0a7cee815945bbcad5fd2ca5e9,Drafting Coordinator South 1664,Your org,Other
S_1fdc734a048066a1afb59d717387188b,Operations Coordinator South 1665,User,Other
S_3655dcf672e0c064a76d82e3cef90de1,Service Coordinator South 1666,User,Other
S_1a04d1090a3fccab80c444b0eb7565f4,Learning Coordinator South 1667,User,Agent Builder
S_a316a97e3cb80f3a65b5ebb3c89af9d6,Feedback Coordinator South 1668,User,Agent Builder
S_649e21b360267ff394f1283b7b68ed27,Project Coordinator South 1669,User,Other
S_4480af5e99accce630f6983a5c50f937,Policy Coordinator South 1670,User,Other
S_ed025e99a942917f117e9a82ea049f5d,Customer Coordinator South 1671,User,Other
S_23680185120cace9b239a5ebb998f644,Finance Coordinator South 1672,User,Other
S_85177986a23b45081190a8cee37d0390,People Coordinator South 1673,User,Other
S_9ec6e431f6d8ee803b6ebf46d8a5a570,Data Coordinator South 1674,User,Other
S_2003556d5e18e5f7e2af9ced6fd24dc3,Process Coordinator South 1675,User,Other
S_81222ac8edd1de7387417fe8608e1010,Quality Coordinator South 1676,User,Microsoft Copilot Studio
S_fb7743fbe5740080d5bd6e1c2fc72dac,Comms Coordinator South 1677,User,Other
S_baafb7e13cc78fa09038e3703879f301,Review Coordinator South 1678,User,Other
S_0b7e95b13de2332c58839e1ab8ae43b8,Onboarding Coordinator South 1679,User,Other
S_a1756218267129d74d08bc6f568b0f34,Reporting Coordinator South 1680,User,Other
S_2764b5dff58a8094674c62df3e903821,Workspace Reviewer South 1681,User,Other
S_c74f07fe09fc5bc2c69ddfb64a4d2b7c,Knowledge Reviewer South 1682,Microsoft,Agent Builder
S_aed246cb783e4030f10953a8d2b3abcb,Support Reviewer South 1683,User,Agent Builder
S_cc7370b26bb06705ac93250ec166cbc3,Planning Reviewer South 1684,User,Other
S_9f0190b5eb76dba0bb4bb5774b8feb48,Insight Reviewer South 1685,User,Other
S_250a711d886c239da332bbea0d9abfb7,Briefing Reviewer South 1686,Your org,Agent Builder
S_b5b0b080c09a5a170de67199edadaf91,Research Reviewer South 1687,User,Other
S_916100c82fcac8e79ffc226491a065e5,Drafting Reviewer South 1688,User,Agent Builder
S_cc2100f7f05558b3adc0fffbd3a7f99b,Operations Reviewer South 1689,User,Agent Builder
S_26821f101cc938624755b7914f4f6808,Service Reviewer South 1690,User,Other
S_3d18b8e0e6eac1b69206add50dd4f16e,Learning Reviewer South 1691,User,Agent Builder
S_4fc8b78bf06041d4525ba560c3750979,Feedback Reviewer South 1692,User,Other
S_016fdb1d10063f78be6d80248252a854,Project Reviewer South 1693,User,Other
S_84dcd15318baff6c850f2dc386e21088,Policy Reviewer South 1694,User,Agent Builder
S_06a1185c434a44a1dcdd11ccbe037f42,Customer Reviewer South 1695,User,Other
S_d81114c2e65cd173818653f54182ca6c,Finance Reviewer South 1696,User,Microsoft Copilot Studio
S_c17286320ad26a4762bc55ee95ab6a4b,People Reviewer South 1697,Your org,Other
S_b50bf7f4b0c9142c8ba3bd97ff9591ed,Data Reviewer South 1698,User,Other
S_96270a0deeb16add4ac6ff477ded75b8,Process Reviewer South 1699,User,Other
S_4db1c2481933081de0027afd4ff885d5,Quality Reviewer South 1700,User,Other
S_86d91d5450725de6c81b98b38a6b6c8c,Comms Reviewer South 1701,User,Other
S_f472b853c59d071ef7f3b5016b8fb6d0,Review Reviewer South 1702,Your org,Agent Builder
S_029c61b29de2b1d5d1f1e642c3ee8f28,Onboarding Reviewer South 1703,User,Other
S_d2c9bd6fbd4730a7c45f83b77e25751b,Reporting Reviewer South 1704,Microsoft,Other
S_98d833c38e3de2a461950089cea2b2a6,Workspace Reporter South 1705,User,Other
S_42d9ea7931df11d4cb0f029ce7d35b9c,Knowledge Reporter South 1706,User,Other
S_1a578e3da9344bc7e2ce47550ab15e11,Support Reporter South 1707,User,Other
S_50d80345145df114992025206f872318,Planning Reporter South 1708,User,Other
S_6e8800c1b5f0ff24b699edb74d94bf45,Insight Reporter South 1709,User,Other
S_a393d5433dc2158cdad953cf4f77406d,Briefing Reporter South 1710,User,Agent Builder
S_410d216e9fbb761b2838b8e6d68c5cd4,Research Reporter South 1711,User,Other
S_d427072c10e2319f50430fe5e9ff7a55,Drafting Reporter South 1712,User,Other
S_96eaef9279ebf692efab54d044262014,Operations Reporter South 1713,User,Other
S_83fe559c5a6fb99cca83d8b1bd25a8c2,Service Reporter South 1714,User,Other
S_505aaa1a97b962781cb731ae25667f7a,Learning Reporter South 1715,User,Other
S_43a7601ebd95c15317278ce53faaab77,Feedback Reporter South 1716,User,Agent Builder
S_45b5a91db147d1229b515c2ea83bd46d,Project Reporter South 1717,User,SharePoint
S_a14ab6b3b883f9401700578f1d9555a9,Policy Reporter South 1718,User,Other
S_f7af2e6a1c9700052d2e042e5f7d455a,Customer Reporter South 1719,User,Other
S_148e8bf0b983b19e367359b691be7053,Finance Reporter South 1720,User,Other
S_539860f7b7084431dc7120e6094c977e,People Reporter South 1721,User,Other
S_de34f20040189982211c434bbb1cdee9,Data Reporter South 1722,User,Other
S_c3b08f32816058f45d55d2a14aaf98a1,Process Reporter South 1723,User,Other
S_5b3357fb8521ab4dde4c70b7b270f880,Quality Reporter South 1724,User,Other
S_ce6076db444ceb7e63d37d84adba1bb2,Comms Reporter South 1725,User,Agent Builder
S_32b46f7b694aceb6dffe10a5ae90e299,Review Reporter South 1726,User,SharePoint
S_18e95737d38e029820ae7618cab51c5e,Onboarding Reporter South 1727,User,Other
S_9a960bdd543d13806f31b444347033a6,Reporting Reporter South 1728,User,SharePoint
S_003d9604a9f788cbd6a426be8b22b90a,Workspace Assistant East 1729,User,Other
S_04a38a1907194ff76cb0d4d2e50cbb6f,Knowledge Assistant East 1730,User,Other
S_bc8039dfc256767d42d81f8bba2a8e5a,Support Assistant East 1731,User,Agent Builder
S_9b5ec7579ceeaa3ddb6e64272374f8de,Planning Assistant East 1732,User,Other
S_2ffc15667bfd471c3e83b14395c42eab,Insight Assistant East 1733,User,Agent Builder
S_4523cdc57182b1221e4a32e72db9f353,Briefing Assistant East 1734,User,Other
S_c6487bf1f7401134a10843fb553d0e8a,Research Assistant East 1735,User,Other
S_c9f93eef39b7d0ff2d41b5fbd96235fc,Drafting Assistant East 1736,User,Other
S_4897c6af1255897d9f90083ca5c68ee9,Operations Assistant East 1737,User,Other
S_0ff6533af707326c414de446ba263eee,Service Assistant East 1738,User,Agent Builder
S_0e77da8e9a74a8249b75e2f5c489ddfe,Learning Assistant East 1739,User,Agent Builder
S_f636019bdfb06b34edb9ff37b8113b73,Feedback Assistant East 1740,User,Other
S_9a11c7a87b62d9068e52c65de745a076,Project Assistant East 1741,User,Other
S_8f0fe152b656aa4bc00fab8f11df853e,Policy Assistant East 1742,User,Other
S_c42128810027a974df1adb92b9246733,Customer Assistant East 1743,User,Other
S_e2c901f123a7d2fea44ca383dcb7514c,Finance Assistant East 1744,User,Other
S_f4a130bb32fad2a5bc498f4bb67ff0d3,People Assistant East 1745,User,SharePoint
S_3b4233c12a1a9be26232d7fb32dc7f70,Data Assistant East 1746,User,Agent Builder
S_8002756d57e1d2b6dd6f86cbfcd0c898,Process Assistant East 1747,User,Other
S_4c8155dcf5c07e30f1cade650b552e4c,Quality Assistant East 1748,Your org,Other
S_a32b4af0bb2c029e5730669686ea482e,Comms Assistant East 1749,User,Other
S_64386c8e7afb905fa4854560c37c6628,Review Assistant East 1750,User,Other
S_fd21577f9922dbaa4fd6a3b49b3e55e5,Onboarding Assistant East 1751,User,Other
S_2f1a2deae0bb95b301b8c73e31b2680a,Reporting Assistant East 1752,User,Other
S_4e4bca8f4edf3f6f9cc4d56079cd78dd,Workspace Guide East 1753,User,Agent Builder
S_71cf83c5605b9d1bb3291b7739fe635c,Knowledge Guide East 1754,User,Other
S_773fc673f43ea5e6e02c80f9a10b6dfd,Support Guide East 1755,User,Other
S_6c8da2b299568071702d9b4689dfd1d1,Planning Guide East 1756,Your org,Agent Builder
S_560b3771fed83865ec86df5288e3f035,Insight Guide East 1757,User,Agent Builder
S_b48c812922aacf2f1f709adc7aceacd3,Briefing Guide East 1758,User,Other
S_2a939554820c20e41ce698b1b495a29c,Research Guide East 1759,User,Other
S_bcbf456a874c48324e29178260256361,Drafting Guide East 1760,User,Other
S_58c91b76f854e1096af230abb88f5142,Operations Guide East 1761,User,Other
S_c0b849ee75ccd7ccb81f323ff1752686,Service Guide East 1762,User,Other
S_43547169c2bc767a1ce7fde2e34685c6,Learning Guide East 1763,User,Other
S_c144e6ad955e425f201aad5ffefb04f6,Feedback Guide East 1764,User,SharePoint
S_8cc192a0f56089c90e503e470a3947d5,Project Guide East 1765,User,Microsoft Copilot Studio
S_aeb17b94c6edc4ba6c737fe78b23008d,Policy Guide East 1766,User,Other
S_bf953b2349fa08e25b092df52042c5a9,Customer Guide East 1767,User,Other
S_81eca5487b94d9273dfbb523845ea219,Finance Guide East 1768,User,Other
S_cf3059adcfd27362489a3619145a1a51,People Guide East 1769,User,SharePoint
S_d765d47b287357944c65ce629043e825,Data Guide East 1770,User,Other
S_ee58032282573c0bf9535238ff34b94f,Process Guide East 1771,Your org,Other
S_11456e2d21a9a9a74a2c6b5c05f93289,Quality Guide East 1772,User,Other
S_b98890b3052f0588ec8f52536c648a3a,Comms Guide East 1773,User,Other
S_23875b0840df84abed38476de59072ce,Review Guide East 1774,User,Other
S_ea2e634c304acdb1484e7d292758a908,Onboarding Guide East 1775,User,Agent Builder
S_cb80020fb790f5cf9e827adb8f95983a,Reporting Guide East 1776,User,Other
S_17d9e3c6704520cb39fa65d8d2a8cf2d,Workspace Coach East 1777,User,Microsoft other
S_11acedc6565a4e1543daa0077c137bc6,Knowledge Coach East 1778,User,Other
S_f61a32e35ade79252635bb2f45ed0acd,Support Coach East 1779,User,Other
S_3497927b8c90fc7fbe7441db30900e6b,Planning Coach East 1780,Your org,Other
S_d227ba13e896395e62e01df869a4793f,Insight Coach East 1781,User,Other
S_69198638b1f0e32f9c88c8e1b5ad6ed8,Briefing Coach East 1782,User,Other
S_f63e052101e95e97cb6d5edac1666d6e,Research Coach East 1783,User,Agent Builder
S_05160f4c0ef802e3981ea975fa78905d,Drafting Coach East 1784,User,Agent Builder
S_b3941aaee2aa2c00f09e2b58cfd9b3fe,Operations Coach East 1785,User,Other
