PeopleHistoricalId,IsCopilotLicensed,Organization,FunctionType,LevelDesignation,IsManager,Team,Role,Seniority,Tenure,IsDeveloper
b769e443-cb95-3d9e-92aa-dbd769bf33d41784160000,true,Business Unit B,Marketing,Senior Manager,Yes,Platform,Other job families,Early career,Under 2 years,No
b7f8d590-1a7d-3745-82cc-9e0c966c63061784160000,true,Business Unit B,Engineering,Individual Contributor,No,Identity,Infrastructure engineering,Experienced,Over 5 years,Yes
b8587185-2c84-31de-88cc-fe6d3eacc72b1784160000,true,Business Unit B,Engineering,Senior Manager,Yes,Identity,Application engineering,Early career,Under 2 years,Yes
b8f4e1f7-b9b6-3b4b-9df0-01bad89fc5521784160000,false,Business Unit A,Legal,Individual Contributor,No,Data Engineering,Other job families,Experienced,2 to 5 years,No
b936b500-8069-3329-8f53-ba6b7cae75231784160000,false,Business Unit A,Engineering,Senior Manager,Yes,Developer Experience,Infrastructure engineering,Experienced,Under 2 years,Yes
b99742c8-7da0-3e81-ab3c-eb775e9f5d241784160000,false,Business Unit E,Finance,Individual Contributor,No,Developer Experience,Application engineering,Early career,Under 2 years,Yes
b9f874e5-bbd8-332a-9f2e-a024bb815cf91784160000,true,Business Unit B,Engineering,Individual Contributor,No,Payments,Application engineering,Early career,2 to 5 years,Yes
ba28c6f4-7cc7-3ec8-a195-01c61aa155b61784160000,true,Business Unit B,Human Resources,Individual Contributor,No,Payments,Other job families,Experienced,Over 5 years,No
bb1412c6-3acf-308d-9522-f4212d23509b1784160000,false,Business Unit D,Finance,Individual Contributor,No,Identity,Other job families,Early career,Under 2 years,No
bce50849-a0e7-3f2b-b22a-24ed604407051784160000,true,Business Unit A,Engineering,Individual Contributor,No,Platform,Application engineering,Senior / lead,Under 2 years,Yes
bde82a06-b2ee-3309-b4b0-d268a38e4c2c1784160000,false,Business Unit A,Operations,Individual Contributor,No,Data Engineering,Application engineering,Experienced,2 to 5 years,Yes
be6232fb-011f-3991-882f-8e238234a9d11784160000,true,Business Unit C,Engineering,Senior Manager,Yes,Payments,Application engineering,Experienced,Under 2 years,Yes
beac6842-6d1c-39f8-bd3d-f2cbddfe2e231784160000,true,Business Unit C,Human Resources,Senior Manager,Yes,Payments,Application engineering,Senior / lead,Over 5 years,Yes
beb1d1c6-4fa9-36a8-a06f-1dc58ab741611784160000,true,Business Unit C,Operations,Individual Contributor,No,Platform,Application engineering,Early career,Under 2 years,Yes
bf3ce861-259b-3e12-9e88-15fd2d3036fe1784160000,true,Business Unit C,Product,Manager,Yes,Payments,Infrastructure engineering,Early career,Under 2 years,Yes
bf5e2c07-ebd1-3aab-ae92-933140999b061784160000,false,Business Unit B,Engineering,Individual Contributor,No,Mobile,Application engineering,Senior / lead,Under 2 years,Yes
bfcf20fb-7815-332b-866f-4833dfb11fcc1784160000,true,Business Unit D,Operations,Manager,Yes,Identity,Engineering management,Experienced,Under 2 years,Yes
c039e4c8-9c3b-3ae3-a2e7-b54c85d2cac71784160000,true,Business Unit A,Product,Manager,Yes,Identity,Application engineering,Experienced,Over 5 years,Yes
c06983fe-dcb4-380f-9186-6a3ca79fd3781784160000,true,Business Unit B,Human Resources,Manager,Yes,Mobile,Other job families,Experienced,2 to 5 years,No
c0f8ab9f-4b7b-3f4f-b576-f80ad3cb53991784160000,true,Business Unit D,Operations,Individual Contributor,No,Payments,Application engineering,Experienced,2 to 5 years,Yes
c10aa2a4-9710-3c19-a603-5595b72143571784160000,true,Business Unit B,Engineering,Individual Contributor,No,Platform,Infrastructure engineering,Senior / lead,Under 2 years,Yes
c28d006e-f496-3663-8af9-cae2c8d7f9371784160000,true,Business Unit C,Engineering,Senior Manager,Yes,Identity,Application engineering,Early career,2 to 5 years,Yes
c3811eff-eb0f-3e83-943e-18b5d09919e41784160000,false,Business Unit E,Engineering,Individual Contributor,No,Payments,Application engineering,Early career,2 to 5 years,Yes
c3f4e978-22c4-3743-a4d7-8dc20df216541784160000,true,Business Unit B,Operations,Manager,Yes,Mobile,Application engineering,Early career,2 to 5 years,Yes
c41f2431-16c5-3799-9be8-561415389d5f1784160000,true,Business Unit B,Marketing,Individual Contributor,No,Mobile,Application engineering,Senior / lead,2 to 5 years,Yes
c43e070b-757f-3ed6-ac43-9a5ebc276bce1784160000,true,Business Unit A,Finance,Individual Contributor,No,Platform,Other job families,Experienced,2 to 5 years,No
c4b4c934-c94d-3170-bd1b-d7737b2ab4901784160000,true,Business Unit D,Product,Individual Contributor,No,Platform,Infrastructure engineering,Experienced,Over 5 years,Yes
c4ec5436-0c6f-389c-b83d-e1f34b4089461784160000,true,Business Unit C,Product,Individual Contributor,No,Platform,Infrastructure engineering,Experienced,2 to 5 years,Yes
c5ad4f60-58c0-31cd-adea-8e741fec0b8b1784160000,true,Business Unit A,Engineering,Individual Contributor,No,Data Engineering,Application engineering,Experienced,Under 2 years,Yes
c5d99ee1-3f38-329b-a1ad-346d8fb53a181784160000,true,Business Unit B,Operations,Individual Contributor,No,Identity,Other job families,Experienced,2 to 5 years,No
c6c1b9c0-072d-3dbf-accc-4c8643cc0c4a1784160000,true,Business Unit C,Engineering,Senior Manager,Yes,Payments,Infrastructure engineering,Early career,2 to 5 years,Yes
c7599875-d64e-3ef2-8a6a-a218c4c24bfa1784160000,true,Business Unit B,Engineering,Individual Contributor,No,Mobile,Engineering management,Senior / lead,Under 2 years,Yes
c759ab27-513f-3be4-abc9-4fdf58a51f901784160000,true,Business Unit D,Engineering,Manager,Yes,Developer Experience,Application engineering,Senior / lead,Under 2 years,Yes
c7daa3b9-acda-3bf0-982a-81f9b973d35a1784160000,false,Business Unit D,Engineering,Senior Manager,Yes,Mobile,Application engineering,Experienced,Under 2 years,Yes
c822da7e-5c87-391a-9bd0-9180e6eec5411784160000,true,Business Unit D,Engineering,Manager,Yes,Mobile,Application engineering,Experienced,Over 5 years,Yes
c8c964e3-6f43-33e9-8a11-e9eaf55933ba1784160000,true,Business Unit E,Engineering,Individual Contributor,No,Identity,Engineering management,Experienced,Over 5 years,Yes
c94b6182-3fff-3c57-8077-844432bfec8a1784160000,true,Business Unit D,Legal,Individual Contributor,No,Identity,Application engineering,Experienced,Under 2 years,Yes
caacaf00-76dc-3d35-955a-b0b7289c14971784160000,true,Business Unit A,Product,Manager,Yes,Developer Experience,Infrastructure engineering,Senior / lead,Under 2 years,Yes
cb325cd8-f517-3d5e-a522-bfc0a4cd95511784160000,false,Business Unit E,Sales,Senior Manager,Yes,Developer Experience,Application engineering,Experienced,Over 5 years,Yes
cb497e96-cc28-3cd8-b571-73e855450ffa1784160000,true,Business Unit E,Product,Senior Manager,Yes,Mobile,Other job families,Experienced,2 to 5 years,No
cbca08c7-111d-3e0d-901e-db75d66b02ca1784160000,true,Business Unit A,Engineering,Manager,Yes,Data Engineering,Infrastructure engineering,Senior / lead,Under 2 years,Yes
ccb7be54-d0d0-357e-b1c5-47fa8c23f5491784160000,true,Business Unit B,Engineering,Individual Contributor,No,Payments,Infrastructure engineering,Experienced,2 to 5 years,Yes
cce1c127-2ff8-3ea0-a9b8-2df2cd888b5b1784160000,true,Business Unit A,Engineering,Individual Contributor,No,Platform,Application engineering,Early career,Over 5 years,Yes
cd0ccc2f-db9f-3a45-ba30-de8f65de020a1784160000,true,Business Unit E,Engineering,Individual Contributor,No,Mobile,Infrastructure engineering,Experienced,2 to 5 years,Yes
cda9743a-3fd9-34bb-a798-0b998f43bd491784160000,true,Business Unit C,Engineering,Director,Yes,Platform,Engineering management,Senior / lead,Over 5 years,Yes
cdcbe271-7336-35c3-a44f-1a90281b08571784160000,true,Business Unit E,Engineering,Individual Contributor,No,Payments,Application engineering,Experienced,2 to 5 years,Yes
ce7a22b8-f3c0-3690-acac-8b5a7bf4c7981784160000,true,Business Unit D,Engineering,Individual Contributor,No,Data Engineering,Infrastructure engineering,Senior / lead,2 to 5 years,Yes
cecfcbcc-77a8-37e8-9f55-f57834a00b361784160000,true,Business Unit C,Engineering,Individual Contributor,No,Identity,Application engineering,Senior / lead,Over 5 years,Yes
cf27b977-c8ad-3737-8228-b9db857674151784160000,true,Business Unit B,Product,Director,Yes,Payments,Infrastructure engineering,Early career,Under 2 years,Yes
cfedbc3e-6e0a-3ae8-844a-2d04b13314ea1784160000,true,Business Unit B,Human Resources,Manager,Yes,Data Engineering,Other job families,Experienced,2 to 5 years,No
d098b8be-5fd2-3aaf-b08a-03443b43e4131784160000,true,Business Unit B,Engineering,Individual Contributor,No,Data Engineering,Infrastructure engineering,Senior / lead,Over 5 years,Yes
d0d4b259-ec1f-3b6a-8049-3806591baaaa1784160000,true,Business Unit C,Engineering,Individual Contributor,No,Identity,Application engineering,Early career,2 to 5 years,Yes
d16b7d90-92be-3869-95a7-7d511669811b1784160000,true,Business Unit C,Engineering,Individual Contributor,No,Data Engineering,Application engineering,Experienced,2 to 5 years,Yes
d2c9e61a-8ad6-38ee-966a-873a5234ba701784160000,true,Business Unit A,Marketing,Senior Manager,Yes,Identity,Other job families,Experienced,Under 2 years,No
d2f0b459-263b-3ba2-acc2-9a0dacc1fe681784160000,true,Business Unit A,Operations,Individual Contributor,No,Payments,Application engineering,Experienced,Under 2 years,Yes
d3166062-4df8-385d-94b7-ac72685ffa931784160000,true,Business Unit C,Human Resources,Individual Contributor,No,Mobile,Other job families,Senior / lead,Under 2 years,No
d320f92f-4cc3-395c-b6c7-3cb3c7cb3efe1784160000,true,Business Unit B,Finance,Individual Contributor,No,Identity,Application engineering,Senior / lead,Over 5 years,Yes
d3c48311-d8dc-3e24-95dd-6d2bca767bff1784160000,true,Business Unit B,Product,Individual Contributor,No,Payments,Application engineering,Senior / lead,Over 5 years,Yes
d3d0b6a8-f422-3af5-a62e-826c204950951784160000,true,Business Unit C,Legal,Manager,Yes,Identity,Application engineering,Early career,Over 5 years,Yes
d440f614-e622-3174-b725-b38725483cde1784160000,true,Business Unit B,Product,Individual Contributor,No,Payments,Infrastructure engineering,Experienced,2 to 5 years,Yes
d5b83974-0d58-3b50-a431-a5e76d5087dc1784160000,true,Business Unit C,Sales,Individual Contributor,No,Data Engineering,Other job families,Early career,2 to 5 years,No
d6f76560-f2a1-3ae9-ab43-eaa1f20333061784160000,false,Business Unit D,Engineering,Senior Manager,Yes,Payments,Application engineering,Early career,Under 2 years,Yes
d72106c4-021a-3b57-bf48-7b6f2c14df231784160000,true,Business Unit D,Engineering,Individual Contributor,No,Mobile,Infrastructure engineering,Experienced,2 to 5 years,Yes
d76f0b24-1370-3b6f-81fa-de61d93e7ebe1784160000,true,Business Unit C,Human Resources,Individual Contributor,No,Data Engineering,Application engineering,Experienced,Over 5 years,Yes
d834b72d-c2cc-391e-8a0c-c3f147eeb5221784160000,false,Business Unit C,Product,Individual Contributor,No,Developer Experience,Engineering management,Experienced,2 to 5 years,Yes
d85f6c3e-620f-3cc3-9005-9e1beefefdc61784160000,true,Business Unit A,Operations,Individual Contributor,No,Data Engineering,Infrastructure engineering,Senior / lead,Under 2 years,Yes
d86225ec-57c8-3039-9b73-5067e96685171784160000,true,Business Unit B,Engineering,Individual Contributor,No,Developer Experience,Application engineering,Senior / lead,2 to 5 years,Yes
d87769d0-ee92-3610-a3aa-b2333a1b32781784160000,true,Business Unit B,Engineering,Individual Contributor,No,Platform,Application engineering,Experienced,Over 5 years,Yes
d940c628-4e61-3954-9aee-1aa0a0b6e21f1784160000,true,Business Unit B,Product,Manager,Yes,Identity,Application engineering,Senior / lead,Over 5 years,Yes
da8b7ad5-701e-38e4-af53-bcb52836386c1784160000,true,Business Unit C,Product,Individual Contributor,No,Developer Experience,Application engineering,Experienced,2 to 5 years,Yes
dc4749cb-f430-37e1-8dd2-e07397cf6baf1784160000,true,Business Unit A,Product,Individual Contributor,No,Developer Experience,Other job families,Experienced,Under 2 years,No
de0bc8c0-4447-382c-b7c7-ce385510a49b1784160000,true,Business Unit A,Sales,Individual Contributor,No,Payments,Infrastructure engineering,Senior / lead,Over 5 years,Yes
de2eea77-ddd1-3021-8319-ecef4e738aae1784160000,true,Business Unit E,Product,Individual Contributor,No,Platform,Other job families,Experienced,2 to 5 years,No
deb966b3-92f7-329d-905e-7f1df6d16ae71784160000,true,Business Unit C,Engineering,Senior Manager,Yes,Developer Experience,Infrastructure engineering,Experienced,2 to 5 years,Yes
debb6de9-800a-3171-a17b-3b090d351aa81784160000,false,Business Unit B,Operations,Manager,Yes,Identity,Other job families,Senior / lead,Under 2 years,No
decf1837-dbcc-3652-aa2f-b802997893f91784160000,true,Business Unit A,Engineering,Individual Contributor,No,Data Engineering,Engineering management,Early career,2 to 5 years,Yes
dee4128a-2091-303c-8411-15401a64ec031784160000,true,Business Unit D,Human Resources,Manager,Yes,Developer Experience,Application engineering,Early career,Under 2 years,Yes
df463d1f-ce5e-3590-b108-91223c8944a91784160000,false,Business Unit B,Sales,Individual Contributor,No,Payments,Other job families,Early career,Under 2 years,No
df67f363-d186-3899-9341-ca1c650419d11784160000,true,Business Unit D,Engineering,Senior Manager,Yes,Data Engineering,Infrastructure engineering,Early career,2 to 5 years,Yes
dfc70541-9d37-355c-af06-9bf106459cdb1784160000,true,Business Unit B,Sales,Director,Yes,Data Engineering,Infrastructure engineering,Early career,2 to 5 years,Yes
dfe88e46-3f0b-3bdd-bb8b-d7190cc275821784160000,true,Business Unit A,Engineering,Individual Contributor,No,Developer Experience,Application engineering,Early career,Over 5 years,Yes
e059f4f2-66b1-346c-8a33-8c16446a86571784160000,true,Business Unit D,Engineering,Individual Contributor,No,Data Engineering,Engineering management,Early career,Over 5 years,Yes
e0ab7ac6-23e5-3ce5-aef4-d9e2e575bb7a1784160000,true,Business Unit C,Engineering,Individual Contributor,No,Platform,Engineering management,Experienced,Under 2 years,Yes
e0b0a42f-4976-3c26-933c-1928cf147af51784160000,true,Business Unit E,Sales,Individual Contributor,No,Mobile,Other job families,Early career,Over 5 years,No
e1cc6b6d-fb31-33a3-a2d8-fe2e497b83231784160000,true,Business Unit D,Product,Senior Manager,Yes,Developer Experience,Infrastructure engineering,Early career,Over 5 years,Yes
e1ec776a-9a69-3e5d-a0c5-33a9250b1f191784160000,true,Business Unit E,Engineering,Individual Contributor,No,Data Engineering,Application engineering,Experienced,2 to 5 years,Yes
e2762d35-02bf-3212-869f-c8b0e7be182b1784160000,true,Business Unit C,Engineering,Senior Manager,Yes,Payments,Application engineering,Senior / lead,Under 2 years,Yes
e2dcabc4-67cd-3764-b9eb-3122424f04151784160000,true,Business Unit B,Human Resources,Manager,Yes,Payments,Other job families,Experienced,2 to 5 years,No
e402d019-6155-3bff-9228-4911ea4467771784160000,false,Business Unit A,Engineering,Individual Contributor,No,Identity,Application engineering,Early career,Over 5 years,Yes
e41ed1fc-302f-351c-8dbd-1ccac5078a091784160000,true,Business Unit A,Engineering,Individual Contributor,No,Platform,Application engineering,Experienced,Under 2 years,Yes
e43ff193-684d-3f5c-9585-d745291fdb971784160000,true,Business Unit A,Operations,Individual Contributor,No,Identity,Other job families,Senior / lead,Over 5 years,No
e6647a27-162c-349c-88fa-73edee1ad2521784160000,true,Business Unit D,Engineering,Director,Yes,Identity,Infrastructure engineering,Experienced,Over 5 years,Yes
e69f5e43-374e-3577-a194-03eca473eb861784160000,true,Business Unit C,Finance,Manager,Yes,Platform,Infrastructure engineering,Experienced,2 to 5 years,Yes
e6a4f012-2129-36d0-bf2f-6e3c384f54971784160000,true,Business Unit A,Human Resources,Manager,Yes,Developer Experience,Engineering management,Early career,Under 2 years,Yes
e6b29782-344e-3984-b0ed-db13cbc9c0ed1784160000,true,Business Unit D,Sales,Individual Contributor,No,Data Engineering,Other job families,Experienced,2 to 5 years,No
e7002001-a871-37ed-bc61-a739692845e21784160000,true,Business Unit B,Human Resources,Senior Manager,Yes,Data Engineering,Other job families,Early career,Under 2 years,No
e71fe34e-9aa5-3ade-8054-a639af5233731784160000,false,Business Unit C,Operations,Manager,Yes,Mobile,Application engineering,Early career,2 to 5 years,Yes
e76bb8c7-e2ca-3a2e-96b4-7d3717dfbe061784160000,true,Business Unit B,Engineering,Individual Contributor,No,Platform,Application engineering,Senior / lead,Under 2 years,Yes
e771712f-e46e-3fe0-9c31-ca16add7da331784160000,true,Business Unit C,Sales,Individual Contributor,No,Mobile,Other job families,Early career,2 to 5 years,No
e7a1b627-d027-3652-91aa-1a1bcaaed3351784160000,true,Business Unit A,Finance,Individual Contributor,No,Platform,Other job families,Senior / lead,Under 2 years,No
e83f5cbe-8539-3cbd-b749-7896bd48c47e1784160000,true,Business Unit C,Sales,Individual Contributor,No,Developer Experience,Application engineering,Early career,Under 2 years,Yes
e87b313c-9bef-3ede-ad30-ecae0f8e3a021784160000,true,Business Unit D,Engineering,Director,Yes,Developer Experience,Infrastructure engineering,Senior / lead,Under 2 years,Yes
e91fcfab-7cdf-31df-8933-e788688d82881784160000,true,Business Unit E,Human Resources,Manager,Yes,Data Engineering,Infrastructure engineering,Experienced,Under 2 years,Yes
ea133f80-908c-3a40-af86-f0745e517fd21784160000,true,Business Unit E,Engineering,Individual Contributor,No,Data Engineering,Engineering management,Experienced,2 to 5 years,Yes
ea2319a1-87a9-39c7-978a-6318287115691784160000,true,Business Unit C,Engineering,Individual Contributor,No,Platform,Infrastructure engineering,Senior / lead,Under 2 years,Yes
ea326c72-2ef2-3b5f-8d50-d3dcecd373991784160000,true,Business Unit E,Engineering,Senior Manager,Yes,Data Engineering,Infrastructure engineering,Experienced,2 to 5 years,Yes
ebbf605d-a94c-3f16-9ae0-5449c87f40021784160000,true,Business Unit B,Operations,Individual Contributor,No,Developer Experience,Infrastructure engineering,Early career,Over 5 years,Yes
ecbf54c7-adde-3e58-a46f-3964e63abf751784160000,true,Business Unit E,Marketing,Individual Contributor,No,Identity,Other job families,Senior / lead,2 to 5 years,No
ecf23602-f53c-32df-b3c7-50c68e2d20951784160000,true,Business Unit A,Finance,Individual Contributor,No,Data Engineering,Other job families,Experienced,Over 5 years,No
ed0a8ed8-2282-3fec-82db-fafd297cdb611784160000,true,Business Unit D,Engineering,Manager,Yes,Data Engineering,Application engineering,Early career,2 to 5 years,Yes
ee050ecd-57ea-3832-a38e-ae414aa09dc31784160000,true,Business Unit E,Engineering,Director,Yes,Identity,Infrastructure engineering,Early career,Over 5 years,Yes
eeaba3bd-0e65-3eff-80b8-bb415d1cdc891784160000,true,Business Unit E,Operations,Individual Contributor,No,Developer Experience,Infrastructure engineering,Experienced,Under 2 years,Yes
eed2ebc1-be51-3590-b59c-000c6526614f1784160000,false,Business Unit B,Product,Individual Contributor,No,Payments,Infrastructure engineering,Senior / lead,Over 5 years,Yes
eedf529f-5a2b-3af3-8849-028191ece9841784160000,true,Business Unit C,Engineering,Individual Contributor,No,Identity,Application engineering,Senior / lead,Under 2 years,Yes
f00a9c9a-8699-3a72-b460-2a58b5a4f2f81784160000,true,Business Unit A,Human Resources,Individual Contributor,No,Developer Experience,Application engineering,Senior / lead,Under 2 years,Yes
f02cc034-f8c6-39b7-afff-343b04ff20641784160000,true,Business Unit E,Human Resources,Individual Contributor,No,Identity,Application engineering,Experienced,Under 2 years,Yes
f0699448-f713-378f-9e30-ac35b4b0ddbb1784160000,true,Business Unit B,Engineering,Senior Manager,Yes,Payments,Application engineering,Senior / lead,2 to 5 years,Yes
f1541aa7-7f5e-34b8-ad78-3cd8edc99ac61784160000,true,Business Unit B,Engineering,Individual Contributor,No,Platform,Application engineering,Experienced,Under 2 years,Yes
f166b497-832f-3b26-8149-b36820a1aebe1784160000,true,Business Unit E,Engineering,Manager,Yes,Identity,Infrastructure engineering,Experienced,2 to 5 years,Yes
f1809858-d9d7-3db3-8cc3-5793c598044c1784160000,true,Business Unit D,Engineering,Manager,Yes,Platform,Infrastructure engineering,Experienced,2 to 5 years,Yes
f1a816b8-642f-319e-af46-3080107494041784160000,true,Business Unit C,Engineering,Senior Manager,Yes,Mobile,Other job families,Senior / lead,2 to 5 years,No
f1ebcf2f-e51e-373c-b8af-374b6efced621784160000,false,Business Unit B,Finance,Individual Contributor,No,Identity,Application engineering,Experienced,Over 5 years,Yes
f2469968-f4ce-3c30-aece-76c96bba977f1784160000,false,Business Unit A,Product,Individual Contributor,No,Identity,Application engineering,Experienced,2 to 5 years,Yes
f28c27e1-116f-3bfa-87a3-a4aec05ef6ed1784160000,true,Business Unit D,Engineering,Manager,Yes,Mobile,Infrastructure engineering,Early career,Under 2 years,Yes
f37b1d54-4726-3503-b093-7096160494d81784160000,true,Business Unit E,Engineering,Senior Manager,Yes,Payments,Infrastructure engineering,Experienced,Under 2 years,Yes
f384cd2c-ddf3-3520-8306-c32081e09f5e1784160000,true,Business Unit A,Product,Individual Contributor,No,Platform,Infrastructure engineering,Senior / lead,Under 2 years,Yes
f55d8d9d-5df9-32e8-a43c-40e2d30fe83e1784160000,true,Business Unit C,Product,Individual Contributor,No,Data Engineering,Application engineering,Experienced,Under 2 years,Yes
f5a2ffe8-63a0-3fe0-82d0-e2780d9d29dc1784160000,true,Business Unit A,Engineering,Manager,Yes,Platform,Infrastructure engineering,Early career,Over 5 years,Yes
f5b7af0b-6fd8-3576-b8bd-8c423699ee6f1784160000,false,Business Unit C,Engineering,Individual Contributor,No,Identity,Infrastructure engineering,Experienced,2 to 5 years,Yes
f5c21c69-5b03-320a-ae2e-2554aefff9431784160000,true,Business Unit C,Engineering,Individual Contributor,No,Mobile,Application engineering,Senior / lead,Under 2 years,Yes
f6041275-17f3-3816-9832-ef4f033a15b61784160000,true,Business Unit D,Operations,Individual Contributor,No,Data Engineering,Other job families,Experienced,Under 2 years,No
f6d44ec5-a47a-3937-931c-9f8412b5fa881784160000,true,Business Unit D,Engineering,Individual Contributor,No,Developer Experience,Application engineering,Early career,2 to 5 years,Yes
f73d6650-6003-3852-aa34-b14c1250c15f1784160000,true,Business Unit C,Operations,Manager,Yes,Payments,Other job families,Experienced,2 to 5 years,No
f79bc0ee-0877-3ecc-964c-fc48c0cec2711784160000,false,Business Unit D,Sales,Individual Contributor,No,Identity,Other job families,Experienced,2 to 5 years,No
fa146ea6-61c1-3eaf-b3b7-d79bd6e503ca1784160000,true,Business Unit B,Finance,Individual Contributor,No,Platform,Application engineering,Early career,2 to 5 years,Yes
fa282dd9-1ca1-3d0d-a378-f5ecfd5f74f21784160000,true,Business Unit E,Engineering,Individual Contributor,No,Identity,Engineering management,Early career,Over 5 years,Yes
fbb84839-d7f2-363f-a497-68b74f2449f21784160000,true,Business Unit A,Engineering,Individual Contributor,No,Mobile,Infrastructure engineering,Experienced,Under 2 years,Yes
fc67d0c7-275d-3d6b-aa43-f006eb81d7131784160000,true,Business Unit D,Legal,Individual Contributor,No,Payments,Other job families,Early career,Over 5 years,No
fc6b0572-45d8-3b03-83c0-32448621bbb31784160000,true,Business Unit E,Operations,Individual Contributor,No,Data Engineering,Engineering management,Senior / lead,Under 2 years,Yes
fccc0510-f20a-3f28-bf3c-66cfe9fa99d11784160000,true,Business Unit A,Finance,Individual Contributor,No,Mobile,Application engineering,Experienced,Under 2 years,Yes
fe5c2831-6d72-3f57-b5da-21037ecbeb2f1784160000,true,Business Unit D,Engineering,Individual Contributor,No,Mobile,Application engineering,Senior / lead,Under 2 years,Yes
fef4cad3-0478-304d-86ff-dd08b20ed8de1784160000,true,Business Unit A,Engineering,Individual Contributor,No,Mobile,Infrastructure engineering,Senior / lead,2 to 5 years,Yes
