"PersonId","month_key","Internal_network_size","External_network_size","Strong_ties","Diverse_ties","Network_outside_organization"
"PID0602","2026-06",40,10,16,12,4
"PID0603","2026-01",31,11,9,5,5
"PID0603","2026-02",46,8,19,16,3
"PID0603","2026-03",52,4,19,11,3
"PID0603","2026-04",49,11,17,10,3
"PID0603","2026-05",39,11,14,4,3
"PID0603","2026-06",46,15,19,10,3
"PID0604","2026-01",62,15,24,10,3
"PID0604","2026-02",40,12,13,9,4
"PID0604","2026-03",62,15,20,16,5
"PID0604","2026-04",54,13,18,12,5
"PID0604","2026-05",62,21,22,18,4
"PID0604","2026-06",44,16,13,15,0
"PID0605","2026-01",55,15,20,14,4
"PID0605","2026-02",43,5,14,6,2
"PID0605","2026-03",52,9,15,12,5
"PID0605","2026-04",46,14,12,11,3
"PID0605","2026-05",63,12,17,14,4
"PID0605","2026-06",60,11,22,14,0
"PID0606","2026-01",42,7,14,4,4
"PID0606","2026-02",55,10,15,12,3
"PID0606","2026-03",33,4,14,9,3
"PID0606","2026-04",54,20,15,7,2
"PID0606","2026-05",44,7,11,13,1
"PID0606","2026-06",46,9,20,11,4
"PID0607","2026-01",58,14,20,7,4
"PID0607","2026-02",60,13,19,19,5
"PID0607","2026-03",52,10,14,11,6
"PID0607","2026-04",61,14,19,14,6
"PID0607","2026-05",57,19,19,14,6
"PID0607","2026-06",58,15,24,14,7
"PID0608","2026-01",46,9,22,4,0
"PID0608","2026-02",37,10,11,5,3
"PID0608","2026-03",51,0,11,12,5
"PID0608","2026-04",46,0,15,9,2
"PID0608","2026-05",53,16,19,14,4
"PID0608","2026-06",54,13,15,13,4
"PID0609","2026-01",41,24,9,5,2
"PID0609","2026-02",47,10,15,10,1
"PID0609","2026-03",48,9,21,10,4
"PID0609","2026-04",49,10,17,9,3
"PID0609","2026-05",46,18,16,8,6
"PID0609","2026-06",48,10,23,8,2
"PID0610","2026-01",58,15,17,10,5
"PID0610","2026-02",40,22,16,8,2
"PID0610","2026-03",39,3,18,5,0
"PID0610","2026-04",49,18,17,12,2
"PID0610","2026-05",42,16,16,9,2
"PID0610","2026-06",53,3,22,15,2
"PID0611","2026-01",38,10,14,7,3
"PID0611","2026-02",47,16,14,11,4
"PID0611","2026-03",44,10,13,5,6
"PID0611","2026-04",34,12,14,4,4
"PID0611","2026-05",67,4,24,9,6
"PID0611","2026-06",53,11,12,11,4
"PID0612","2026-01",48,9,16,6,4
"PID0612","2026-02",42,10,9,6,3
"PID0612","2026-03",54,20,13,14,3
"PID0612","2026-04",54,15,21,16,3
"PID0612","2026-05",56,11,14,13,1
"PID0612","2026-06",46,22,19,1,2
"PID0613","2026-01",35,9,10,11,4
"PID0613","2026-02",40,6,16,6,3
"PID0613","2026-03",41,16,17,4,3
"PID0613","2026-04",41,18,10,7,4
"PID0613","2026-05",41,8,13,10,0
"PID0613","2026-06",46,20,20,17,2
"PID0614","2026-01",56,10,19,16,0
"PID0614","2026-02",52,12,20,13,3
"PID0614","2026-03",40,14,12,9,1
"PID0614","2026-04",71,16,25,12,2
"PID0614","2026-05",51,1,17,13,5
"PID0614","2026-06",41,17,16,11,4
"PID0615","2026-01",25,13,14,4,4
"PID0615","2026-02",45,9,15,12,3
"PID0615","2026-03",47,16,16,11,3
"PID0615","2026-04",30,9,10,0,3
"PID0615","2026-05",56,13,20,10,4
"PID0615","2026-06",35,11,13,4,3
"PID0616","2026-01",43,14,18,10,3
"PID0616","2026-02",47,6,14,11,3
"PID0616","2026-03",54,17,25,10,4
"PID0616","2026-04",48,13,19,13,5
"PID0616","2026-05",58,14,19,14,4
"PID0616","2026-06",42,10,12,8,0
"PID0617","2026-01",63,17,18,17,8
"PID0617","2026-02",66,19,21,21,3
"PID0617","2026-03",81,24,31,14,4
"PID0617","2026-04",57,16,20,15,6
"PID0617","2026-05",68,13,23,14,5
"PID0617","2026-06",68,21,18,11,4
"PID0618","2026-01",41,15,12,4,1
"PID0618","2026-02",27,9,9,5,4
"PID0618","2026-03",35,11,9,7,4
"PID0618","2026-04",49,12,19,14,3
"PID0618","2026-05",47,16,17,6,3
"PID0618","2026-06",46,10,16,3,1
"PID0619","2026-01",71,16,28,22,6
"PID0619","2026-02",65,16,25,8,4
"PID0619","2026-03",66,13,22,9,5
"PID0619","2026-04",80,18,25,19,3
"PID0619","2026-05",68,12,22,15,7
"PID0619","2026-06",69,12,17,19,3
"PID0620","2026-01",56,9,19,14,5
"PID0620","2026-02",62,18,19,11,5
"PID0620","2026-03",69,20,23,14,4
"PID0620","2026-04",75,10,26,15,6
"PID0620","2026-05",73,14,28,19,6
"PID0620","2026-06",62,13,24,11,8
"PID0621","2026-01",46,8,15,9,4
"PID0621","2026-02",41,15,15,11,2
"PID0621","2026-03",43,13,9,10,1
"PID0621","2026-04",55,18,17,5,3
"PID0621","2026-05",52,12,18,15,1
"PID0621","2026-06",67,10,27,18,1
"PID0622","2026-01",57,15,16,16,6
"PID0622","2026-02",60,14,21,11,4
"PID0622","2026-03",49,14,21,13,2
"PID0622","2026-04",53,19,19,12,7
"PID0622","2026-05",58,15,20,17,2
"PID0622","2026-06",69,9,24,11,2
"PID0623","2026-01",34,13,15,6,4
"PID0623","2026-02",47,0,19,10,5
"PID0623","2026-03",33,14,14,13,6
"PID0623","2026-04",29,13,13,10,1
"PID0623","2026-05",40,13,12,8,3
"PID0623","2026-06",46,10,12,14,2
"PID0624","2026-01",52,20,15,12,3
"PID0624","2026-02",53,8,15,12,2
"PID0624","2026-03",45,11,16,9,5
"PID0624","2026-04",47,16,14,12,1
"PID0624","2026-05",62,12,25,17,3
"PID0624","2026-06",65,19,24,9,3
"PID0625","2026-01",47,14,19,15,3
"PID0625","2026-02",53,13,16,11,6
"PID0625","2026-03",57,10,19,17,1
"PID0625","2026-04",64,11,25,11,4
"PID0625","2026-05",57,10,27,10,2
"PID0625","2026-06",64,10,20,15,4
"PID0626","2026-01",59,17,20,5,5
"PID0626","2026-02",73,15,28,14,5
"PID0626","2026-03",47,13,16,14,3
"PID0626","2026-04",58,18,16,13,5
"PID0626","2026-05",39,8,14,12,4
"PID0626","2026-06",48,10,18,7,6
"PID0627","2026-01",44,13,16,15,4
"PID0627","2026-02",65,6,23,10,4
"PID0627","2026-03",46,17,17,7,2
"PID0627","2026-04",72,13,25,15,2
"PID0627","2026-05",46,10,16,14,2
"PID0627","2026-06",48,11,16,7,1
"PID0628","2026-01",68,15,25,13,5
"PID0628","2026-02",47,7,19,9,4
"PID0628","2026-03",66,12,18,13,2
"PID0628","2026-04",60,13,21,12,3
"PID0628","2026-05",48,12,18,3,4
"PID0628","2026-06",48,11,19,10,5
"PID0629","2026-01",66,12,24,15,5
"PID0629","2026-02",55,10,14,10,4
"PID0629","2026-03",65,15,24,14,9
"PID0629","2026-04",44,13,9,9,6
"PID0629","2026-05",36,13,19,5,3
"PID0629","2026-06",52,17,18,12,6
"PID0630","2026-01",36,13,13,9,4
"PID0630","2026-02",56,6,18,13,2
"PID0630","2026-03",56,8,17,10,5
"PID0630","2026-04",36,14,7,9,5
"PID0630","2026-05",52,17,12,14,4
"PID0630","2026-06",34,10,16,8,5
"PID0631","2026-01",57,15,16,7,4
"PID0631","2026-02",51,17,23,12,4
"PID0631","2026-03",52,13,16,10,4
"PID0631","2026-04",61,13,19,11,3
"PID0631","2026-05",62,20,20,15,3
"PID0631","2026-06",38,7,13,5,3
"PID0632","2026-01",69,10,27,16,4
"PID0632","2026-02",41,13,15,8,4
"PID0632","2026-03",61,19,15,13,1
"PID0632","2026-04",51,19,12,9,3
"PID0632","2026-05",58,14,23,7,2
"PID0632","2026-06",60,8,17,17,2
"PID0633","2026-01",64,10,22,15,5
"PID0633","2026-02",67,13,25,14,4
"PID0633","2026-03",54,12,21,9,7
"PID0633","2026-04",52,6,18,11,6
"PID0633","2026-05",53,15,12,9,1
"PID0633","2026-06",60,6,24,12,5
"PID0634","2026-01",48,10,17,12,2
"PID0634","2026-02",54,8,17,19,4
"PID0634","2026-03",28,10,10,0,3
"PID0634","2026-04",46,12,16,11,2
"PID0634","2026-05",44,13,15,6,5
"PID0634","2026-06",43,5,11,10,0
"PID0635","2026-01",43,10,11,8,5
"PID0635","2026-02",40,14,13,6,4
"PID0635","2026-03",52,14,14,15,5
"PID0635","2026-04",56,13,22,14,6
"PID0635","2026-05",57,6,22,14,4
"PID0635","2026-06",48,17,20,6,2
"PID0636","2026-01",51,12,17,7,4
"PID0636","2026-02",46,13,13,11,5
"PID0636","2026-03",51,14,19,12,5
"PID0636","2026-04",56,12,27,11,4
"PID0636","2026-05",43,13,18,15,3
"PID0636","2026-06",57,10,18,14,1
"PID0637","2026-01",38,11,12,12,5
"PID0637","2026-02",44,10,10,9,5
"PID0637","2026-03",43,10,14,11,3
"PID0637","2026-04",44,14,13,9,4
"PID0637","2026-05",47,9,12,12,3
"PID0637","2026-06",37,13,10,5,3
"PID0638","2026-01",56,9,20,11,7
"PID0638","2026-02",75,19,27,16,4
"PID0638","2026-03",83,16,23,21,6
"PID0638","2026-04",62,19,21,15,2
"PID0638","2026-05",73,17,24,15,4
"PID0638","2026-06",69,25,16,14,6
"PID0639","2026-01",38,11,10,6,2
"PID0639","2026-02",46,14,18,2,2
"PID0639","2026-03",33,5,15,7,3
"PID0639","2026-04",46,16,10,8,2
"PID0639","2026-05",39,8,13,11,2
"PID0639","2026-06",45,8,17,10,4
"PID0640","2026-01",54,8,17,14,2
"PID0640","2026-02",51,4,15,11,2
"PID0640","2026-03",48,2,18,12,4
"PID0640","2026-04",46,11,17,8,8
"PID0640","2026-05",57,13,20,10,2
"PID0640","2026-06",47,6,14,10,4
"PID0641","2026-01",60,11,24,15,4
"PID0641","2026-02",53,10,16,13,3
"PID0641","2026-03",57,11,20,16,5
"PID0641","2026-04",70,8,29,18,7
"PID0641","2026-05",71,10,22,15,7
"PID0641","2026-06",49,11,12,13,3
"PID0642","2026-01",48,17,19,15,2
"PID0642","2026-02",57,16,17,8,5
"PID0642","2026-03",49,11,17,14,4
"PID0642","2026-04",46,13,18,10,2
"PID0642","2026-05",50,14,17,8,5
"PID0642","2026-06",60,10,19,14,4
"PID0643","2026-01",48,17,19,4,5
"PID0643","2026-02",57,13,18,12,3
"PID0643","2026-03",55,15,22,8,3
"PID0643","2026-04",57,19,22,8,6
"PID0643","2026-05",47,15,15,9,5
"PID0643","2026-06",50,13,24,11,4
"PID0644","2026-01",40,24,11,2,5
"PID0644","2026-02",38,14,10,3,2
"PID0644","2026-03",54,17,16,11,4
"PID0644","2026-04",39,14,18,8,3
"PID0644","2026-05",64,10,27,14,4
"PID0644","2026-06",49,12,18,11,5
"PID0645","2026-01",66,16,24,13,6
"PID0645","2026-02",57,17,18,10,4
"PID0645","2026-03",87,15,28,20,5
"PID0645","2026-04",67,15,27,14,4
"PID0645","2026-05",74,15,25,15,6
"PID0645","2026-06",77,20,24,18,2
"PID0646","2026-01",62,11,20,11,5
"PID0646","2026-02",55,19,13,11,4
"PID0646","2026-03",59,11,21,16,7
"PID0646","2026-04",66,8,33,7,4
"PID0646","2026-05",63,16,25,12,2
"PID0646","2026-06",65,13,19,17,5
"PID0647","2026-01",65,8,19,13,2
"PID0647","2026-02",52,9,19,13,3
"PID0647","2026-03",64,23,25,16,3
"PID0647","2026-04",53,15,20,12,5
"PID0647","2026-05",64,16,25,17,4
"PID0647","2026-06",60,14,22,17,2
"PID0648","2026-01",81,15,30,21,9
"PID0648","2026-02",81,20,28,15,7
"PID0648","2026-03",72,16,26,18,7
"PID0648","2026-04",73,18,27,11,11
"PID0648","2026-05",68,16,22,13,7
"PID0648","2026-06",73,18,26,14,6
"PID0649","2026-01",37,15,14,8,1
"PID0649","2026-02",63,13,20,16,2
"PID0649","2026-03",53,11,17,10,4
"PID0649","2026-04",55,9,19,11,2
"PID0649","2026-05",41,15,14,5,3
"PID0649","2026-06",53,15,23,10,3
"PID0650","2026-01",54,16,18,8,4
"PID0650","2026-02",52,21,17,13,6
"PID0650","2026-03",60,6,23,12,6
"PID0650","2026-04",47,14,11,8,6
"PID0650","2026-05",57,15,15,9,6
"PID0650","2026-06",61,12,20,11,3
"PID0651","2026-01",41,12,18,8,7
"PID0651","2026-02",39,5,14,11,4
"PID0651","2026-03",45,7,12,9,5
"PID0651","2026-04",45,12,20,10,5
"PID0651","2026-05",57,12,20,9,4
"PID0651","2026-06",40,18,14,6,2
"PID0652","2026-01",50,13,16,14,4
"PID0652","2026-02",62,14,22,9,1
"PID0652","2026-03",52,9,18,11,3
"PID0652","2026-04",38,13,12,6,5
"PID0652","2026-05",37,16,12,9,3
"PID0652","2026-06",54,8,18,8,5
"PID0653","2026-01",66,12,20,12,3
"PID0653","2026-02",57,5,18,10,4
"PID0653","2026-03",71,14,28,18,5
"PID0653","2026-04",59,18,22,9,4
"PID0653","2026-05",59,11,22,14,1
"PID0653","2026-06",61,12,20,7,1
"PID0654","2026-01",58,12,25,12,4
"PID0654","2026-02",57,11,22,15,3
"PID0654","2026-03",52,15,18,18,4
"PID0654","2026-04",41,8,14,12,2
"PID0654","2026-05",50,23,19,15,3
"PID0654","2026-06",43,6,17,8,4
"PID0655","2026-01",53,10,20,11,3
"PID0655","2026-02",45,15,14,6,5
"PID0655","2026-03",35,12,12,5,2
"PID0655","2026-04",36,20,8,8,4
"PID0655","2026-05",40,7,11,5,4
"PID0655","2026-06",49,10,16,10,2
"PID0656","2026-01",33,19,11,6,2
"PID0656","2026-02",41,6,14,13,6
"PID0656","2026-03",43,12,14,2,3
"PID0656","2026-04",53,9,14,13,7
"PID0656","2026-05",54,8,17,13,5
"PID0656","2026-06",35,11,10,8,4
"PID0657","2026-01",40,15,17,11,6
"PID0657","2026-02",45,10,15,12,3
"PID0657","2026-03",43,12,14,7,3
"PID0657","2026-04",56,12,18,10,2
"PID0657","2026-05",64,13,20,8,5
"PID0657","2026-06",50,18,14,13,0
"PID0658","2026-01",38,9,8,10,4
"PID0658","2026-02",60,11,17,18,3
"PID0658","2026-03",48,7,23,3,3
"PID0658","2026-04",51,9,18,10,4
"PID0658","2026-05",45,12,17,6,3
"PID0658","2026-06",60,10,25,14,3
"PID0659","2026-01",58,15,20,12,3
"PID0659","2026-02",47,15,13,12,2
"PID0659","2026-03",53,15,16,9,1
"PID0659","2026-04",57,13,23,13,1
"PID0659","2026-05",39,11,13,6,3
"PID0659","2026-06",50,7,18,12,3
"PID0660","2026-01",39,14,10,2,1
"PID0660","2026-02",63,12,22,11,1
"PID0660","2026-03",47,15,14,7,2
"PID0660","2026-04",55,12,14,12,5
"PID0660","2026-05",43,18,12,11,2
"PID0660","2026-06",51,9,13,15,2
"PID0661","2026-01",62,8,30,9,3
"PID0661","2026-02",61,9,25,13,4
"PID0661","2026-03",62,12,19,13,2
"PID0661","2026-04",55,2,19,14,4
"PID0661","2026-05",60,4,25,14,4
"PID0661","2026-06",46,16,19,15,3
"PID0662","2026-01",73,14,24,16,5
"PID0662","2026-02",67,11,19,14,5
"PID0662","2026-03",59,10,26,13,5
"PID0662","2026-04",67,11,24,13,4
"PID0662","2026-05",59,11,23,15,7
"PID0662","2026-06",62,20,21,12,6
"PID0663","2026-01",57,15,16,14,4
"PID0663","2026-02",42,12,11,8,3
"PID0663","2026-03",54,11,18,9,6
"PID0663","2026-04",52,11,21,12,2
"PID0663","2026-05",52,17,17,14,4
"PID0663","2026-06",61,16,21,16,5
"PID0664","2026-01",39,9,14,6,5
"PID0664","2026-02",46,12,14,10,5
"PID0664","2026-03",43,14,18,6,5
"PID0664","2026-04",40,8,18,7,5
"PID0664","2026-05",48,13,16,6,4
"PID0664","2026-06",61,9,20,12,4
"PID0665","2026-01",95,12,29,22,6
"PID0665","2026-02",66,20,16,3,7
"PID0665","2026-03",75,15,28,12,5
"PID0665","2026-04",74,13,25,19,7
"PID0665","2026-05",76,14,27,20,5
"PID0665","2026-06",70,14,23,18,7
"PID0666","2026-01",52,11,20,10,4
"PID0666","2026-02",55,13,20,11,4
"PID0666","2026-03",68,8,23,14,2
"PID0666","2026-04",51,12,22,11,7
"PID0666","2026-05",75,13,29,21,2
"PID0666","2026-06",56,14,23,13,2
"PID0667","2026-01",56,0,18,8,2
"PID0667","2026-02",43,9,8,11,1
"PID0667","2026-03",52,10,17,12,1
"PID0667","2026-04",39,16,15,9,1
"PID0667","2026-05",42,3,11,10,3
"PID0667","2026-06",49,10,19,10,3
"PID0668","2026-01",54,9,21,14,3
"PID0668","2026-02",49,12,17,5,5
"PID0668","2026-03",38,17,17,7,3
"PID0668","2026-04",51,16,20,11,4
"PID0668","2026-05",48,8,18,9,4
"PID0668","2026-06",42,6,12,9,4
"PID0669","2026-01",60,6,22,13,3
"PID0669","2026-02",46,14,18,13,4
"PID0669","2026-03",37,14,18,7,5
"PID0669","2026-04",50,15,20,4,2
"PID0669","2026-05",44,18,16,12,4
"PID0669","2026-06",43,12,18,8,2
"PID0670","2026-01",58,10,24,9,4
"PID0670","2026-02",69,11,25,13,4
"PID0670","2026-03",65,15,16,10,6
"PID0670","2026-04",61,15,22,10,6
"PID0670","2026-05",62,12,21,17,5
"PID0670","2026-06",70,13,30,16,6
"PID0671","2026-01",49,15,14,11,0
"PID0671","2026-02",47,17,10,7,3
"PID0671","2026-03",57,11,15,15,3
"PID0671","2026-04",58,15,22,10,2
"PID0671","2026-05",30,3,7,6,4
"PID0671","2026-06",61,6,21,13,4
"PID0672","2026-01",57,14,23,14,3
"PID0672","2026-02",44,5,22,5,3
"PID0672","2026-03",46,12,15,11,4
"PID0672","2026-04",41,17,18,7,3
"PID0672","2026-05",51,21,18,14,2
"PID0672","2026-06",43,11,17,11,3
"PID0673","2026-01",49,9,12,17,6
"PID0673","2026-02",37,14,17,6,4
"PID0673","2026-03",35,11,12,7,3
"PID0673","2026-04",36,2,15,6,2
"PID0673","2026-05",31,13,12,2,3
"PID0673","2026-06",31,11,12,5,2
"PID0674","2026-01",68,8,23,16,4
"PID0674","2026-02",50,7,18,11,7
"PID0674","2026-03",55,21,14,8,6
"PID0674","2026-04",59,17,18,11,4
"PID0674","2026-05",66,17,20,11,5
"PID0674","2026-06",63,17,20,13,2
"PID0675","2026-01",45,13,12,7,3
"PID0675","2026-02",50,15,17,17,2
"PID0675","2026-03",52,20,15,9,1
"PID0675","2026-04",64,18,24,12,3
"PID0675","2026-05",51,13,13,8,6
"PID0675","2026-06",53,17,17,14,5
"PID0676","2026-01",41,10,19,9,2
"PID0676","2026-02",43,12,14,6,2
"PID0676","2026-03",53,10,18,14,4
"PID0676","2026-04",61,11,22,14,5
"PID0676","2026-05",50,21,18,14,2
"PID0676","2026-06",57,5,19,10,1
"PID0677","2026-01",47,17,21,8,3
"PID0677","2026-02",57,10,19,13,3
"PID0677","2026-03",53,12,15,9,3
"PID0677","2026-04",51,11,16,7,5
"PID0677","2026-05",33,14,9,5,3
"PID0677","2026-06",71,13,22,17,5
"PID0678","2026-01",36,16,13,7,3
"PID0678","2026-02",66,15,25,16,3
"PID0678","2026-03",62,8,20,16,5
"PID0678","2026-04",54,10,18,6,1
"PID0678","2026-05",44,5,11,2,2
"PID0678","2026-06",54,9,17,10,5
"PID0679","2026-01",50,0,18,12,2
"PID0679","2026-02",47,11,25,11,3
"PID0679","2026-03",46,11,11,6,5
"PID0679","2026-04",50,13,20,10,2
"PID0679","2026-05",51,12,16,11,4
"PID0679","2026-06",34,15,5,9,3
"PID0680","2026-01",56,14,18,5,7
"PID0680","2026-02",49,12,20,13,5
"PID0680","2026-03",54,16,16,11,5
"PID0680","2026-04",35,5,8,13,5
"PID0680","2026-05",53,13,16,13,3
"PID0680","2026-06",42,15,13,8,5
"PID0681","2026-01",66,10,23,12,5
"PID0681","2026-02",55,15,16,12,6
"PID0681","2026-03",48,12,10,10,4
"PID0681","2026-04",53,7,22,10,4
"PID0681","2026-05",52,14,21,8,4
"PID0681","2026-06",53,13,15,14,3
"PID0682","2026-01",47,12,19,12,5
"PID0682","2026-02",61,19,25,17,7
"PID0682","2026-03",47,17,13,11,2
"PID0682","2026-04",55,12,20,11,6
"PID0682","2026-05",49,12,18,11,4
"PID0682","2026-06",55,19,21,17,7
"PID0683","2026-01",55,13,15,14,2
"PID0683","2026-02",49,10,14,7,2
"PID0683","2026-03",61,14,23,11,2
"PID0683","2026-04",55,19,21,19,4
"PID0683","2026-05",59,9,22,10,2
"PID0683","2026-06",46,10,17,11,5
"PID0684","2026-01",64,9,22,17,6
"PID0684","2026-02",55,12,13,7,5
"PID0684","2026-03",66,15,18,15,7
"PID0684","2026-04",68,15,21,13,5
"PID0684","2026-05",56,10,21,13,9
"PID0684","2026-06",65,25,24,13,5
"PID0685","2026-01",70,11,25,11,2
"PID0685","2026-02",42,11,17,4,3
"PID0685","2026-03",55,4,20,16,2
"PID0685","2026-04",62,25,21,17,2
"PID0685","2026-05",49,13,19,11,3
"PID0685","2026-06",55,5,20,15,1
"PID0686","2026-01",40,1,17,11,3
"PID0686","2026-02",35,5,12,11,3
"PID0686","2026-03",37,8,10,5,3
"PID0686","2026-04",46,8,17,8,2
"PID0686","2026-05",51,19,15,11,3
"PID0686","2026-06",45,13,14,15,3
"PID0687","2026-01",47,2,17,6,2
"PID0687","2026-02",49,8,13,6,5
"PID0687","2026-03",41,7,17,7,4
"PID0687","2026-04",43,5,17,4,4
"PID0687","2026-05",55,11,13,11,5
"PID0687","2026-06",45,4,14,10,4
"PID0688","2026-01",42,10,15,10,4
"PID0688","2026-02",72,21,24,13,4
"PID0688","2026-03",57,20,21,14,2
"PID0688","2026-04",52,13,18,12,4
"PID0688","2026-05",50,15,18,8,3
"PID0688","2026-06",54,11,18,16,3
"PID0689","2026-01",49,7,14,13,2
"PID0689","2026-02",69,17,22,12,4
"PID0689","2026-03",45,8,16,7,5
"PID0689","2026-04",43,7,20,13,2
"PID0689","2026-05",36,11,11,5,6
"PID0689","2026-06",29,11,7,3,4
"PID0690","2026-01",60,17,23,12,6
"PID0690","2026-02",57,7,17,8,7
"PID0690","2026-03",48,24,17,6,7
"PID0690","2026-04",60,14,23,15,5
"PID0690","2026-05",70,19,29,11,6
"PID0690","2026-06",60,7,21,17,6
"PID0691","2026-01",77,9,23,18,2
"PID0691","2026-02",58,16,24,12,3
"PID0691","2026-03",66,16,20,10,5
"PID0691","2026-04",63,13,18,10,5
"PID0691","2026-05",71,14,27,18,4
"PID0691","2026-06",64,15,19,11,4
"PID0692","2026-01",62,13,24,13,6
"PID0692","2026-02",62,11,24,12,5
"PID0692","2026-03",69,20,23,9,5
"PID0692","2026-04",69,9,24,19,5
"PID0692","2026-05",69,21,20,21,5
"PID0692","2026-06",63,16,19,9,7
"PID0693","2026-01",58,10,24,10,4
"PID0693","2026-02",41,11,16,7,3
"PID0693","2026-03",48,15,21,12,4
"PID0693","2026-04",44,4,18,14,4
"PID0693","2026-05",42,11,13,9,4
"PID0693","2026-06",46,9,16,8,4
"PID0694","2026-01",58,14,15,14,4
"PID0694","2026-02",57,17,24,16,4
"PID0694","2026-03",52,13,15,11,6
"PID0694","2026-04",60,6,20,5,2
"PID0694","2026-05",66,10,23,16,1
"PID0694","2026-06",64,8,26,14,5
"PID0695","2026-01",73,13,28,14,4
"PID0695","2026-02",74,12,22,15,5
"PID0695","2026-03",64,19,25,11,8
"PID0695","2026-04",77,7,28,17,8
"PID0695","2026-05",85,14,29,20,6
"PID0695","2026-06",79,13,27,21,7
"PID0696","2026-01",45,12,11,9,2
"PID0696","2026-02",57,14,22,10,2
"PID0696","2026-03",49,8,16,10,2
"PID0696","2026-04",46,11,14,10,0
"PID0696","2026-05",53,15,21,10,4
"PID0696","2026-06",47,14,14,3,2
"PID0697","2026-01",49,7,23,13,1
"PID0697","2026-02",48,15,14,12,1
"PID0697","2026-03",41,11,16,5,5
"PID0697","2026-04",51,17,19,11,3
"PID0697","2026-05",43,13,16,12,1
"PID0697","2026-06",61,10,22,11,3
"PID0698","2026-01",45,10,16,6,4
"PID0698","2026-02",58,17,18,7,5
"PID0698","2026-03",64,13,19,12,4
"PID0698","2026-04",62,10,26,13,6
"PID0698","2026-05",70,9,24,16,2
"PID0698","2026-06",47,11,19,12,7
"PID0699","2026-01",63,15,21,12,4
"PID0699","2026-02",48,14,18,10,3
"PID0699","2026-03",53,10,17,11,5
"PID0699","2026-04",41,10,13,5,2
"PID0699","2026-05",51,19,13,12,5
"PID0699","2026-06",45,14,16,9,7
"PID0700","2026-01",55,20,19,13,4
"PID0700","2026-02",66,10,26,13,3
"PID0700","2026-03",46,17,16,10,6
"PID0700","2026-04",43,11,12,8,5
"PID0700","2026-05",43,12,16,11,4
"PID0700","2026-06",54,15,19,8,4
"PID0701","2026-01",34,9,12,7,6
"PID0701","2026-02",52,12,18,6,3
"PID0701","2026-03",52,12,17,12,5
"PID0701","2026-04",41,8,13,12,7
"PID0701","2026-05",38,11,10,6,2
"PID0701","2026-06",44,8,13,3,5
"PID0702","2026-01",60,13,19,14,1
"PID0702","2026-02",55,12,19,11,4
"PID0702","2026-03",63,19,19,15,4
"PID0702","2026-04",56,7,14,11,4
"PID0702","2026-05",44,14,17,8,2
"PID0702","2026-06",54,7,24,10,3
"PID0703","2026-01",45,7,16,7,4
"PID0703","2026-02",53,13,16,15,3
"PID0703","2026-03",27,5,10,4,3
"PID0703","2026-04",52,12,20,12,1
"PID0703","2026-05",47,7,17,13,2
"PID0703","2026-06",36,14,16,4,1
"PID0704","2026-01",65,9,18,14,3
"PID0704","2026-02",57,12,16,9,6
"PID0704","2026-03",64,10,18,19,5
"PID0704","2026-04",50,14,15,7,3
"PID0704","2026-05",53,11,21,11,5
"PID0704","2026-06",47,19,20,16,3
"PID0705","2026-01",38,9,9,8,3
"PID0705","2026-02",54,4,22,8,4
"PID0705","2026-03",42,20,13,14,3
"PID0705","2026-04",60,8,19,11,0
"PID0705","2026-05",49,10,22,5,5
"PID0705","2026-06",54,16,21,11,3
"PID0706","2026-01",40,14,13,7,3
"PID0706","2026-02",61,16,21,15,3
"PID0706","2026-03",43,13,14,15,2
"PID0706","2026-04",45,20,21,7,3
"PID0706","2026-05",58,16,25,15,0
"PID0706","2026-06",61,20,23,16,4
"PID0707","2026-01",75,20,28,13,6
"PID0707","2026-02",68,9,21,13,7
"PID0707","2026-03",68,12,24,14,6
"PID0707","2026-04",62,13,23,15,7
"PID0707","2026-05",65,13,25,15,8
"PID0707","2026-06",62,8,18,10,8
"PID0708","2026-01",74,21,23,21,6
"PID0708","2026-02",63,17,20,18,7
"PID0708","2026-03",80,10,32,17,7
"PID0708","2026-04",83,14,28,16,3
"PID0708","2026-05",53,12,21,11,5
"PID0708","2026-06",70,13,20,13,6
"PID0709","2026-01",57,9,15,16,2
"PID0709","2026-02",50,10,19,16,6
"PID0709","2026-03",51,8,17,9,4
"PID0709","2026-04",68,11,29,13,4
"PID0709","2026-05",57,18,24,15,2
"PID0709","2026-06",68,17,26,17,4
"PID0710","2026-01",53,1,19,11,2
"PID0710","2026-02",55,8,18,13,4
"PID0710","2026-03",62,12,22,11,4
"PID0710","2026-04",58,13,20,13,5
"PID0710","2026-05",55,9,23,12,5
"PID0710","2026-06",54,19,18,18,3
"PID0711","2026-01",71,9,25,13,4
"PID0711","2026-02",46,11,9,4,2
"PID0711","2026-03",62,12,23,12,3
"PID0711","2026-04",49,15,19,7,4
"PID0711","2026-05",57,7,18,7,3
"PID0711","2026-06",46,12,11,10,2
"PID0712","2026-01",57,17,24,7,5
"PID0712","2026-02",46,15,15,11,3
"PID0712","2026-03",49,16,19,6,5
"PID0712","2026-04",64,6,23,11,6
"PID0712","2026-05",60,16,23,13,3
"PID0712","2026-06",52,21,14,9,5
"PID0713","2026-01",47,12,19,7,4
"PID0713","2026-02",45,8,12,13,4
"PID0713","2026-03",48,14,18,11,3
