"PersonId","Team","Tenure","JobFamily","IsDeveloper","IsCopilotLicensed"
"P00810","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00811","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00812","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00813","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00814","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00815","Platform","Over 5 years","Software Engineering",TRUE,TRUE
"P00816","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00817","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00818","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00819","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00820","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00821","Identity","2 to 5 years","Software Engineering",TRUE,TRUE
"P00822","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00823","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00824","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00825","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00826","Developer Experience","2 to 5 years","Software Engineering",TRUE,TRUE
"P00827","Developer Experience","2 to 5 years","Software Engineering",TRUE,FALSE
"P00828","Data Engineering","Over 5 years","Software Engineering",TRUE,TRUE
"P00829","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00830","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00831","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00832","Identity","Over 5 years","Software Engineering",TRUE,TRUE
"P00833","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00834","Data Engineering","Over 5 years","Software Engineering",TRUE,TRUE
"P00835","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00836","Mobile","Over 5 years","Software Engineering",TRUE,TRUE
"P00837","Data Engineering","Under 2 years","Software Engineering",TRUE,FALSE
"P00838","Identity","Over 5 years","Software Engineering",TRUE,TRUE
"P00839","Identity","Under 2 years","Software Engineering",TRUE,TRUE
"P00840","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00841","Mobile","Over 5 years","Software Engineering",TRUE,TRUE
"P00842","Platform","Under 2 years","Software Engineering",TRUE,FALSE
"P00843","Developer Experience","2 to 5 years","Software Engineering",TRUE,TRUE
"P00844","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00845","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00846","Mobile","2 to 5 years","Software Engineering",TRUE,FALSE
"P00847","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00848","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00849","Developer Experience","Over 5 years","Software Engineering",TRUE,TRUE
"P00850","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00851","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00852","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00853","Platform","Under 2 years","Software Engineering",TRUE,FALSE
"P00854","Payments","Over 5 years","Software Engineering",TRUE,TRUE
"P00855","Identity","Under 2 years","Software Engineering",TRUE,TRUE
"P00856","Identity","Over 5 years","Software Engineering",TRUE,TRUE
"P00857","Payments","2 to 5 years","Software Engineering",TRUE,FALSE
"P00858","Data Engineering","Over 5 years","Software Engineering",TRUE,TRUE
"P00859","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00860","Data Engineering","Under 2 years","Software Engineering",TRUE,TRUE
"P00861","Platform","Over 5 years","Software Engineering",TRUE,TRUE
"P00862","Platform","Over 5 years","Software Engineering",TRUE,TRUE
"P00863","Identity","Over 5 years","Software Engineering",TRUE,TRUE
"P00864","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00865","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00866","Mobile","Over 5 years","Software Engineering",TRUE,FALSE
"P00867","Data Engineering","Under 2 years","Software Engineering",TRUE,TRUE
"P00868","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00869","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00870","Identity","Under 2 years","Software Engineering",TRUE,TRUE
"P00871","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00872","Identity","Over 5 years","Software Engineering",TRUE,TRUE
"P00873","Payments","Over 5 years","Software Engineering",TRUE,TRUE
"P00874","Platform","Under 2 years","Software Engineering",TRUE,FALSE
"P00875","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00876","Platform","Under 2 years","Software Engineering",TRUE,TRUE
"P00877","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00878","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00879","Developer Experience","Under 2 years","Software Engineering",TRUE,TRUE
"P00880","Developer Experience","Under 2 years","Software Engineering",TRUE,TRUE
"P00881","Mobile","Over 5 years","Software Engineering",TRUE,TRUE
"P00882","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00883","Platform","2 to 5 years","Software Engineering",TRUE,TRUE
"P00884","Data Engineering","Under 2 years","Software Engineering",TRUE,TRUE
"P00885","Developer Experience","Over 5 years","Software Engineering",TRUE,TRUE
"P00886","Payments","2 to 5 years","Software Engineering",TRUE,TRUE
"P00887","Data Engineering","Over 5 years","Software Engineering",TRUE,TRUE
"P00888","Payments","Over 5 years","Software Engineering",TRUE,TRUE
"P00889","Mobile","Under 2 years","Software Engineering",TRUE,TRUE
"P00890","Platform","2 to 5 years","Software Engineering",TRUE,FALSE
"P00891","Developer Experience","2 to 5 years","Software Engineering",TRUE,TRUE
"P00892","Identity","Under 2 years","Software Engineering",TRUE,TRUE
"P00893","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00894","Developer Experience","Over 5 years","Software Engineering",TRUE,TRUE
"P00895","Developer Experience","2 to 5 years","Software Engineering",TRUE,TRUE
"P00896","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00897","Payments","Under 2 years","Software Engineering",TRUE,TRUE
"P00898","Data Engineering","2 to 5 years","Software Engineering",TRUE,TRUE
"P00899","Mobile","Over 5 years","Software Engineering",TRUE,TRUE
"P00900","Mobile","2 to 5 years","Software Engineering",TRUE,TRUE
"P00901","Mobile","Under 2 years","Design",FALSE,FALSE
"P00902","Developer Experience","Under 2 years","Design",FALSE,TRUE
"P00903","Identity","2 to 5 years","Product Management",FALSE,TRUE
"P00904","Payments","Under 2 years","Product Management",FALSE,TRUE
"P00905","Identity","2 to 5 years","Design",FALSE,TRUE
"P00906","Identity","Under 2 years","Product Management",FALSE,TRUE
"P00907","Mobile","Over 5 years","Product Management",FALSE,TRUE
"P00908","Mobile","Under 2 years","Technical Writing",FALSE,FALSE
"P00909","Platform","2 to 5 years","Product Management",FALSE,TRUE
"P00910","Identity","2 to 5 years","Design",FALSE,FALSE
"P00911","Payments","Under 2 years","Product Management",FALSE,TRUE
"P00912","Identity","Over 5 years","Design",FALSE,TRUE
"P00913","Data Engineering","2 to 5 years","Product Management",FALSE,TRUE
"P00914","Data Engineering","Under 2 years","Design",FALSE,TRUE
"P00915","Payments","Over 5 years","Product Management",FALSE,TRUE
"P00916","Platform","Over 5 years","Product Management",FALSE,FALSE
"P00917","Mobile","Under 2 years","Product Management",FALSE,TRUE
"P00918","Payments","2 to 5 years","Product Management",FALSE,TRUE
"P00919","Platform","2 to 5 years","Product Management",FALSE,TRUE
"P00920","Developer Experience","Over 5 years","Product Management",FALSE,TRUE
"P00921","Identity","2 to 5 years","Product Management",FALSE,TRUE
"P00922","Platform","2 to 5 years","Product Management",FALSE,TRUE
"P00923","Mobile","Under 2 years","Product Management",FALSE,TRUE
"P00924","Data Engineering","Over 5 years","Product Management",FALSE,TRUE
"P00925","Mobile","2 to 5 years","Product Management",FALSE,FALSE
"P00926","Payments","Under 2 years","Product Management",FALSE,FALSE
"P00927","Data Engineering","2 to 5 years","Product Management",FALSE,TRUE
"P00928","Mobile","2 to 5 years","Product Management",FALSE,FALSE
"P00929","Payments","Over 5 years","Product Management",FALSE,TRUE
"P00930","Data Engineering","Over 5 years","Design",FALSE,FALSE
"P00931","Developer Experience","Over 5 years","Technical Writing",FALSE,TRUE
"P00932","Mobile","Over 5 years","Product Management",FALSE,TRUE
"P00933","Platform","Over 5 years","Design",FALSE,TRUE
"P00934","Developer Experience","Over 5 years","Product Management",FALSE,TRUE
"P00935","Platform","Under 2 years","Design",FALSE,FALSE
"P00936","Mobile","Over 5 years","Product Management",FALSE,TRUE
"P00937","Payments","2 to 5 years","Product Management",FALSE,FALSE
"P00938","Data Engineering","2 to 5 years","Product Management",FALSE,TRUE
"P00939","Developer Experience","Under 2 years","Design",FALSE,TRUE
"P00940","Platform","Over 5 years","Product Management",FALSE,FALSE
"P00941","Data Engineering","Over 5 years","Product Management",FALSE,TRUE
"P00942","Platform","2 to 5 years","Technical Writing",FALSE,TRUE
"P00943","Identity","Over 5 years","Product Management",FALSE,TRUE
"P00944","Data Engineering","Under 2 years","Product Management",FALSE,FALSE
"P00945","Platform","2 to 5 years","Product Management",FALSE,TRUE
"P00946","Mobile","Over 5 years","Product Management",FALSE,TRUE
"P00947","Payments","2 to 5 years","Technical Writing",FALSE,TRUE
"P00948","Data Engineering","Under 2 years","Product Management",FALSE,FALSE
"P00949","Data Engineering","2 to 5 years","Product Management",FALSE,FALSE
"P00950","Mobile","2 to 5 years","Product Management",FALSE,FALSE
"P00951","Identity","Under 2 years","Technical Writing",FALSE,FALSE
"P00952","Mobile","Under 2 years","Design",FALSE,TRUE
"P00953","Payments","2 to 5 years","Technical Writing",FALSE,TRUE
"P00954","Platform","2 to 5 years","Technical Writing",FALSE,FALSE
"P00955","Identity","Over 5 years","Product Management",FALSE,FALSE
"P00956","Platform","Over 5 years","Design",FALSE,TRUE
"P00957","Data Engineering","2 to 5 years","Design",FALSE,FALSE
"P00958","Payments","Under 2 years","Product Management",FALSE,FALSE
"P00959","Data Engineering","Under 2 years","Technical Writing",FALSE,FALSE
"P00960","Data Engineering","Under 2 years","Product Management",FALSE,FALSE
"P00961","Developer Experience","Under 2 years","Product Management",FALSE,FALSE
"P00962","Mobile","Under 2 years","Technical Writing",FALSE,FALSE
"P00963","Payments","Under 2 years","Design",FALSE,FALSE
"P00964","Mobile","Over 5 years","Product Management",FALSE,TRUE
"P00965","Identity","Over 5 years","Product Management",FALSE,TRUE
"P00966","Identity","Over 5 years","Product Management",FALSE,FALSE
"P00967","Identity","Under 2 years","Design",FALSE,FALSE
"P00968","Identity","Under 2 years","Product Management",FALSE,TRUE
"P00969","Developer Experience","Under 2 years","Design",FALSE,TRUE
"P00970","Payments","Under 2 years","Design",FALSE,FALSE
"P00971","Mobile","2 to 5 years","Technical Writing",FALSE,TRUE
"P00972","Platform","2 to 5 years","Product Management",FALSE,TRUE
"P00973","Mobile","Over 5 years","Design",FALSE,FALSE
"P00974","Platform","Under 2 years","Technical Writing",FALSE,FALSE
"P00975","Data Engineering","Over 5 years","Product Management",FALSE,FALSE
"P00976","Mobile","Under 2 years","Design",FALSE,TRUE
"P00977","Identity","2 to 5 years","Design",FALSE,FALSE
"P00978","Payments","Under 2 years","Product Management",FALSE,FALSE
"P00979","Mobile","Under 2 years","Product Management",FALSE,FALSE
"P00980","Payments","2 to 5 years","Technical Writing",FALSE,TRUE
"P00981","Payments","2 to 5 years","Product Management",FALSE,TRUE
"P00982","Identity","2 to 5 years","Technical Writing",FALSE,FALSE
"P00983","Identity","Over 5 years","Design",FALSE,FALSE
"P00984","Developer Experience","2 to 5 years","Technical Writing",FALSE,TRUE
"P00985","Mobile","Under 2 years","Product Management",FALSE,TRUE
"P00986","Mobile","2 to 5 years","Technical Writing",FALSE,TRUE
"P00987","Identity","Over 5 years","Design",FALSE,FALSE
"P00988","Payments","Under 2 years","Technical Writing",FALSE,FALSE
"P00989","Developer Experience","2 to 5 years","Product Management",FALSE,FALSE
"P00990","Mobile","2 to 5 years","Product Management",FALSE,TRUE
"P00991","Mobile","Under 2 years","Technical Writing",FALSE,FALSE
"P00992","Data Engineering","2 to 5 years","Design",FALSE,FALSE
"P00993","Payments","Over 5 years","Design",FALSE,TRUE
"P00994","Mobile","Under 2 years","Product Management",FALSE,TRUE
"P00995","Mobile","Under 2 years","Product Management",FALSE,FALSE
"P00996","Platform","2 to 5 years","Product Management",FALSE,TRUE
"P00997","Payments","Over 5 years","Design",FALSE,TRUE
"P00998","Data Engineering","Over 5 years","Product Management",FALSE,TRUE
"P00999","Payments","Over 5 years","Design",FALSE,TRUE
"P01000","Data Engineering","2 to 5 years","Product Management",FALSE,FALSE
"P01001","Payments","2 to 5 years","Product Management",FALSE,FALSE
"P01002","Data Engineering","2 to 5 years","Design",FALSE,TRUE
"P01003","Data Engineering","Under 2 years","Product Management",FALSE,TRUE
"P01004","Platform","2 to 5 years","Product Management",FALSE,FALSE
"P01005","Identity","Under 2 years","Product Management",FALSE,TRUE
"P01006","Payments","2 to 5 years","Product Management",FALSE,FALSE
"P01007","Mobile","2 to 5 years","Design",FALSE,FALSE
"P01008","Data Engineering","Under 2 years","Design",FALSE,TRUE
"P01009","Platform","2 to 5 years","Product Management",FALSE,FALSE
"P01010","Data Engineering","2 to 5 years","Design",FALSE,TRUE
"P01011","Data Engineering","2 to 5 years","Product Management",FALSE,FALSE
"P01012","Mobile","2 to 5 years","Technical Writing",FALSE,FALSE
"P01013","Platform","Over 5 years","Product Management",FALSE,FALSE
"P01014","Platform","2 to 5 years","Product Management",FALSE,FALSE
"P01015","Data Engineering","Over 5 years","Product Management",FALSE,TRUE
"P01016","Data Engineering","2 to 5 years","Product Management",FALSE,TRUE
"P01017","Platform","2 to 5 years","Design",FALSE,FALSE
"P01018","Identity","2 to 5 years","Product Management",FALSE,TRUE
"P01019","Platform","2 to 5 years","Product Management",FALSE,TRUE
"P01020","Data Engineering","2 to 5 years","Design",FALSE,TRUE
"P01021","Identity","2 to 5 years","Product Management",FALSE,TRUE
"P01022","Payments","Under 2 years","Product Management",FALSE,TRUE
"P01023","Data Engineering","Under 2 years","Design",FALSE,TRUE
"P01024","Platform","Under 2 years","Design",FALSE,FALSE
"P01025","Data Engineering","2 to 5 years","Product Management",FALSE,TRUE
"P01026","Identity","Over 5 years","Product Management",FALSE,FALSE
"P01027","Mobile","2 to 5 years","Product Management",FALSE,FALSE
"P01028","Mobile","Under 2 years","Product Management",FALSE,TRUE
"P01029","Payments","2 to 5 years","Product Management",FALSE,FALSE
"P01030","Payments","Over 5 years","Product Management",FALSE,TRUE
"P01031","Data Engineering","2 to 5 years","Product Management",FALSE,FALSE
"P01032","Mobile","Under 2 years","Design",FALSE,TRUE
"P01033","Payments","Over 5 years","Product Management",FALSE,FALSE
"P01034","Payments","Over 5 years","Product Management",FALSE,TRUE
"P01035","Payments","Under 2 years","Technical Writing",FALSE,TRUE
"P01036","Platform","2 to 5 years","Product Management",FALSE,TRUE
"P01037","Platform","Under 2 years","Product Management",FALSE,TRUE
"P01038","Developer Experience","2 to 5 years","Product Management",FALSE,TRUE
"P01039","Identity","Over 5 years","Design",FALSE,FALSE
"P01040","Payments","Under 2 years","Product Management",FALSE,FALSE
"P01041","Mobile","Under 2 years","Design",FALSE,FALSE
"P01042","Payments","2 to 5 years","Product Management",FALSE,FALSE
"P01043","Platform","2 to 5 years","Product Management",FALSE,TRUE
"P01044","Platform","2 to 5 years","Design",FALSE,FALSE
"P01045","Developer Experience","Under 2 years","Technical Writing",FALSE,TRUE
"P01046","Payments","Over 5 years","Product Management",FALSE,FALSE
"P01047","Data Engineering","Under 2 years","Product Management",FALSE,TRUE
"P01048","Developer Experience","2 to 5 years","Design",FALSE,TRUE
"P01049","Payments","Under 2 years","Design",FALSE,TRUE
"P01050","Data Engineering","Over 5 years","Product Management",FALSE,TRUE
"P01051","Platform","2 to 5 years","Product Management",FALSE,TRUE
"P01052","Developer Experience","Under 2 years","Product Management",FALSE,FALSE
"P01053","Data Engineering","Under 2 years","Technical Writing",FALSE,TRUE
"P01054","Mobile","Under 2 years","Product Management",FALSE,TRUE
"P01055","Platform","Under 2 years","Design",FALSE,FALSE
"P01056","Payments","Over 5 years","Design",FALSE,TRUE
"P01057","Mobile","2 to 5 years","Product Management",FALSE,TRUE
"P01058","Identity","2 to 5 years","Design",FALSE,FALSE
"P01059","Data Engineering","Over 5 years","Design",FALSE,TRUE
"P01060","Platform","2 to 5 years","Product Management",FALSE,FALSE
"P01061","Identity","2 to 5 years","Product Management",FALSE,TRUE
"P01062","Developer Experience","Over 5 years","Product Management",FALSE,FALSE
"P01063","Payments","2 to 5 years","Technical Writing",FALSE,TRUE
"P01064","Platform","Under 2 years","Product Management",FALSE,FALSE
"P01065","Platform","Over 5 years","Product Management",FALSE,TRUE
"P01066","Platform","Over 5 years","Product Management",FALSE,TRUE
"P01067","Mobile","2 to 5 years","Product Management",FALSE,TRUE
"P01068","Data Engineering","Under 2 years","Product Management",FALSE,FALSE
"P01069","Mobile","Under 2 years","Product Management",FALSE,TRUE
"P01070","Payments","Under 2 years","Product Management",FALSE,FALSE
"P01071","Developer Experience","2 to 5 years","Design",FALSE,FALSE
"P01072","Data Engineering","Under 2 years","Design",FALSE,TRUE
"P01073","Data Engineering","2 to 5 years","Product Management",FALSE,FALSE
"P01074","Developer Experience","Under 2 years","Design",FALSE,TRUE
"P01075","Mobile","2 to 5 years","Product Management",FALSE,TRUE
"P01076","Platform","2 to 5 years","Design",FALSE,TRUE
"P01077","Mobile","2 to 5 years","Technical Writing",FALSE,TRUE
"P01078","Platform","Under 2 years","Technical Writing",FALSE,TRUE
"P01079","Payments","Under 2 years","Technical Writing",FALSE,FALSE
"P01080","Mobile","Under 2 years","Product Management",FALSE,FALSE
