"PersonId","MetricDate","Meeting_hours","Scheduled_call_hours","Collaboration_hours","Available_to_focus_hours","Uninterrupted_hours","Interrupted_hours","Open_1_hour_block","Recurring_meeting_hours","Conflicting_meeting_hours","Meeting_hours_with_six_or_fewer_hours_of_advanced_notice","After_hours_collaboration_hours"
"SYN00520",2026-01-18,9.54,0.671,15.099,29.789,14.171,15.617,16,6.366,0.834,1.056,0
"SYN00520",2026-01-25,11.085,0.481,14.411,28.434,15.204,13.23,15,7.762,0.496,1.341,0.748
"SYN00520",2026-02-01,14.372,0.529,18.855,25.099,11.104,13.995,16,7.086,1.851,0.302,0.855
"SYN00520",2026-02-08,10.45,0.944,15.626,28.606,11.619,16.987,17,5.462,0.671,0.677,0
"SYN00520",2026-02-15,7.694,0.975,11.048,31.331,15.43,15.901,16,2.756,0.264,1.507,0
"SYN00520",2026-02-22,10.787,1.511,15.029,27.702,16.188,11.514,15,5.927,0.584,1.501,0.583
"SYN00520",2026-03-01,12.393,1.498,19.033,26.109,14.893,11.215,19,5.101,1.328,0.305,0
"SYN00520",2026-03-08,11.345,1.748,16.723,26.907,11.585,15.321,16,8.133,1.655,0.779,0
"SYN00520",2026-03-15,13.656,0.807,18.167,25.536,12.258,13.278,12,9.539,1.132,1.443,0.039
"SYN00520",2026-03-22,11.163,1.461,16.236,27.377,13.929,13.448,12,4.443,0.934,0.888,0.796
"SYN00520",2026-03-29,13.688,1.058,18.632,25.255,13.947,11.308,12,7.87,0.929,1.939,0
"SYN00520",2026-04-05,12.695,1.3,19.195,26.005,12.977,13.028,18,7.713,0.621,1.138,0.803
"SYN00520",2026-04-12,10.516,0.579,14.615,28.906,13.631,15.275,19,4.977,0.104,0.957,0
"SYN00520",2026-04-19,9.565,1.529,14.18,28.906,13.245,15.661,21,4.411,1.434,0.27,0.834
"SYN00520",2026-04-26,11.284,1.709,15.934,27.007,12.22,14.786,17,6.561,1.461,2.457,0
"SYN00520",2026-05-03,11.836,1.637,16.601,26.527,13.871,12.656,16,7.222,1.461,2.568,0
"SYN00520",2026-05-10,13.269,1.403,17.971,25.328,12.929,12.4,14,5.247,1.382,2.307,0.346
"SYN00520",2026-05-17,13.007,1.815,17.628,25.178,13.52,11.659,15,6.208,0.705,2.188,0.459
"SYN00520",2026-05-24,11.11,0.896,15.884,27.994,16.169,11.825,15,4.04,1.855,0.957,0
"SYN00520",2026-05-31,9.486,1.162,13.1,29.352,18.472,10.88,18,5.529,0.323,1.222,0.687
"SYN00520",2026-06-07,12.612,0.646,19.599,26.742,11.449,15.293,16,5.403,0.236,1.956,0
"SYN00520",2026-06-14,10.245,1.357,15.642,28.398,17.596,10.802,12,6.848,1.542,1.362,0.529
"SYN00520",2026-06-21,13.523,0.972,18.897,25.505,12.496,13.01,12,6.49,1.561,1.539,0
"SYN00520",2026-06-28,9.785,1.709,14.471,28.506,14.81,13.696,18,3.97,0.246,1.198,0.24
"SYN00521",2026-01-04,2.355,0.251,4.958,37.394,21.706,15.688,21,1.578,0.23,0.33,0.137
"SYN00521",2026-01-11,3.299,0.45,6.145,36.251,20.019,16.232,20,1.127,0.523,0.193,1.736
"SYN00521",2026-01-18,5.617,1.467,9.606,32.915,18.093,14.822,20,1.736,0.713,1.169,0
"SYN00521",2026-01-25,4.752,0.533,9.022,34.715,20.572,14.143,22,3.268,0.324,0.062,0
"SYN00521",2026-02-01,4.65,1.044,8.646,34.305,18.034,16.271,15,2.404,0.248,0.341,0.176
"SYN00521",2026-02-08,1.45,0.64,3.801,37.91,20.63,17.28,18,0.499,0,0.269,1.332
"SYN00521",2026-02-15,5.201,0.531,10.919,34.269,19.559,14.71,20,2.941,0.596,0.714,0
"SYN00521",2026-02-22,4.493,0.703,9.158,34.804,19.997,14.807,18,1.524,0.016,0.802,1.424
"SYN00521",2026-03-01,3.517,0.299,5.885,36.184,17.01,19.174,18,1.943,0.321,0.245,0.734
"SYN00521",2026-03-08,3.644,1.038,7.773,35.318,21.004,14.314,18,1.846,0.011,0.162,0.699
"SYN00521",2026-03-15,4.869,0.306,7.726,34.824,22.012,12.813,24,2.12,0.53,0.949,0.182
"SYN00521",2026-03-22,5.47,0.25,8.087,34.28,18.178,16.102,18,1.73,0.419,0.653,0
"SYN00521",2026-03-29,5.235,0.392,8.13,34.373,19.051,15.322,20,2.388,0,1.046,0.95
"SYN00521",2026-04-05,4.694,0.816,8.111,34.49,20.033,14.456,19,1.72,0.419,0.652,0.586
"SYN00521",2026-04-12,2.774,0.292,5.022,36.934,23.086,13.848,20,0.935,0.283,0.055,1.551
"SYN00521",2026-04-19,5.047,1.389,8.218,33.564,18.568,14.996,16,2.248,0.773,0.231,0.787
"SYN00521",2026-04-26,2.021,0.912,4.709,37.067,19.987,17.08,18,1.179,0.02,0.121,0
"SYN00521",2026-05-03,4.456,1.294,9.114,34.25,19.089,15.161,19,2.005,0.671,0.793,0
"SYN00521",2026-05-10,4.798,0.334,6.345,34.868,17.737,17.13,17,1.898,0.724,0.732,0.259
"SYN00521",2026-05-17,3.353,0.536,5.701,36.111,20.514,15.597,18,1.423,0,0.351,0.485
"SYN00521",2026-05-24,3.816,0.25,7.86,35.934,19.45,16.484,16,1.365,0.43,0.182,0.602
"SYN00521",2026-05-31,3.125,1.357,6.414,35.518,17.943,17.575,18,1.832,0.167,0.154,1.326
"SYN00521",2026-06-07,3.56,0.711,6.764,35.729,18.14,17.589,19,2.155,0.252,0.246,0.283
"SYN00521",2026-06-14,4.127,0.25,7.091,35.623,20.924,14.699,21,1.645,0.317,0.086,0
"SYN00521",2026-06-21,1.5,0.5,4.272,37.999,22.989,15.01,19,0.637,0.025,0.045,1.794
"SYN00521",2026-06-28,4.51,1.421,7.633,34.069,21.314,12.755,19,2.098,0.579,0.359,0
"SYN00522",2026-01-04,10.23,0.794,15.36,28.976,12.757,16.219,15,6.927,1.41,1.659,1.661
"SYN00522",2026-01-11,8.962,1.666,13.846,29.372,15.877,13.495,17,5.206,1.513,0.754,2.355
"SYN00522",2026-01-18,13.179,1.798,18.708,25.023,9.232,15.791,16,9.487,0.433,0.667,0
"SYN00522",2026-01-25,8.485,1.381,14.793,30.135,9.237,20.898,16,3.205,0.581,0.524,0.898
"SYN00522",2026-02-01,12.272,1.32,16.615,26.408,5.679,20.729,15,8.272,0.333,2.604,0.405
"SYN00522",2026-02-08,9.81,0.811,14.349,29.379,11.785,17.594,17,5.357,0.404,0.712,0.823
"SYN00522",2026-02-15,14.311,0.984,19.455,24.705,9.377,15.329,13,8.145,1.415,2.919,0
"SYN00522",2026-02-22,11.643,0.875,15.81,27.482,11.958,15.524,15,7.199,1.194,1.494,0.87
"SYN00522",2026-03-01,9.019,1.458,13.486,29.524,12.71,16.813,17,4.668,0.301,1.587,0.237
"SYN00522",2026-03-08,9.414,1.947,14.887,28.639,13.259,15.38,17,6.159,1.556,0.396,1.124
"SYN00522",2026-03-15,11.695,0.629,16.312,27.676,10.465,17.211,15,5.691,0.376,2.658,0.364
"SYN00522",2026-03-22,12.59,1.955,18.013,25.455,8.28,17.175,17,4.929,1.276,0.745,0.295
"SYN00522",2026-03-29,11.988,0.759,17.824,27.254,10.613,16.641,16,6.182,1.855,1.762,0.279
"SYN00522",2026-04-05,9.608,1.946,15.073,28.446,15.699,12.747,13,6.299,0.242,1.779,0.569
"SYN00522",2026-04-12,8.741,1.892,14.059,29.367,16.554,12.813,17,6.398,0.343,1.408,0.384
"SYN00522",2026-04-19,8.521,1.461,13.375,30.018,16.345,13.672,16,6.361,0.905,0.612,0.924
"SYN00522",2026-04-26,11.169,0.582,16.073,28.249,12.47,15.78,16,6.331,0.29,1.363,0.736
"SYN00522",2026-05-03,8.627,1.608,13.797,29.765,13.332,16.433,16,5.465,1.405,1.906,0.304
"SYN00522",2026-05-10,10.86,1.34,16.143,27.8,14.642,13.158,15,6.624,1.53,1.108,0.254
"SYN00522",2026-05-17,12.891,0.852,17.03,26.257,14.546,11.711,13,8.673,0.247,1.462,0
"SYN00522",2026-05-24,8.785,0.887,14.554,30.328,17.919,12.409,13,6.244,0.221,1.612,1.681
"SYN00522",2026-05-31,9.602,0.935,13.349,29.463,14.965,14.498,19,4.934,0.426,0.557,0.897
"SYN00522",2026-06-07,10.421,1.998,16.102,27.581,11.481,16.1,13,6.639,0.589,0.604,2.261
"SYN00522",2026-06-14,8.978,0.616,13.153,30.406,15.981,14.426,17,5.333,1.415,0.344,0.413
"SYN00522",2026-06-21,9.749,1.096,17.283,29.155,12.458,16.697,14,4.557,1.4,1.047,0
"SYN00522",2026-06-28,11.101,0.742,15.08,28.156,13.072,15.085,17,7.417,0.414,2.039,0.839
"SYN00523",2026-01-04,10.944,0.94,16.025,28.117,14.37,13.746,17,5.481,1.786,2.108,6.158
"SYN00523",2026-01-11,11.522,2.112,18.562,26.366,7.121,19.245,15,5.601,3.324,1.842,5.809
"SYN00523",2026-01-18,10.744,1.268,17.42,27.987,11.441,16.547,17,7.607,1.763,1.684,6.987
"SYN00523",2026-01-25,13.324,1.027,18.626,25.65,10.546,15.104,16,5.691,2.578,3.905,6.271
"SYN00523",2026-02-01,11.773,0.87,17.818,27.357,10.286,17.072,17,7.607,2.953,4.03,5.281
"SYN00523",2026-02-08,11.313,2.195,17.705,26.492,11.055,15.436,14,6.366,3.209,2.475,7.006
"SYN00523",2026-02-15,11.909,1.633,18.96,26.458,6.995,19.464,16,7.69,3.187,2.065,6.501
"SYN00523",2026-02-22,10.001,1.651,17.157,28.348,11.403,16.945,16,5.281,1.443,1.973,6.965
"SYN00523",2026-03-01,10.829,1.34,18.008,27.831,10.326,17.505,15,6.05,1.815,2.417,5.672
"SYN00523",2026-03-08,13.421,2.018,20.28,24.561,8.352,16.209,13,6.807,2.858,2.868,7.091
"SYN00523",2026-03-15,11.266,1.2,17.672,27.534,11.577,15.957,16,5.396,3.012,2.218,5.734
"SYN00523",2026-03-22,12.602,1.516,19.478,25.882,8.571,17.312,12,5.777,2.424,2.302,5.522
"SYN00523",2026-03-29,11.054,1.163,17.659,27.783,12.205,15.578,17,5.288,1.383,3.406,5.151
"SYN00523",2026-04-05,7.972,0.704,14.852,31.325,13.209,18.116,16,3.569,1.67,2.107,5.452
"SYN00523",2026-04-12,12.155,0.754,17.966,27.091,10.007,17.084,14,7.671,3.06,3.679,5.834
"SYN00523",2026-04-19,11.586,0.887,17.216,27.528,9.381,18.147,13,4.446,3.063,3.9,4.174
"SYN00523",2026-04-26,13.835,1.316,18.695,24.849,10.185,14.664,11,8.103,2.236,3.044,5.429
"SYN00523",2026-05-03,11.817,1.134,17.608,27.049,11.002,16.047,15,6.845,2.959,3.789,6.085
"SYN00523",2026-05-10,10.969,2.146,17.693,26.885,13.826,13.059,16,4.992,1.499,2.159,5.159
"SYN00523",2026-05-17,13.225,1.278,19.749,25.497,6.575,18.922,14,5.222,2.933,4.034,6.703
"SYN00523",2026-05-24,9.709,1.106,16.609,29.185,7.61,21.576,16,7.554,1.908,2.865,5.573
"SYN00523",2026-05-31,10.711,1.904,17.735,27.386,10.63,16.756,15,8.175,2.73,2.331,6.384
"SYN00523",2026-06-07,11.584,2.035,16.989,26.381,9.716,16.665,15,6.834,2.684,2.158,6.498
"SYN00523",2026-06-14,10.353,1.575,18.127,28.073,12.39,15.682,14,4.148,1.647,2.873,5.842
"SYN00523",2026-06-21,10.269,1.951,16.595,27.78,12.342,15.438,17,4.545,1.543,1.585,5.725
"SYN00523",2026-06-28,10.201,1.822,17.471,27.977,9.692,18.286,14,7.875,2.415,2.431,5.723
"SYN00524",2026-01-04,6.014,1.283,10.611,32.703,15.236,17.467,22,2.545,0.604,0.594,1.692
"SYN00524",2026-01-11,4.808,0.912,7.977,34.28,11.933,22.347,19,2.689,0.122,0.788,2.831
"SYN00524",2026-01-18,2.323,1.183,7.213,36.495,19.13,17.364,19,0.847,0.383,0.442,2.039
"SYN00524",2026-01-25,6.745,1.627,10.688,31.628,9.037,22.59,18,3.882,0.235,1.02,2.111
"SYN00524",2026-02-01,6.284,0.512,10.971,33.205,16.424,16.781,19,4.337,0.302,0.563,1.708
"SYN00524",2026-02-08,3.098,1.451,7.551,35.451,14.708,20.743,22,2.236,0.384,0.398,1.747
"SYN00524",2026-02-15,4.82,1.836,10.888,33.344,17.731,15.613,15,3.438,0.346,0.713,1.869
"SYN00524",2026-02-22,5.09,1.725,10.282,33.185,15.169,18.016,16,1.981,0.423,0.37,1.66
"SYN00524",2026-03-01,5.958,0.593,9.439,33.448,14.663,18.785,20,3.181,0.959,0.677,0.894
"SYN00524",2026-03-08,4.895,1.448,9.526,33.657,16.677,16.98,21,3.098,0.486,0.728,1.283
"SYN00524",2026-03-15,5.746,1.405,10.569,32.849,13.967,18.882,15,3.794,0.631,0.223,1.722
"SYN00524",2026-03-22,5.939,1.319,10.859,32.742,13.299,19.443,16,3.756,0.396,0.288,2.237
"SYN00524",2026-03-29,5.826,1.343,10.307,32.83,14.582,18.248,22,3.709,0.24,1.011,2.39
"SYN00524",2026-04-05,5.164,1.28,10.506,33.555,14.937,18.618,18,3.727,0.675,0.897,1.308
"SYN00524",2026-04-12,5.608,1.75,10.891,32.643,11.608,21.035,20,3.775,0.524,0.838,2.06
"SYN00524",2026-04-19,3.411,1.7,8.233,34.889,12.912,21.977,23,1.665,0.017,0.648,2.265
"SYN00524",2026-04-26,3.948,1.891,9.263,34.161,15.632,18.529,18,2.411,0.21,0.57,2.072
"SYN00524",2026-05-03,7.845,0.64,11.595,31.515,17.874,13.641,17,3.925,0.868,1.568,1.367
"SYN00524",2026-05-10,5.385,1.709,11.428,32.906,15.048,17.859,20,1.874,0.256,1.068,1.688
"SYN00524",2026-05-17,2.652,1.047,6.129,36.302,18.07,18.232,23,1.82,0.053,0.554,2.603
"SYN00524",2026-05-24,3.943,1.205,8.006,34.852,15.601,19.251,19,2.76,0.412,0.354,1.406
"SYN00524",2026-05-31,4.18,0.944,7.478,34.876,14.762,20.115,22,1.986,0.135,0.783,1.279
"SYN00524",2026-06-07,7.093,1.072,12.4,31.835,15.889,15.946,18,2.482,0.546,0.389,2.244
"SYN00524",2026-06-14,6.477,0.795,10.514,32.728,14.588,18.14,16,4.54,0.679,0.753,2.063
"SYN00524",2026-06-21,7.016,0.786,12.004,32.198,13.702,18.496,16,3.077,0.257,1.033,1.436
"SYN00524",2026-06-28,6.317,1.349,10.902,32.334,12.958,19.376,17,3.958,0.219,0.51,0.659
"SYN00525",2026-01-04,6.416,1.536,11.385,32.048,15.565,16.483,18,4.219,0.67,0.109,0.608
"SYN00525",2026-01-11,5.43,0.713,8.357,33.857,16.489,17.368,17,3.177,0.312,1.056,0.849
"SYN00525",2026-01-18,5.84,1.28,9.946,32.88,17.583,15.297,17,1.863,0.584,0.365,0.426
"SYN00525",2026-01-25,4.767,0.631,8.326,34.601,17.883,16.718,20,2.654,0.068,0.646,0.833
"SYN00525",2026-02-01,6.518,0.795,9.657,32.688,18.004,14.683,21,3.196,0.515,1.365,0
"SYN00525",2026-02-08,3.033,0.34,6.571,36.627,15.089,21.538,24,1.733,0.199,0.57,0
"SYN00525",2026-02-15,4.884,0.274,7.289,34.842,16.996,17.846,17,2.478,0.535,0.819,0
"SYN00525",2026-02-22,3.175,1.341,7.485,35.484,16.509,18.975,18,2.147,0.487,0.049,0
"SYN00525",2026-03-01,4.397,0.307,8.588,35.296,17.418,17.878,20,2.932,0.6,0.581,0
"SYN00525",2026-03-08,6.689,0.397,9.703,32.914,15.867,17.047,20,3.745,0.331,0.729,0.768
"SYN00525",2026-03-15,3.702,1.46,7.995,34.838,18.634,16.204,21,1.839,0.227,0.287,0
"SYN00525",2026-03-22,2.539,0.25,5.913,37.211,15.16,22.051,22,0.91,0.257,0.525,0.164
"SYN00525",2026-03-29,5.696,1.043,10.341,33.261,16.474,16.787,20,2.536,0.884,0.281,0.017
"SYN00525",2026-04-05,4.771,0.311,8.547,34.919,21.903,13.016,16,2.667,0,0.491,1.161
"SYN00525",2026-04-12,2.288,1.468,6.03,36.244,17.663,18.581,20,1.412,0.326,0.217,1.234
"SYN00525",2026-04-19,4.05,0.555,6.509,35.395,14.72,20.675,19,1.874,0.029,0.342,0.003
"SYN00525",2026-04-26,5.676,0.814,9.842,33.51,15.941,17.568,17,2.626,0.027,1.015,0.171
"SYN00525",2026-05-03,4.817,0.6,8.577,34.583,15.798,18.785,20,2.511,0.42,0.314,1.483
"SYN00525",2026-05-10,2.111,0.538,5.167,37.351,18.283,19.068,19,0.849,0.205,0.204,0
"SYN00525",2026-05-17,2.905,0.741,5.834,36.354,17.407,18.947,21,1.033,0.17,0.427,0.777
"SYN00525",2026-05-24,4.246,0.405,6.492,35.349,15.989,19.359,19,1.762,0.433,0.253,0
"SYN00525",2026-05-31,2.423,0.757,6.678,36.82,19.344,17.477,17,0.774,0.054,0.344,0.468
"SYN00525",2026-06-07,4.258,0.393,6.375,35.349,17.951,17.397,19,1.853,0,0.32,0.071
"SYN00525",2026-06-14,3.308,0.694,7.28,35.999,17.778,18.22,20,1.976,0.06,0.56,0.672
"SYN00525",2026-06-21,1.85,0.82,5.431,37.329,17.735,19.594,20,0.808,0.214,0.026,0
"SYN00525",2026-06-28,2.764,1.588,6.403,35.648,17.498,18.149,23,1.705,0.239,0.224,0
"SYN00526",2026-01-04,4.923,1.389,10.747,33.688,21.807,11.88,23,3.051,0.223,0.32,0.578
"SYN00526",2026-01-11,3.76,1.338,8.209,34.901,18.284,16.617,21,2.032,0.553,0.777,1.636
"SYN00526",2026-01-18,5.067,0.959,9.477,33.973,15.288,18.685,20,2.376,0.272,0.902,0
"SYN00526",2026-01-25,6.265,1.883,12.369,31.851,16.478,15.374,14,4.57,0.719,0.534,0.087
"SYN00526",2026-02-01,4.467,1.558,8.437,33.975,16.866,17.11,20,2.346,0.484,0.692,0.362
"SYN00526",2026-02-08,4.027,1.27,9.773,34.703,18.635,16.068,18,2.66,0.252,0.191,0.343
"SYN00526",2026-02-15,5.499,1.842,11,32.659,14.067,18.592,18,3.397,0.922,0.792,1.418
"SYN00526",2026-02-22,3.191,0.635,7.742,36.174,19.45,16.724,20,1.497,0.128,0.116,1.509
"SYN00526",2026-03-01,2.754,0.849,8.098,36.398,15.502,20.896,22,1.91,0.446,0.313,1.45
"SYN00526",2026-03-08,3.173,1.766,7.527,35.061,16.286,18.776,18,2.061,0.526,0.441,0
"SYN00526",2026-03-15,4.557,1.855,10.138,33.588,18.271,15.317,15,2.531,0.616,0.883,0.609
"SYN00526",2026-03-22,3.856,1.124,8.35,35.02,17.255,17.765,17,1.479,0.338,0.818,0.473
"SYN00526",2026-03-29,2.841,1.744,7.623,35.415,17.517,17.898,23,1.751,0.485,0.387,0.782
"SYN00526",2026-04-05,6.19,0.971,10.334,32.839,15.534,17.305,18,2.962,0.225,1.267,1.472
"SYN00526",2026-04-12,2.894,0.601,6.721,36.505,19.519,16.986,22,1.174,0.359,0.199,0.035
"SYN00526",2026-04-19,3.66,1.623,9.696,34.716,19.399,15.317,22,2.179,0.597,0.701,0.743
"SYN00526",2026-04-26,5.842,1.676,12.194,32.482,14.663,17.819,22,2.352,0.566,0.615,0.847
"SYN00526",2026-05-03,4.453,0.709,9.732,34.839,15.448,19.391,16,1.776,0.303,0.988,1.666
"SYN00526",2026-05-10,2.311,1.009,7.19,36.68,12.827,23.853,19,1.681,0.339,0.076,1.692
"SYN00526",2026-05-17,3.722,1.106,10.508,35.172,16.577,18.595,21,2.476,0.405,0.146,0.308
"SYN00526",2026-05-24,2.69,1.389,6.781,35.92,16.913,19.008,21,1.186,0.235,0.172,2.128
"SYN00526",2026-05-31,2.004,1.457,6.266,36.539,19.84,16.698,20,1.37,0.043,0.263,1.795
"SYN00526",2026-06-07,3.428,1.369,7.743,35.202,13.627,21.576,22,1.585,0.255,0.635,2.07
"SYN00526",2026-06-14,4.78,1.606,9.289,33.614,18.169,15.445,26,2.357,0.101,0.404,1.245
"SYN00526",2026-06-21,4.326,0.837,8.568,34.837,17.912,16.924,16,2.54,0.097,0.92,0.328
"SYN00526",2026-06-28,1.88,1.639,8.011,36.481,19.973,16.507,21,0.941,0.106,0.208,1.958
"SYN00527",2026-01-04,13.048,1.583,20.626,25.369,6.077,19.292,12,10.549,2.335,1.203,1.649
"SYN00527",2026-01-11,12.749,1.872,22.686,25.379,2.729,22.65,10,6.096,0.618,2.563,2.989
"SYN00527",2026-01-18,11.163,1.942,19.345,26.895,7.015,19.879,14,5.616,1.659,2.642,3.12
"SYN00527",2026-01-25,14.131,2.002,23.209,23.867,5.457,18.41,12,7.242,0.907,1.086,2.47
"SYN00527",2026-02-01,13.556,2.049,21.565,24.396,8.418,15.977,11,9.356,0.55,2.074,0.799
"SYN00527",2026-02-08,13.039,1.678,21.039,25.283,9.898,15.385,11,7.368,2.491,2.918,2.963
"SYN00527",2026-02-15,14.088,2.106,23.098,23.806,3.969,19.837,13,6.446,0.905,2.114,3.654
"SYN00527",2026-02-22,13.231,2.275,22.634,24.494,6.689,17.805,13,10.22,1.337,2.327,2.256
"SYN00527",2026-03-01,12.619,1.776,21.718,25.606,5.221,20.385,15,9.008,1.127,1.188,2.427
"SYN00527",2026-03-08,13.576,2.33,21.02,24.094,3.238,20.856,16,9.331,0.772,1.77,2.789
"SYN00527",2026-03-15,11.996,1.787,21.592,26.217,10.546,15.671,10,8.744,1.345,1.615,3.072
"SYN00527",2026-03-22,14.752,1.678,22.305,23.569,6.67,16.899,12,12.532,2.516,1.341,2.669
"SYN00527",2026-03-29,12.72,1.48,20.245,25.8,2.186,23.614,16,7.784,0.603,2.261,2.935
"SYN00527",2026-04-05,12.504,1.668,20.617,25.828,6.783,19.045,17,7.303,0.569,1.459,2.528
"SYN00527",2026-04-12,14.003,1.152,20.917,24.845,8.286,16.559,18,7.232,1.686,1.314,2.991
"SYN00527",2026-04-19,12.47,2.553,21.785,24.977,8.995,15.982,14,10.08,1.22,1.883,1.484
"SYN00527",2026-04-26,12.406,2.284,21.519,25.31,5.938,19.372,10,7.574,1.595,2.439,3.048
"SYN00527",2026-05-03,10.388,2.56,18.964,27.052,6.573,20.479,13,8.342,1.393,0.839,3.351
"SYN00527",2026-05-10,9.333,1.806,16.065,28.861,6.202,22.659,13,4.486,1.467,2.158,2.56
"SYN00527",2026-05-17,11.311,1.907,20.624,26.782,7.262,19.52,17,7.781,1.924,2.377,2.808
"SYN00527",2026-05-24,10.467,2.219,19.485,27.314,8.03,19.284,17,7.959,1.577,0.819,2.064
"SYN00527",2026-05-31,12.277,1.842,22.319,25.88,3.547,22.334,14,6.389,0.556,2.252,1.697
"SYN00527",2026-06-07,10.426,1.773,18.414,27.802,5.726,22.076,18,8.223,0.985,1.653,3.373
"SYN00527",2026-06-14,12.379,2.538,22.149,25.084,5.031,20.053,17,8.55,0.853,2.089,2.46
"SYN00527",2026-06-21,15.587,2.507,24.42,21.906,8.038,13.868,12,9.328,1.555,2.477,3.951
"SYN00527",2026-06-28,9.675,1.274,17.508,29.051,6.571,22.48,17,4.669,0.791,2.158,2.153
"SYN00528",2026-01-04,8.26,2.574,17.056,29.166,8.915,20.251,16,6.249,1.642,0.605,2.875
"SYN00528",2026-01-11,10.033,1.5,18.379,28.467,7.989,20.478,15,7.456,1.061,0.616,1.882
"SYN00528",2026-01-18,10.297,2.328,19.605,27.374,7.867,19.507,15,8.735,1.215,1.624,1.867
"SYN00528",2026-01-25,10.788,1.212,19.673,27.999,8.364,19.635,13,5.657,1.907,2.215,2.739
"SYN00528",2026-02-01,10.023,2.169,19.44,27.808,7.475,20.333,13,5.869,1.059,1.136,2.787
"SYN00528",2026-02-08,7.948,1.463,15.774,30.59,8.536,22.054,19,4.16,1.509,0.552,1.353
"SYN00528",2026-02-15,11.051,2.462,19.466,26.487,7.454,19.033,15,8.896,1.418,1.592,2.019
"SYN00528",2026-02-22,9.295,1.316,17.036,29.388,7.323,22.066,13,5.7,1.376,1.779,2.31
"SYN00528",2026-03-01,8.691,1.484,16.486,29.825,7.784,22.041,15,4.494,1.281,1.919,2.806
"SYN00528",2026-03-08,7.166,1.563,15.503,31.271,6.744,24.528,18,4.413,0.521,1.048,2.751
"SYN00528",2026-03-15,10.283,1.655,18.927,28.062,6.893,21.169,17,5.493,1.294,2.337,2.334
"SYN00528",2026-03-22,7.317,1.591,14.701,31.092,7.825,23.266,20,6.055,0.987,0.96,2.306
"SYN00528",2026-03-29,6.093,1.725,14.324,32.182,11.174,21.009,16,4.657,1.131,1.191,1.458
"SYN00528",2026-04-05,9.534,1.329,16.856,29.138,9.986,19.151,20,7.466,1.338,1.471,3.832
"SYN00528",2026-04-12,7.595,1.804,16.652,30.601,9.138,21.463,15,4.802,0.379,1.224,3.6
"SYN00528",2026-04-19,7.456,2.086,15.24,30.458,10.026,20.432,14,4.488,0.969,1.521,2.517
"SYN00528",2026-04-26,5.949,1.119,13.816,32.933,11.817,21.116,19,4.339,1.088,0.777,2.596
"SYN00528",2026-05-03,8.091,1.517,16.02,30.393,11.337,19.056,16,4.638,0.981,1.252,2.094
"SYN00528",2026-05-10,8.37,1.808,17.525,29.822,9.788,20.034,18,4.958,1.492,1.021,1.436
"SYN00528",2026-05-17,9.062,2.222,18.3,28.716,9.488,19.228,10,4.646,1.187,0.606,3.212
"SYN00528",2026-05-24,7.56,1.399,13.735,31.041,9.344,21.698,18,5.464,0.444,1.005,2.465
"SYN00528",2026-05-31,8.073,1.486,16.112,30.441,10.602,19.839,16,5.106,1.247,1.353,2.653
"SYN00528",2026-06-07,8.419,1.123,15.244,30.458,7.521,22.937,15,4.084,1.219,1.223,2.993
"SYN00528",2026-06-14,10.033,1.248,17.177,28.719,8.738,19.98,15,7.992,0.443,2.422,3.015
"SYN00528",2026-06-21,7.894,1.711,15.608,30.394,11.558,18.837,16,4.993,0.339,1.89,3.421
"SYN00528",2026-06-28,10.017,2.058,19.568,27.925,6.297,21.628,13,5.062,1.647,0.762,2.25
"SYN00529",2026-01-04,11.054,1.217,17.289,27.729,8.541,19.188,17,7.63,1.35,1.884,4.335
"SYN00529",2026-01-11,12.317,1.57,19.654,26.112,11.465,14.648,14,8.115,3.061,4.168,4.631
"SYN00529",2026-01-18,9.641,1.384,15.403,28.974,15.074,13.9,18,6.462,2.501,3.34,4.316
"SYN00529",2026-01-25,10.362,1.931,16.602,27.707,10.289,17.418,15,7.357,2.079,3.079,4.189
"SYN00529",2026-02-01,9.416,1.965,15.797,28.619,12.263,16.356,14,4.414,1.153,2.102,3.915
"SYN00529",2026-02-08,9.832,1.889,17.15,28.279,11.504,16.775,14,5.286,2.824,2.016,4.497
"SYN00529",2026-02-15,7.133,1.698,12.884,31.169,12.17,18.999,20,3.109,1.719,2.447,4.485
"SYN00529",2026-02-22,11.301,1.436,17.677,27.263,12.041,15.222,16,4.422,2.298,2.716,4.392
"SYN00529",2026-03-01,10.995,1.069,17.446,27.936,15.706,12.23,11,8.26,2.724,2.41,3.867
"SYN00529",2026-03-08,9.955,1.993,17.956,28.052,8.289,19.763,13,3.847,2.452,1.509,5.683
"SYN00529",2026-03-15,11.926,1.682,17.562,26.392,9.88,16.512,15,8.875,1.469,3.685,4.53
"SYN00529",2026-03-22,9.321,1.848,15.344,28.831,12.388,16.443,17,5.023,1.456,2.381,5.15
"SYN00529",2026-03-29,12.26,1.423,18.226,26.317,9.674,16.643,15,6.009,2.274,2.234,3.186
"SYN00529",2026-04-05,10.895,1.261,17.877,27.844,14.113,13.73,12,8.182,2.645,2.212,5.322
"SYN00529",2026-04-12,8.098,1.133,15.274,30.769,11.079,19.689,19,4.835,1.434,1.64,3.758
"SYN00529",2026-04-19,10.945,1.024,17.092,28.03,12.06,15.97,17,6.7,2.391,2.434,4.254
